RelTime,Delta,CO2
-1.733333333,-21.42,0.69
-1.116666667,-21.02,0.65
-0.616666667,-20.69,0.86
0,NA,NA
0.266666667,-22.75,1.11
0.533333333,-22.1,0.8
0.783333333,-21.9,0.81
1.033333333,-20.86,0.63
1.283333333,-20.86,1.07
1.533333333,-20.74,0.82
1.833333333,-18.94,0.64
2.15,-18.15,0.67
2.5,-17.29,0.58
3.083333333,-15.47,0.84
