RelTime,Delta,CO2
-0.9,-19.76,0.75
-0.6,-20.58,0.69
-0.166666667,-21.18,0.63
0,NA,NA
0.683333333,-22.13,0.84
1,-20.26,0.84
1.3,-19.51,0.46
1.583333333,-20.68,0.67
1.866666667,-19.3,0.8
2.183333333,-20.55,0.7
2.466666667,-20.08,0.66
2.766666667,-19.6,0.74
