RelTime,Delta,CO2
-0.683333333,-18.08,0.96
-0.466666667,-20.37,0.96
-0.266666667,-19.69,0.84
0,NA,NA
0.25,-19.2,0.46
0.5,-20.66,1
0.75,-16.68,0.43
1,-17.32,0.67
1.25,-17.1,0.89
1.5,-17.83,0.9
1.75,-17.36,0.63
2,-17.49,0.71
2.833333333,-15.58,0.61
