RelTime,Delta,CO2
-0.55,-19.95,1.19
-0.233333333,-19.63,0.96
-0.083333333,-19.79,0.8
0,NA,NA
0.333333333,-19.7,0.98
0.583333333,-20.78,0.97
0.85,-21.35,0.73
1.1,-20.73,0.92
1.35,-21.16,1
1.6,-21.47,0.76
1.883333333,-22.23,0.62
2.183333333,-20.45,0.63
2.45,-22.05,0.77
2.7,-21.99,0.72
2.95,-22.13,0.7
