RelTime,Delta,CO2
-0.533333333,-22.53,0.6
-0.2,-24.19,0.84
0,NA,NA
0.216666667,-24.17,0.86
0.716666667,-24.89,0.94
1.083333333,-21.64,0.67
1.433333333,-18.32,1.02
1.816666667,-13.55,1.03
2.15,-11.76,0.66
2.583333333,-9.98,0.63
2.9,-6.93,0.93
,,
,,
,,
