RelTime,Delta,CO2
-0.683333333,-26.98,0.93
-0.4,-26.62,0.91
-0.116666667,-27.1,0.88
0,NA,NA
0.183333333,-27.59,0.89
0.466666667,-26.88,0.61
0.733333333,-25.05,0.99
1.033333333,-24.95,0.77
1.3,-24.54,0.87
1.583333333,-23.15,1.1
1.883333333,-23.85,0.95
2.233333333,-25.9,0.75
2.533333333,-23.68,0.73
2.8,-23.67,0.98
