,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;,14.285715,0,14.285715,10.000000,0,12.500000,0,12.500000,16.666668,0,0,14.285715,5.000000,0,20.000000,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;NA;,14.285715,0,0,0,16.666668,0,25.000000,0,50.000000,28.571430,20.000000,0,5.000000,0,0,40.000000,22.222223,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira;NA;,14.285715,0,0,0,0,0,0,0,0,0,0,14.285715,0,0,20.000000,0,0,0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemania;NA;,14.285715,0,0,0,0,12.500000,0,0,0,0,0,0,0,0,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) genus,14.285715,33.333336,85.714287,30.000002,33.333336,12.500000,37.500000,37.500000,0.000000,14.285715,40.000000,7.142858,15.000001,0.000000,40.000000,0.000000,11.111112,0.000000
unclassified,28.571430,33.333334,0.000000,40.000001,50.000000,37.500000,12.500000,12.500000,16.666667,14.285715,20.000000,57.142860,34.999999,100.000000,20.000000,0.000000,11.111111,25.000000
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eisenbergiella;NA;,0,33.333336,0,10.000000,0,0,0,0,0,14.285715,0,0,5.000000,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Enterocloster;NA;,0,0,0,10.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;NA;,0,0,0,0,0,12.500000,0,0,0,14.285715,0,0,10.000000,0,0,20.000000,11.111112,25.000000
Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Litorilinea;NA;,0,0,0,0,0,12.500000,12.500000,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;NA;,0,0,0,0,0,0,12.500000,25.000000,16.666668,14.285715,0,0,5.000000,0,0,40.000000,22.222223,25.000000
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;NA;,0,0,0,0,0,0,0,12.500000,0,0,0,7.142858,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;NA;,0,0,0,0,0,0,0,0,0,0,20.000000,0,10.000000,0,0,0,22.222223,12.500000
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;NA;,0,0,0,0,0,0,0,0,0,0,0,0,5.000000,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;NA;,0,0,0,0,0,0,0,0,0,0,0,0,5.000000,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.500000
