"","Comparison","SIMPER","OTU","krusk_p.val","fdr_krusk_p.val","Taxonomy","Left mean abund","Left stdev","Right mean abund","Right stdev"
"1","Summer_Winter",0.483863393298013,"Bacteria;Bacteroidetes;NA;NA;NA;NA;NA;",0.872780123793903,0.872780123793903,NA,"NaN",NA,"NaN",NA
"2","Summer_Spring",0.474982569220297,"Bacteria;Bacteroidetes;NA;NA;NA;NA;NA;",0.262331675408357,0.635009462373665,NA,"NaN",NA,"NaN",NA
"3","Winter_Spring",0.481129377134989,"Bacteria;Bacteroidetes;NA;NA;NA;NA;NA;",0.423339641582443,0.635009462373665,NA,"NaN",NA,"NaN",NA
