"","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37"
"GH10",36.6027562180451,48.5411738302721,51.2297855081036,46.6919601513752,37.2500554003885,46.5300871143753,23.3242702775155,18.4575648271917,21.6469019883562,42.9346740166022,40.3597809413806,35.4412886943011,52.2158152769567,44.9407283436933,61.0804341903748,22.9899868310773,14.6877490551626
"GH101",1.4641102487218,0.951787722162198,0,6.00325201946252,1.49000221601554,0,2.91553378468944,6.59198743828274,7.57641569592468,0,0,0,0,4.28006936606603,0,2.29899868310773,0
"GH102",4.39233074616541,7.61430177729759,5.02252799099055,10.0054200324375,7.4500110800777,6.20401161525004,2.91553378468944,7.91038492593929,9.7411058947603,3.36742541306684,5.50360649200644,6.36125694513096,4.8447663659032,6.42010404909904,8.72577631291069,12.6444927570925,12.8517804232672
"GH103",5.85644099488722,7.61430177729759,6.02703358918866,8.00433602595003,6.70500997206993,5.17000967937503,4.37330067703416,9.22878241359584,7.57641569592468,4.20928176633355,8.25540973800967,8.1787589294541,4.8447663659032,8.56013873213206,7.47923683963773,10.3454940739848,11.0158117913719
"GH105",124.449371141353,145.623521490816,157.707378917103,143.411020464938,138.570206089445,138.556259407251,132.656787203369,141.068531179251,133.128447228391,141.431867348807,123.831146070145,145.400158745851,132.423614001354,156.22253186141,148.338197319482,129.893425595587,130.353772864568
"GH106",55.6361894514286,58.0590510518941,49.2207743117074,60.6995481967877,67.0500997206993,50.6660948578753,39.3597060933074,50.0991045309489,49.7878745732193,80.8182099136042,45.863387433387,49.0725535767246,40.9113604231826,47.0807630267263,42.3823420912805,43.6809749790469,20.1956549508485
"GH108",6.58849611924812,13.3250281102708,9.040550383783,12.6735320410875,8.19501218808547,15.5100290381251,2.91553378468944,9.22878241359584,12.9881411930137,12.6278452990007,9.17267748667741,10.9050119059388,9.15122535781716,16.0502601227476,8.72577631291069,14.9434914402003,11.0158117913719
"GH109",125.913481390075,104.696649437842,95.4280318288205,104.05636833735,122.180181713274,133.386249727876,167.643192619643,151.615711080503,126.634376631884,115.334320397539,110.072129840129,109.95887005155,115.197778033698,105.931716810134,117.174710487658,134.491422961802,150.549427815416
"GH11",1.4641102487218,0.951787722162198,0,3.33514001081251,0.74500110800777,3.10200580762502,1.45776689234472,0,0,0,0.917267748667741,0.908750992161566,2.69153686994622,1.07001734151651,6.23269736636478,0,0
"GH110",21.2295986064662,22.8429053318928,21.0946175621603,22.6789520735251,19.370028808202,24.8160464610002,32.0708716315838,29.0047447284441,30.3056627836987,28.6231160110682,22.0144259680258,17.2662688510698,18.8407580896236,21.4003468303301,24.9307894654591,31.0364822219544,38.5553412698017
"GH112",27.0860396013534,19.035754443244,15.0675839729717,20.0108400648751,23.8400354562486,20.6800387175001,18.9509696004814,25.0495522654744,18.3998666901028,18.5208397718676,21.097158219358,29.0800317491701,18.3024507156343,18.1902948057806,16.2050131525484,18.3919894648619,12.8517804232672
"GH113",3.66027562180451,4.75893861081099,6.02703358918866,3.33514001081251,3.72500554003885,3.10200580762502,1.45776689234472,1.31839748765655,1.08234509941781,3.36742541306684,2.75180324600322,5.4525059529694,5.38307373989245,3.21005202454952,2.49307894654591,1.14949934155387,1.83596863189532
"GH115",30.7463152231579,34.2643579978391,34.1531903387358,39.3546521275876,32.7800487523419,28.9520542045002,26.2398040622049,31.6415397037572,21.6469019883562,37.0416795437353,34.8561744493742,39.9850436551089,36.0665940572794,32.1005202454952,33.6565657783698,17.242490123308,9.17984315947659
"GH116",3.66027562180451,4.75893861081099,3.01351679459433,5.33622401730002,2.98000443203108,1.03400193587501,4.37330067703416,3.95519246296965,2.16469019883562,4.20928176633355,0.917267748667741,6.36125694513096,6.45968848787094,1.07001734151651,3.73961841981887,2.29899868310773,1.83596863189532
"GH117",3.66027562180451,1.9035754443244,5.02252799099055,6.00325201946252,4.47000664804662,5.17000967937503,8.74660135406832,5.2735899506262,4.32938039767124,5.05113811960026,4.5863387433387,1.81750198432313,1.61492212196773,4.28006936606603,4.98615789309182,6.8969960493232,1.83596863189532
"GH120",24.1578191039098,13.3250281102708,16.0720895711698,18.6767840605501,21.6050321322253,17.5780329098751,16.0354358157919,11.8655773889089,10.8234509941781,18.5208397718676,19.2626227220226,21.8100238118776,19.3790654636128,20.3303294888136,14.9584736792755,5.74749670776933,9.17984315947659
"GH123",24.1578191039098,19.9875421654062,24.1081343567547,26.0140920843376,20.8600310242175,20.6800387175001,27.6975709545497,35.5967321667268,24.8939372866097,22.7301215382012,22.0144259680258,19.9925218275545,22.070602333559,22.4703641718467,16.2050131525484,28.7374835388467,36.7193726379064
"GH125",27.0860396013534,28.5536316648659,36.162201535132,28.6822040929876,35.0150520763652,26.8840503327502,36.444172308618,26.367949753131,31.3880078831165,31.990541424135,37.6079776953774,35.4412886943011,34.9899793093009,36.3805896115612,29.9169473585509,27.5879841972928,29.3754981103251
"GH126",1.4641102487218,0.951787722162198,2.00901119639622,1.334056004325,3.72500554003885,1.03400193587501,1.45776689234472,2.6367949753131,4.32938039767124,2.52556905980013,0.917267748667741,0,1.07661474797849,2.14003468303301,1.24653947327296,1.14949934155387,1.83596863189532
"GH127",58.5644099488722,56.1554756075697,63.283852686481,62.0336042011127,60.3450897486293,66.1761238960004,71.4305777248913,63.2830794075144,58.4466353685618,67.3485082613368,62.3742069094064,58.1600634983403,57.0605816428599,66.3410751740234,59.8338947171019,51.727470369924,42.2272785335923
"GH128",8.05260636796992,9.51787722162198,6.02703358918866,10.0054200324375,14.9000221601554,6.20401161525004,5.83106756937888,3.95519246296965,11.9057960935959,8.4185635326671,11.0072129840129,8.1787589294541,9.15122535781716,9.63015607364857,9.97231578618364,16.0929907817541,16.5237176870579
"GH129",6.58849611924812,4.75893861081099,6.02703358918866,9.33839203027503,8.19501218808547,3.10200580762502,4.37330067703416,5.2735899506262,6.49407059650687,5.89299447286697,5.50360649200644,5.4525059529694,4.8447663659032,3.21005202454952,6.23269736636478,1.14949934155387,1.83596863189532
"GH13",819.16968415985,762.381965451921,638.865560453998,705.048598285765,742.766104683746,795.14748868788,747.834415772841,663.153936291244,781.45316177966,621.289988710832,758.580428148222,906.933490177243,829.531663317426,752.222191086105,804.017960261056,727.633083203598,870.249131518381
"GH130",94.4351110425564,90.4198336054088,83.3739646504432,75.3741642443628,83.4401240968702,95.1281781005006,103.501449356475,93.606221623615,89.8346432516783,79.1344972070708,83.4713651287644,101.780111122095,90.4356388301931,81.3213179552545,79.7785262894692,78.1659552256629,84.4545570671847
"GH133",49.0476933321805,57.1072633297319,54.243302302698,51.3611561665127,60.3450897486293,45.4960851785003,58.3106756937888,48.7807070432923,73.5994667604112,58.088088375403,65.1260101554096,57.2513125061787,53.2924300249352,62.0610058079574,54.84773682401,65.5214624685704,84.4545570671847
"GH136",10.2487717410526,2.85536316648659,4.01802239279244,8.00433602595003,3.72500554003885,1.03400193587501,5.83106756937888,3.95519246296965,8.65876079534249,3.36742541306684,5.50360649200644,0.908750992161566,6.99799586186018,4.28006936606603,3.73961841981887,6.8969960493232,7.34387452758128
"GH137",4.39233074616541,7.61430177729759,6.02703358918866,5.33622401730002,4.47000664804662,5.17000967937503,4.37330067703416,5.2735899506262,5.41172549708906,7.57670717940039,4.5863387433387,2.7262529764847,4.8447663659032,2.14003468303301,4.98615789309182,8.04649539087707,0
"GH138",2.19616537308271,1.9035754443244,5.02252799099055,3.33514001081251,3.72500554003885,5.17000967937503,2.91553378468944,1.31839748765655,3.24703529825343,8.4185635326671,2.75180324600322,0.908750992161566,6.45968848787094,4.28006936606603,3.73961841981887,4.59799736621547,0
"GH139",2.92822049744361,3.80715088864879,6.02703358918866,4.66919601513752,3.72500554003885,6.20401161525004,2.91553378468944,2.6367949753131,3.24703529825343,6.73485082613368,3.66907099467096,1.81750198432313,4.8447663659032,5.35008670758254,4.98615789309182,6.8969960493232,0
"GH14",1.4641102487218,2.85536316648659,3.01351679459433,0.667028002162502,1.49000221601554,2.06800387175001,2.91553378468944,1.31839748765655,0,0,1.83453549733548,3.63500396864627,0,4.28006936606603,1.24653947327296,0,0
"GH140",17.5693229846617,21.8911176097306,22.0991231603584,24.0130080778501,20.8600310242175,22.7480425892502,14.5776689234472,17.1391673395351,19.4822117895206,21.0464088316678,20.1798904706903,20.901272819716,20.4556802115913,18.1902948057806,13.7119342060025,16.0929907817541,12.8517804232672
"GH141",10.2487717410526,11.4214526659464,10.0450559819811,23.3459800756876,11.1750166201165,8.27201548700005,8.74660135406832,7.91038492593929,7.57641569592468,15.9952707120675,18.3453549733548,7.27000793729253,12.3810696017526,11.7701907566816,8.72577631291069,14.9434914402003,3.67193726379064
"GH142",2.92822049744361,7.61430177729759,12.0540671783773,8.00433602595003,11.1750166201165,10.3400193587501,10.204368246413,11.8655773889089,6.49407059650687,12.6278452990007,7.33814198934193,3.63500396864627,8.07461060983867,5.35008670758254,8.72577631291069,13.7939920986464,7.34387452758128
"GH143",3.66027562180451,5.71072633297319,4.01802239279244,9.33839203027503,8.19501218808547,6.20401161525004,4.37330067703416,6.59198743828274,3.24703529825343,5.89299447286697,3.66907099467096,2.7262529764847,5.92138111388169,4.28006936606603,6.23269736636478,8.04649539087707,3.67193726379064
"GH144",7.32055124360902,12.3732403881086,17.0765951693679,12.006504038925,11.9200177281243,18.6120348457501,23.3242702775155,17.1391673395351,16.2351764912672,14.3115580055341,10.0899452353451,7.27000793729253,10.2278401057956,10.7001734151651,17.4515526258214,13.7939920986464,12.8517804232672
"GH145",9.51671661669173,14.276815832433,10.0450559819811,9.33839203027503,11.9200177281243,9.30601742287506,7.2888344617236,9.22878241359584,12.9881411930137,10.1022762392005,14.6762839786839,9.99626091377723,10.2278401057956,12.8402080981981,21.1911710456402,6.8969960493232,7.34387452758128
"GH146",38.0668664667669,29.5054193870281,31.1396735441414,33.3514001081251,32.0350476443341,27.9180522686252,30.6131047392391,25.0495522654744,27.0586274854453,30.3068287176016,36.6907099467096,29.0800317491701,32.8367498133439,26.7504335379127,34.9031052516428,17.242490123308,12.8517804232672
"GH147",4.39233074616541,7.61430177729759,1.00450559819811,4.00216801297501,5.21500775605439,3.10200580762502,4.37330067703416,5.2735899506262,14.0704862924315,5.89299447286697,6.42087424067418,3.63500396864627,5.92138111388169,5.35008670758254,3.73961841981887,8.04649539087707,9.17984315947659
"GH148",6.58849611924812,3.80715088864879,2.00901119639622,2.00108400648751,2.98000443203108,5.17000967937503,2.91553378468944,6.59198743828274,3.24703529825343,1.68371270653342,3.66907099467096,5.4525059529694,3.22984424393547,3.21005202454952,0,3.4484980246616,1.83596863189532
"GH149",0,0.951787722162198,0,0,0,0,0,0,0,0.84185635326671,0.917267748667741,0,0.538307373989245,0,0,0,0
"GH15",1.4641102487218,2.85536316648659,5.02252799099055,7.33730802378753,3.72500554003885,3.10200580762502,2.91553378468944,3.95519246296965,4.32938039767124,4.20928176633355,3.66907099467096,2.7262529764847,9.15122535781716,5.35008670758254,2.49307894654591,2.29899868310773,1.83596863189532
"GH151",7.32055124360902,3.80715088864879,10.0450559819811,10.0054200324375,6.70500997206993,5.17000967937503,2.91553378468944,6.59198743828274,2.16469019883562,10.1022762392005,3.66907099467096,5.4525059529694,4.30645899191396,7.49012139061555,4.98615789309182,5.74749670776933,5.50790589568596
"GH154",35.8707010936842,39.9750843308123,44.1982463207169,36.6865401189376,39.4850587244118,31.0200580762502,39.3597060933074,46.1439120679792,47.6231843743837,42.0928176633355,38.5252454440451,47.2550515924015,33.9133645613224,38.5206242945943,37.3961841981887,40.2324769543853,27.5395294784298
"GH156",2.19616537308271,1.9035754443244,1.00450559819811,1.334056004325,0.74500110800777,0,0,1.31839748765655,1.08234509941781,0.84185635326671,0.917267748667741,0.908750992161566,0.538307373989245,2.14003468303301,1.24653947327296,1.14949934155387,1.83596863189532
"GH158",2.19616537308271,1.9035754443244,4.01802239279244,2.00108400648751,2.98000443203108,2.06800387175001,2.91553378468944,2.6367949753131,2.16469019883562,2.52556905980013,2.75180324600322,0.908750992161566,1.61492212196773,0,2.49307894654591,2.29899868310773,1.83596863189532
"GH159",6.58849611924812,3.80715088864879,5.02252799099055,4.66919601513752,1.49000221601554,2.06800387175001,1.45776689234472,3.95519246296965,2.16469019883562,7.57670717940039,0.917267748667741,3.63500396864627,4.8447663659032,4.28006936606603,6.23269736636478,4.59799736621547,5.50790589568596
"GH16",61.4926304463158,66.6251405513539,61.2748414900847,70.7049682292252,67.795100828707,72.3801355112505,65.5995101555124,50.0991045309489,58.4466353685618,70.7159336744037,76.1332231394225,69.065075404279,73.2098028625373,63.1310231494739,63.5735131369207,82.7639525918784,80.782619803394
"GH161",3.66027562180451,1.9035754443244,3.01351679459433,4.00216801297501,5.21500775605439,3.10200580762502,1.45776689234472,3.95519246296965,3.24703529825343,5.05113811960026,2.75180324600322,10.9050119059388,6.99799586186018,3.21005202454952,2.49307894654591,1.14949934155387,1.83596863189532
"GH163",15.3731576115789,19.035754443244,13.0585727765754,14.6746160475751,15.6450232681632,15.5100290381251,13.1199020311025,14.502372364222,11.9057960935959,20.204552478401,18.3453549733548,12.7225138902619,11.8427622277634,13.9102254397146,8.72577631291069,17.242490123308,18.3596863189532
"GH164",2.92822049744361,1.9035754443244,1.00450559819811,2.66811200865001,2.23500332402331,1.03400193587501,2.91553378468944,2.6367949753131,0,1.68371270653342,1.83453549733548,0,1.07661474797849,1.07001734151651,1.24653947327296,2.29899868310773,5.50790589568596
"GH165",3.66027562180451,5.71072633297319,8.03604478558488,2.66811200865001,2.98000443203108,1.03400193587501,4.37330067703416,5.2735899506262,5.41172549708906,1.68371270653342,3.66907099467096,0.908750992161566,1.61492212196773,2.14003468303301,3.73961841981887,5.74749670776933,3.67193726379064
"GH18",115.664709649023,90.4198336054088,78.3514366594526,106.057452343838,96.1051429330023,110.638207138626,144.318922342127,117.337376401433,93.0816785499318,91.7623425060714,86.2231683747676,112.685123028034,118.427622277634,100.581630102552,100.969697335109,97.7074440320787,102.814243386138
"GH19",5.85644099488722,2.85536316648659,5.02252799099055,2.00108400648751,4.47000664804662,1.03400193587501,1.45776689234472,0,0,0,1.83453549733548,3.63500396864627,0.538307373989245,1.07001734151651,1.24653947327296,0,1.83596863189532
"GH2",426.788137502406,388.329390642177,443.991474403565,478.259077550514,473.820704692941,406.362760798878,430.041233241692,435.071170926661,478.396533942673,505.113811960026,451.295732344528,448.014239135652,429.569284443417,417.306763191438,388.920315661162,435.660250448916,383.717444066122
"GH20",133.234032633684,129.443130214059,155.698367720707,124.067208402225,143.7852138455,138.556259407251,186.594162220124,195.122828173169,182.91632180161,141.431867348807,143.093768792168,139.03890180072,117.351007529655,142.312306421695,128.393565747114,186.218893331726,249.691733937763
"GH23",144.946914623459,165.611063656222,134.603750158547,167.424028542788,167.625249301748,163.372305868251,174.932027081366,152.93410856816,186.163357099864,134.697016522674,158.687320519519,151.761415690982,148.034527847042,161.572618568993,183.241302571124,177.022898599295,209.300424036066
"GH24",49.0476933321805,45.6858106637855,40.1802239279244,38.0205961232626,39.4850587244118,53.7681006655004,51.0218412320652,48.7807070432923,54.1172549708906,47.9858121362025,48.6151906793903,39.0762926629474,41.9879751711611,43.8707110021768,47.3684999843723,41.3819762959392,47.7351844292783
"GH25",218.152427059549,203.68257254271,182.820018872056,201.442456653076,192.210285866005,247.126462674127,217.207266959363,170.073275907695,165.598800210925,169.213127006609,205.467975701574,278.986554593601,281.534756596375,227.913693743016,229.363263082224,173.574400574634,167.073145502474
"GH26",57.8323548245113,52.3483247189209,40.1802239279244,56.0303521816502,40.9750609404273,55.8361045372504,40.8174729856521,34.2783346790703,35.7173882807878,52.195093902536,52.2842616740612,54.525059529694,65.6734996266878,43.8707110021768,63.5735131369207,44.8304743206008,36.7193726379064
"GH27",24.1578191039098,18.0839667210818,27.121651151349,30.6832880994751,28.3100421042952,19.6460367816251,29.1553378468944,29.0047447284441,19.4822117895206,25.2556905980013,27.5180324600322,28.1712807570086,31.7601350653654,27.8204508794292,26.1773289387321,22.9899868310773,22.0316235827438
"GH28",119.324985270827,153.237823268114,143.64430054233,148.080216480076,151.980226033585,139.590261343126,123.910185849301,118.655773889089,145.034243321987,154.059712647808,134.838359054158,139.947652792881,149.64944996901,159.43258388596,168.282828891849,143.687417694233,124.845866968882
"GH29",115.664709649023,106.600224882166,114.513638194585,140.742908456288,107.280159553119,115.808216818001,128.283486526335,138.431736203938,138.54017272548,125.43659663674,141.259233294832,118.137628981004,120.042544399602,124.122011615915,97.2300789152905,121.84693020471,135.861678760254
"GH3",742.303896101955,721.455093398946,682.059301176517,712.385906309553,642.190955102697,634.877188627254,669.115003586226,611.736434272639,597.454494878632,639.8108284827,616.403927104722,853.317181639711,666.962836372674,681.601046546015,698.062105032855,547.161686579641,615.049491684932
"GH30",60.028520197594,50.4447492745965,51.2297855081036,64.7017162097627,59.6000886406216,53.7681006655004,51.0218412320652,43.5071170926661,62.776015766233,63.98108284827,66.0432779040773,55.4338105218556,65.1351922526986,67.4110925155399,53.6011973507371,51.727470369924,44.0632471654877
"GH31",208.635710442857,234.139779651901,208.937164425207,202.776512657401,210.090312458191,166.474311675876,193.882996681848,166.118083444725,168.845835509179,192.785104898077,208.219778947577,225.370246056068,221.24433070958,214.003468303301,200.692855196946,140.238919669572,150.549427815416
"GH32",151.535410742707,138.009219713519,117.527154989179,129.403432419525,140.805209413468,138.556259407251,129.74125341868,131.839748765655,128.79906683072,122.069171223673,117.410271829471,179.023945455829,143.189761481139,125.192028957431,142.105499953117,117.248932838494,123.009898336986
"GH33",60.028520197594,51.3965369967587,57.2568190972923,55.3633241794877,47.6800709124973,50.6660948578753,86.0082466483384,72.5118618211102,71.4347765615755,64.8229392015367,55.9533326687322,51.7988065532093,51.6775079029675,59.9209711249244,44.8754210378264,90.8104479827555,77.1106825396034
"GH35",74.669622684812,68.5287159956783,70.3153918738677,70.7049682292252,66.3050986126915,68.2441277677505,65.5995101555124,52.735899506262,75.7641569592468,60.6136574352031,74.298687642087,79.0613363180563,61.3670406347739,70.6211445400895,58.5873552438289,50.5779710283701,45.899215797383
"GH36",128.841701887519,118.973465270275,104.468582212604,112.727732365463,106.535158445111,132.352247792001,116.621351387578,100.198209061898,112.563890339452,117.859889457339,116.493004080803,145.400158745851,131.885306627365,109.141768834684,115.928171014385,78.1659552256629,84.4545570671847
"GH37",10.2487717410526,6.66251405513539,12.0540671783773,10.6724480346,10.4300155121088,12.4080232305001,16.0354358157919,10.5471799012524,15.1528313918494,12.6278452990007,12.8417484813484,8.1787589294541,8.61291798382791,4.28006936606603,4.98615789309182,9.19599473243093,9.17984315947659
"GH38",68.8131816899248,58.0590510518941,66.2973694810753,87.3806682832878,67.795100828707,50.6660948578753,81.6349459713043,54.0542969939185,79.0111922575002,62.2973701417366,58.7051359147354,64.5213204434712,62.4436553827524,67.4110925155399,48.6150394576453,45.9799736621547,64.2589021163362
"GH39",35.1386459693233,19.035754443244,25.1126399549528,36.0195121167751,42.4650631564429,21.7140406533751,37.9019392009627,35.5967321667268,24.8939372866097,31.1486850708683,37.6079776953774,37.2587906786242,31.2218276913762,26.7504335379127,28.670407885278,13.7939920986464,12.8517804232672
"GH4",62.9567406950376,51.3965369967587,49.2207743117074,62.7006322032752,63.3250941806604,52.7340987296254,80.1771790789596,72.5118618211102,62.776015766233,57.2462320221363,46.7806551820548,69.9738263964406,56.5222742688707,62.0610058079574,57.340815770556,51.727470369924,71.6027766439174
"GH42",89.3107251720301,74.2394423286515,69.3108862756696,84.0455282724753,64.815096396676,80.6521509982505,67.0572770478571,55.3726944815751,53.0349098714727,69.0322209678702,67.8778134014128,92.6926012004798,79.131183976419,62.0610058079574,69.8062105032855,34.484980246616,40.391309901697
"GH43",598.821091727218,570.120845575157,582.613246954904,558.302437810014,520.755774497431,540.783012462629,473.774240012034,454.847133241509,439.432110363631,525.318364438427,575.126878414673,620.67692764635,543.690447729137,552.128948222518,569.668539285741,336.803307075283,335.982259636843
"GH44",2.19616537308271,1.9035754443244,3.01351679459433,1.334056004325,2.98000443203108,4.13600774350003,0,0,0,2.52556905980013,1.83453549733548,3.63500396864627,4.30645899191396,0,1.24653947327296,0,0
"GH47",2.92822049744361,0.951787722162198,4.01802239279244,0.667028002162502,2.23500332402331,0,0,0,0,0,6.42087424067418,0.908750992161566,0,3.21005202454952,1.24653947327296,0,0
"GH48",0.732055124360902,0.951787722162198,2.00901119639622,0,0.74500110800777,0,0,0,0,0.84185635326671,0.917267748667741,0.908750992161566,0.538307373989245,0,1.24653947327296,0,0
"GH49",0,0,0,0,0.74500110800777,0,0,0,0,0,0,0,0,0,0,1.14949934155387,0
"GH5",184.477891338947,173.22536543352,151.680345327915,174.761336566576,156.450232681632,184.052344585751,164.727658834953,130.521351277998,136.375482526644,165.003845240275,194.460762717561,170.845186526374,224.474174953515,158.362566544443,179.501684151306,124.145928887818,128.517804232672
"GH50",3.66027562180451,6.66251405513539,5.02252799099055,3.33514001081251,5.21500775605439,2.06800387175001,0,2.6367949753131,4.32938039767124,5.05113811960026,1.83453549733548,2.7262529764847,3.76815161792471,3.21005202454952,6.23269736636478,9.19599473243093,1.83596863189532
"GH51",108.344158405414,85.6608949945978,94.4235262306224,100.054200324375,102.065151797064,85.8221606776256,75.8038784019254,71.1934643334536,89.8346432516783,117.018033104073,106.403058845458,102.688862114257,94.2037904481178,95.2315433949691,92.2439210221987,54.0264690530317,55.0790589568596
"GH52",0,0.951787722162198,1.00450559819811,1.334056004325,0.74500110800777,0,0,1.31839748765655,1.08234509941781,0,0,0,0.538307373989245,0,0,0,0
"GH53",62.9567406950376,60.9144142183807,47.2117631153112,51.3611561665127,52.1500775605439,44.4620832426253,53.9373750167546,43.5071170926661,46.5408392749659,43.7765303698689,55.9533326687322,57.2513125061787,68.3650364966341,57.7809364418914,56.094276297283,49.4284716868163,49.5711530611736
"GH55",5.85644099488722,6.66251405513539,7.03153918738677,9.33839203027503,9.68501440410101,7.23801355112505,5.83106756937888,7.91038492593929,9.7411058947603,7.57670717940039,7.33814198934193,7.27000793729253,8.07461060983867,10.7001734151651,8.72577631291069,4.59799736621547,0
"GH57",44.655362586015,59.0108387740563,45.202751918915,66.0357722140877,67.0500997206993,50.6660948578753,61.2262094784782,44.8255145803227,86.5876079534249,44.6183867231357,55.9533326687322,39.0762926629474,47.3710489110535,64.2010404909904,53.6011973507371,64.3719631270165,93.6344002266613
"GH59",5.85644099488722,4.75893861081099,5.02252799099055,4.00216801297501,2.98000443203108,5.17000967937503,1.45776689234472,3.95519246296965,3.24703529825343,3.36742541306684,5.50360649200644,7.27000793729253,9.6895327318064,2.14003468303301,3.73961841981887,0,0
"GH63",8.05260636796992,10.4696649437842,10.0450559819811,10.6724480346,8.94001329609324,11.3740212946251,14.5776689234472,13.1839748765655,10.8234509941781,12.6278452990007,8.25540973800967,9.08750992161566,7.53630323584942,6.42010404909904,12.4653947327296,2.29899868310773,7.34387452758128
"GH64",0,0,0,1.334056004325,2.23500332402331,0,0,0,0,0,0,0,0.538307373989245,1.07001734151651,0,0,0
"GH65",23.4257639795489,20.9393298875684,25.1126399549528,18.6767840605501,23.0950343482409,29.9860561403752,39.3597060933074,30.3231422161006,29.2233176842809,21.0464088316678,18.3453549733548,21.8100238118776,26.9153686994622,31.0305029039787,37.3961841981887,29.8869828804005,23.8675922146391
