,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;,13.043478,17.948719,20.454546,20.338982,24.489796,31.578945,22.000000,19.354837,18.367348,30.882353,22.000000,13.043478,17.500000,26.666668,25.000000,29.411766,19.642857,14.814815
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;,7.246377,10.256411,0,6.779661,4.081633,7.894736,6.000000,6.451612,6.122449,2.941176,2.000000,6.521739,3.750000,2.222222,7.142858,17.647058,3.571429,7.407407
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;,5.797101,5.128205,18.181818,8.474577,8.163265,15.789473,0,3.225806,4.081633,8.823529,10.000000,6.521739,6.250000,6.666667,7.142858,8.823529,1.785714,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;,4.347826,5.128205,0,1.694915,0,0,4.000000,3.225806,2.040816,1.470588,2.000000,0,1.250000,0,7.142858,5.882353,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;NA;,4.347826,2.564103,2.272727,3.389831,4.081633,5.263158,2.000000,0,0,1.470588,4.000000,4.347826,8.750000,4.444445,17.857143,8.823529,0,3.703704
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;NA;NA;,4.347826,2.564103,4.545455,3.389831,4.081633,0,2.000000,9.677419,4.081633,5.882353,6.000000,2.173913,2.500000,2.222222,3.571429,2.941176,10.714286,3.703704
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;,2.898551,0,2.272727,1.694915,0,0,14.000000,6.451612,8.163265,1.470588,2.000000,2.173913,3.750000,8.888889,7.142858,2.941176,8.928572,7.407407
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;NA;NA;,2.898551,0,0,3.389831,4.081633,2.631579,0,3.225806,2.040816,0,2.000000,2.173913,1.250000,2.222222,0,0,1.785714,3.703704
Bacteria;Firmicutes;Clostridia;Clostridiales;Oscillospiraceae;NA;NA;,1.449275,0,0,0,0,2.631579,0,0,2.040816,0,0,0,1.250000,0,0,2.941176,0,0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Sporomusaceae;NA;NA;,1.449275,0,0,0,0,2.631579,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA;,1.449275,5.128205,6.818182,1.694915,2.040816,5.263158,2.000000,0,2.040816,1.470588,4.000000,0,1.250000,4.444445,0,0,1.785714,0
