,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;,13.286713,12.500000,21.951220,16.101696,18.965517,15.094339,17.045454,25.609756,12.962963,23.300972,23.469389,17.000000,17.714287,16.250000,24.637682,20.224718,16.666668,26.984129
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;,11.188811,11.458334,9.756097,16.101696,10.344828,7.547170,11.363637,8.536586,13.888889,10.679611,7.142858,10.000000,10.857142,10.000000,13.043478,4.494382,7.407407,15.873016
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;NA;NA;,6.993007,9.375000,8.536586,6.779661,10.344828,1.886792,1.136364,12.195122,9.259259,12.621360,11.224489,5.000000,6.857142,6.250000,4.347826,11.235955,12.962963,11.111112
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;NA;,6.293706,10.416666,3.658536,4.237288,9.482759,9.433963,5.681818,2.439024,6.481482,3.883495,7.142858,11.000000,6.285714,6.250000,10.144927,11.235955,5.555556,6.349207
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;,5.594406,0,3.658536,1.694915,0,7.547170,4.545455,4.878048,3.703704,5.825243,2.040816,3.000000,6.857142,10.000000,8.695652,7.865169,9.259259,4.761905
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;,5.594406,7.291667,7.317073,8.474577,6.034482,6.603774,11.363637,6.097561,5.555556,3.883495,6.122449,11.000000,8.571429,6.250000,5.797101,4.494382,12.962963,3.174603
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;NA;NA;,4.195804,0,0,1.694915,2.586207,0,0,0,0,0.970874,1.020408,0,1.142857,1.250000,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;,3.496503,6.250000,8.536586,0.847458,5.172414,4.716981,1.136364,2.439024,5.555556,4.854369,4.081633,3.000000,2.857143,3.750000,1.449275,1.123595,3.703704,1.587302
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;NA;NA;,3.496503,0,1.219512,0,0.862069,2.830189,2.272727,1.219512,0,0.970874,1.020408,2.000000,1.142857,2.500000,1.449275,1.123595,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;NA;NA;,1.398601,0,0,1.694915,0.862069,0,1.136364,2.439024,1.851852,0.970874,1.020408,0,1.142857,3.750000,0,0,0,0
