,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;,13.286713,11.458334,21.951220,16.101696,18.103447,15.094339,17.045454,25.609756,12.962963,22.330097,23.469389,17.000000,17.714287,13.750000,24.637682,20.224718,16.666668,26.984129
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA;,6.993007,9.375000,7.317073,6.779661,10.344828,1.886792,1.136364,12.195122,9.259259,11.650486,10.204082,5.000000,6.857142,6.250000,4.347826,11.235955,12.962963,11.111112
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA;,5.594406,10.416666,2.439024,3.389831,8.620689,9.433963,5.681818,2.439024,6.481482,2.912621,7.142858,11.000000,5.714286,6.250000,8.695652,11.235955,1.851852,6.349207
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;NA;,3.496503,0,0,0.847458,1.724138,0,0,0,0,0.970874,1.020408,0,0.571429,1.250000,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;NA;,2.797203,0,1.219512,0,0.862069,1.886792,1.136364,1.219512,0,0.970874,0,2.000000,1.142857,2.500000,1.449275,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Butyricicoccus;NA;,2.797203,0,2.439024,0,0,1.886792,1.136364,1.219512,0,3.883495,0,1.000000,1.142857,3.750000,7.246377,1.123595,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA;,2.097902,4.166667,6.097561,0.847458,5.172414,4.716981,1.136364,1.219512,4.629630,3.883495,1.020408,1.000000,1.714286,3.750000,1.449275,1.123595,3.703704,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;NA;,2.097902,0,0,1.694915,0,3.773585,3.409091,1.219512,3.703704,1.941748,2.040816,2.000000,4.571428,6.250000,1.449275,4.494382,0,4.761905
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;NA;,2.097902,0,0,1.694915,0,0.943396,2.272727,0,1.851852,0.970874,0,1.000000,1.714286,1.250000,2.898551,1.123595,1.851852,3.174603
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;NA;,2.097902,1.041667,0,0,0.862069,0,2.272727,1.219512,0.925926,0,0,1.000000,0.571429,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;NA;,1.398601,2.083333,1.219512,3.389831,0.862069,0.943396,4.545455,3.658536,0.925926,0,1.020408,4.000000,2.857143,0,1.449275,2.247191,0,1.587302
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;NA;,1.398601,0,0,0.847458,0.862069,0,1.136364,1.219512,3.703704,1.941748,0,0,1.142857,1.250000,0,1.123595,1.851852,3.174603
Bacteria;Firmicutes;Clostridia;Clostridiales;Oscillospiraceae;Oscillibacter;NA;,1.398601,3.125000,0,0.847458,0.862069,3.773585,0,0,1.851852,0,0,2.000000,1.142857,0,1.449275,0,0,0
