,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Firmicutes;NA;NA;NA;NA;NA;,42.657341,31.250000,32.926830,41.525425,31.034481,34.905659,44.318180,36.585365,35.185184,32.038834,29.591837,36.000000,42.857143,43.750000,42.028984,36.507938,29.213482,35.185184
Bacteria;Bacteroidetes;NA;NA;NA;NA;NA;,37.062939,43.750000,56.097561,34.745762,56.034481,41.509434,31.818182,47.560974,45.370369,54.368931,54.081631,40.000000,39.428570,38.750000,49.275364,57.142860,53.932583,55.555557
Bacteria;Proteobacteria;NA;NA;NA;NA;NA;,1.398601,1.041667,0,0,0,0,0,0,0,0.970874,1.020408,0,0,0,0,1.587302,0,0
Bacteria;Verrucomicrobia;NA;NA;NA;NA;NA;,1.398601,2.083333,0,1.694915,0,0,0,1.219512,0.925926,0,2.040816,1.000000,0.571429,0,0,0,1.123595,0
Bacteria;Tenericutes;NA;NA;NA;NA;NA;,0.699301,0,0,0,0,0,0,0,0,0,1.020408,0,0.571429,0,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) phylum,1.398601,3.125000,0.000000,2.542373,2.586207,6.603774,5.681818,3.658536,2.777778,0.970874,2.040816,4.000000,1.714286,0.000000,1.449275,1.587302,5.617978,3.703704
unclassified,15.384616,15.625000,10.975610,18.644068,9.482758,15.094340,15.909091,9.756097,12.962963,9.708738,9.183674,18.000001,13.142857,16.249999,5.797102,3.174603,8.988764,5.555556
Bacteria;Actinobacteria;NA;NA;NA;NA;NA;,0,2.083333,0,0,0.862069,0.943396,1.136364,0,0.925926,0.970874,1.020408,0,0.571429,0,0,0,1.123595,0
Bacteria;Candidatus Omnitrophica;NA;NA;NA;NA;NA;,0,1.041667,0,0,0,0.943396,0,0,0.925926,0,0,0,0,0,0,0,0,0
Bacteria;Armatimonadetes;NA;NA;NA;NA;NA;,0,0,0,0.847458,0,0,0,0,0,0.970874,0,0,0.571429,1.250000,1.449275,0,0,0
Bacteria;Spirochaetes;NA;NA;NA;NA;NA;,0,0,0,0,0,0,1.136364,0,0.925926,0,0,0,0,0,0,0,0,0
Bacteria;Candidatus Atribacteria;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,1.219512,0,0,0,0,0,0,0,0,0,0
Bacteria;Chloroflexi;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,1.000000,0,0,0,0,0,0
Bacteria;Candidatus Melainabacteria;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0
