,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;,11.764706,36.842106,29.629629,34.482758,30.555555,47.058823,35.714287,45.000000,35.483871,44.444447,17.857143,34.615387,45.945946,37.037037,56.250000,50.000000,71.428574,24.000000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;NA;,11.764706,10.526316,7.407407,3.448276,11.111112,5.882353,7.142858,0,3.225806,3.703704,3.571429,7.692308,2.702703,0,0,5.555556,0,8.000000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;,11.764706,15.789473,11.111112,10.344828,11.111112,5.882353,0,0,0,11.111112,14.285715,11.538462,8.108108,7.407407,0,5.555556,0,8.000000
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;NA;NA;,11.764706,0,0,3.448276,5.555556,0,7.142858,5.000000,0,0,3.571429,7.692308,0,7.407407,0,0,0,0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;NA;NA;,5.882353,0,3.703704,0,0,0,0,10.000000,3.225806,0,0,0,2.702703,0,0,0,0,12.000000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA;,5.882353,5.263158,0,6.896552,5.555556,5.882353,0,0,12.903225,3.703704,7.142858,0,8.108108,7.407407,6.250000,0,7.142858,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;NA;NA;,5.882353,5.263158,7.407407,3.448276,2.777778,0,0,5.000000,6.451612,3.703704,10.714286,7.692308,5.405406,3.703704,0,11.111112,0,16.000000
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) family,11.764706,5.263158,0.000000,6.896552,0.000000,5.882353,14.285715,5.000000,9.677419,7.407407,3.571429,7.692308,2.702703,7.407407,6.250000,5.555556,0.000000,20.000000
unclassified,23.529412,21.052632,25.925925,10.344828,11.111111,5.882353,7.142857,30.000001,12.903225,14.814815,21.428572,11.538462,18.918920,11.111111,18.750000,11.111111,7.142857,12.000000
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA;NA;,0,0,3.703704,0,0,0,0,0,0,3.703704,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;NA;NA;,0,0,3.703704,3.448276,2.777778,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;NA;NA;,0,0,3.703704,0,2.777778,5.882353,0,0,0,0,10.714286,7.692308,2.702703,0,6.250000,0,7.142858,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;NA;NA;,0,0,3.703704,0,2.777778,0,0,0,0,0,3.571429,0,0,3.703704,0,0,0,0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;NA;NA;,0,0,0,3.448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;NA;NA;,0,0,0,3.448276,2.777778,5.882353,0,0,0,0,0,3.846154,0,3.703704,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;,0,0,0,3.448276,2.777778,0,7.142858,0,9.677419,0,0,0,0,0,0,11.111112,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;,0,0,0,3.448276,0,0,7.142858,0,3.225806,0,3.571429,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;NA;NA;,0,0,0,3.448276,2.777778,5.882353,0,0,0,0,0,0,0,3.703704,6.250000,0,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;NA;NA;,0,0,0,0,2.777778,5.882353,7.142858,0,3.225806,7.407407,0,0,2.702703,7.407407,0,0,7.142858,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;NA;NA;,0,0,0,0,2.777778,0,7.142858,0,0,0,0,0,0,0,0,0,0,0
