,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;,11.764706,26.315790,29.629629,34.482758,27.777779,47.058823,28.571430,45.000000,29.032257,44.444447,17.857143,34.615387,45.945946,33.333336,56.250000,44.444447,57.142860,20.000000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA;,11.764706,15.789473,11.111112,10.344828,8.333334,5.882353,0,0,0,11.111112,14.285715,11.538462,8.108108,7.407407,0,5.555556,0,8.000000
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;NA;,11.764706,0,0,3.448276,5.555556,0,7.142858,5.000000,0,0,3.571429,7.692308,0,7.407407,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Millionella;NA;,11.764706,0,0,0,0,0,0,0,0,0,3.571429,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA;,5.882353,5.263158,7.407407,3.448276,2.777778,0,0,5.000000,6.451612,3.703704,10.714286,7.692308,5.405406,3.703704,0,11.111112,0,16.000000
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;NA;,5.882353,0,3.703704,0,0,0,0,10.000000,3.225806,0,0,0,2.702703,0,0,0,0,12.000000
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) genus,17.647058,31.578945,3.703704,20.689655,25.000000,23.529411,35.714287,5.000000,35.483871,11.111112,17.857143,15.384616,16.216215,18.518518,18.750000,16.666668,28.571430,32.000000
unclassified,23.529412,21.052632,25.925925,10.344828,11.111111,5.882353,7.142857,30.000001,12.903225,14.814815,21.428572,11.538462,18.918920,11.111111,18.750000,11.111111,7.142857,12.000000
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;NA;,0,0,3.703704,0,0,0,0,0,0,3.703704,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;Dysgonomonas;NA;,0,0,3.703704,0,2.777778,0,0,0,0,0,3.571429,0,0,3.703704,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA;,0,0,3.703704,0,5.555556,0,7.142858,0,0,3.703704,0,3.846154,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;NA;,0,0,3.703704,0,0,0,0,0,0,0,0,3.846154,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Puteibacter;NA;,0,0,3.703704,3.448276,2.777778,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;NA;,0,0,0,3.448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Siphonobacter;NA;,0,0,0,3.448276,2.777778,5.882353,0,0,0,0,0,3.846154,0,3.703704,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;NA;,0,0,0,3.448276,0,0,7.142858,0,6.451612,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaeromassilibacillus;NA;,0,0,0,3.448276,0,0,0,0,3.225806,0,3.571429,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;NA;,0,0,0,0,2.777778,5.882353,7.142858,0,3.225806,3.703704,0,0,2.702703,7.407407,0,0,7.142858,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerobium;NA;,0,0,0,0,2.777778,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Paraflavitalea;NA;,0,0,0,0,0,5.882353,0,0,0,0,0,0,0,3.703704,6.250000,0,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;NA;,0,0,0,0,0,0,0,0,0,3.703704,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Culturomica;NA;,0,0,0,0,0,0,0,0,0,0,3.571429,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Robinsoniella;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111112,0,0
