,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Millionella;Millionella massiliensis;,11.764706,0,0,0,0,0,0,0,0,0,3.571429,0,0,0,0,0,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila;,5.882353,0,0,0,2.777778,0,0,0,0,0,0,3.846154,0,3.703704,0,0,0,0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;[Clostridium] saccharogumia;,5.882353,0,0,0,0,0,0,5.000000,0,0,0,0,0,0,0,0,0,4.000000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides johnsonii;,5.882353,0,0,3.448276,2.777778,0,0,0,3.225806,0,3.571429,0,0,3.703704,0,5.555556,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fluxus;,5.882353,0,0,0,2.777778,0,0,0,3.225806,0,0,0,0,0,0,0,7.142858,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. CAG:754;,5.882353,0,7.407407,3.448276,8.333334,11.764706,7.142858,5.000000,12.903225,0,7.142858,11.538462,0,0,0,0,14.285715,4.000000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. CAG:617;,5.882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.000000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. Marseille-P4119;,5.882353,0,0,0,0,0,0,0,0,3.703704,0,0,2.702703,0,0,5.555556,0,0
Bacteria;NA;NA;NA;NA;NA;bacterium c-19;,5.882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) species,17.647058,31.578945,29.629629,27.586206,33.333336,47.058823,50.000000,30.000002,41.935482,37.037037,28.571430,46.153847,43.243244,48.148148,37.500000,66.666672,50.000000,32.000000
unclassified,23.529412,21.052632,25.925925,10.344828,11.111111,5.882353,7.142857,30.000001,12.903225,14.814815,21.428572,11.538462,18.918920,11.111111,18.750000,11.111111,7.142857,12.000000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. CAG:891;,0,10.526316,7.407407,6.896552,2.777778,5.882353,0,0,0,3.703704,3.571429,7.692308,0,0,0,0,0,4.000000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;Bacteroidaceae bacterium;,0,10.526316,0,0,0,0,0,0,0,0,0,0,0,3.703704,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis;,0,5.263158,0,6.896552,2.777778,0,0,0,0,7.407407,0,0,8.108108,3.703704,12.500000,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides merdae;,0,5.263158,3.703704,0,0,0,0,5.000000,0,3.703704,3.571429,0,2.702703,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides pyogenes;,0,5.263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides rodentium;,0,5.263158,0,0,2.777778,11.764706,0,0,0,0,0,0,0,3.703704,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. NM69_E16B;,0,5.263158,3.703704,3.448276,0,5.882353,7.142858,0,0,0,3.571429,3.846154,2.702703,3.703704,6.250000,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli;,0,0,3.703704,0,0,0,0,0,0,3.703704,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;[Clostridium] cocleatum;,0,0,3.703704,0,0,0,0,5.000000,3.225806,0,0,0,2.702703,0,0,0,0,8.000000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. oral taxon 376;,0,0,3.703704,3.448276,2.777778,0,0,0,0,0,3.571429,0,0,3.703704,0,0,0,0
