,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;,17.730497,28.301886,38.333332,32.624115,25.547445,36.274509,38.541664,32.710281,22.900763,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;NA;NA;,9.219858,7.547170,8.333334,6.382979,6.569343,4.901961,4.166667,13.084112,10.687022,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;NA;,8.510638,9.433963,7.500000,7.092199,12.408759,16.666668,8.333334,5.607476,7.633588,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;,7.092199,8.490566,9.166667,2.127660,4.379562,2.941176,0,0,2.290076,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;,4.255319,0.943396,0,3.546099,2.919708,0,2.083333,0,0.763359,0,0,0,0,0,0,0,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;NA;NA;,4.255319,6.603774,0,5.673759,4.379562,1.960784,3.125000,2.803738,0.763359,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;NA;NA;,2.127660,0,0,0.709220,0.729927,1.960784,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;,1.418440,0.943396,0,2.836879,1.459854,0,1.041667,2.803738,1.526718,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;NA;NA;,1.418440,0.943396,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;NA;NA;,1.418440,1.886792,0.833333,1.418440,2.919708,0.980392,1.041667,0.934579,4.580153,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;NA;NA;,0.709220,0.943396,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;NA;NA;,0.709220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;NA;NA;,0.709220,0,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;,0.709220,0.943396,0,1.418440,0,1.960784,2.083333,1.869159,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;NA;NA;,0.709220,0.943396,0.833333,2.127660,0.729927,0,1.041667,0,0.763359,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae;NA;NA;,0.709220,0,0,0,0.729927,0,0,0,0,0,0,0,0,0,0,0,0,0
