"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W20","S.W36","S.W37"
"199","Eukaryota;Evosea;Variosea;Cavosteliida;NA;NA;NA;","0.000125","0.000175","0.000254","9.5e-05","0.000166","5.4e-05","0.000261","0.000737","3.1e-05","7.5e-05","5.9e-05","0.000178","8e-06","0.000323","4.8e-05","5e-05","8e-05","0.000136"
"200","Eukaryota;Ciliophora;Heterotrichea;Heterotrichida;NA;NA;NA;","0.000123","0.00016","0.000232","5.9e-05","0.000102","3.5e-05","0.000107","3.7e-05","2.9e-05","2.1e-05","5.6e-05","0.000165","3e-06","0.000318","5.1e-05","2.8e-05","3.5e-05","3.8e-05"
"201","Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;NA;NA;NA;","0.000123","0.000254","0.000219","0.000109","0.000207","7.5e-05","0.000147","2.8e-05","5.4e-05","4.3e-05","0.000108","0.000223","6.2e-05","0.000507","8.9e-05","3.8e-05","3.2e-05","4.5e-05"
"202","Bacteria;Fibrobacteres;Chitinivibrionia;Chitinivibrionales;NA;NA;NA;","0.00012","7.6e-05","3.5e-05","5.9e-05","4.4e-05","1.9e-05","2.6e-05","0.000348","5.1e-05","8.9e-05","6.3e-05","3.9e-05","3.5e-05","6.7e-05","5e-06","7.2e-05","6.4e-05","0.000161"
"203","Bacteria;Firmicutes;Limnochordia;Limnochordales;NA;NA;NA;","0.00012","0.000113","0.000101","9.3e-05","7.8e-05","0.000108","7.4e-05","0.00057","0.000131","9.6e-05","5.2e-05","6.9e-05","7e-05","0.000138","0.000107","0.000109","0.000222","0.000234"
"204","Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;NA;NA;NA;","0.00012","0.00012","7.9e-05","6.7e-05","0.000125","8e-05","0.000169","0.000321","8.3e-05","3.4e-05","0.000245","0.000238","6.7e-05","6.7e-05","0.000131","5.9e-05","0.00027","0.000122"
"205","Bacteria;Actinobacteria;Nitriliruptoria;Egibacterales;NA;NA;NA;","0.00012","8e-06","3.1e-05","3.8e-05","0.000139","1.9e-05","2.2e-05","2.2e-05","1.4e-05","4.1e-05","9.8e-05","6e-05","5.8e-05","6.7e-05","1.6e-05","6e-06","2.9e-05","1e-05"
"206","Bacteria;Proteobacteria;Alphaproteobacteria;Emcibacterales;NA;NA;NA;","0.00012","6.5e-05","0.000328","0.000185","9.1e-05","4e-05","2.6e-05","9.2e-05","3.1e-05","9.8e-05","0.000115","0.00015","3.8e-05","0.00018","5.6e-05","0.00015","0.000401","0.000391"
"207","Bacteria;Actinobacteria;Rubrobacteria;Rubrobacterales;NA;NA;NA;","0.000118","8.4e-05","0.000193","0.000216","0.000244","0.000195","0.000118","0.001023","0.000841","0.000167","0.000199","0.000172","0.000131","0.000222","3.5e-05","8.4e-05","0.000151","0.000328"
"208","Bacteria;Acidobacteria;Holophagae;Holophagales;NA;NA;NA;","0.000113","0.000115","0.000263","0.000143","7.8e-05","0.000166","7e-05","0.000475","0.000128","0.000365","0.000129","0.000123","0.000109","8.4e-05","4.6e-05","4.4e-05","0.00018","0.000199"
"209","Eukaryota;Ascomycota;Sordariomycetes;Diaporthales;NA;NA;NA;","0.000111","0.000196","8.3e-05","2.9e-05","3.6e-05","4.2e-05","1.5e-05","4.9e-05","2e-05","2.7e-05","2.8e-05","0.000102","1.8e-05","3.8e-05","3e-06","6e-06","2.2e-05","0"
"210","Eukaryota;Ascomycota;Pezizomycetes;Pezizales;NA;NA;NA;","0.000111","6e-05","0.00018","3.3e-05","4.4e-05","1.6e-05","7e-05","2.2e-05","5.7e-05","0.000568","9.1e-05","8.1e-05","0.000171","0.000121","1.3e-05","1.9e-05","0.000161","0"
"211","Eukaryota;Perkinsozoa;NA;Perkinsida;NA;NA;NA;","0.000111","0.000207","9.2e-05","5.9e-05","0.000144","0.000211","0.000202","3.7e-05","8.3e-05","5.9e-05","0.000185","8.7e-05","3.2e-05","0.000787","7.8e-05","0.000116","8e-05","1e-05"
"212","Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;NA;NA;NA;","0.000111","8.6e-05","0.000123","0.000207","5.8e-05","5.4e-05","0.000151","0.000259","7.4e-05","8.9e-05","0.00015","6.3e-05","0.000326","5.9e-05","4.8e-05","1.9e-05","0.000463","0.000206"
"213","Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;NA;NA;NA;","0.000109","0.000105","0.000101","4.3e-05","9.1e-05","4e-05","9.2e-05","0.000653","2.6e-05","9.6e-05","8e-05","8.4e-05","2.2e-05","0.000134","3.5e-05","5.6e-05","4.8e-05","7.3e-05"
"214","Eukaryota;Zoopagomycota;Harpellomycetes;Harpellales;NA;NA;NA;","0.000109","0.000194","0.000276","0.000128","0.000103","8.2e-05","0.000151","0.000243","0.000114","1.4e-05","5.2e-05","0.000132","3.4e-05","0.000335","0.000126","5e-05","0.000141","2.4e-05"
"215","Eukaryota;Ciliophora;Oligohymenophorea;Hymenostomatida;NA;NA;NA;","0.000106","0.000225","0.000293","8.8e-05","0.000234","6.6e-05","0.000221","9e-06","2.3e-05","3e-05","5.9e-05","0.000162","2.1e-05","0.000239","5.6e-05","4.4e-05","5.5e-05","1.4e-05"
"216","Bacteria;Actinobacteria;Actinobacteria;Jiangellales;NA;NA;NA;","0.000106","7.6e-05","0.00046","0.000233","8e-05","0.000192","9.9e-05","8.6e-05","6.3e-05","8.4e-05","0.000105","0.000175","0.000139","9.2e-05","0.000601","5.3e-05","9e-05","7e-05"
"217","Bacteria;Proteobacteria;Oligoflexia;Silvanigrellales;NA;NA;NA;","0.000106","8.1e-05","0.000197","0.000143","5.8e-05","4.2e-05","6.6e-05","5.2e-05","0.000123","0.000189","4.2e-05","9.9e-05","0.000121","6.3e-05","2.1e-05","1.6e-05","7.1e-05","0.000147"
"218","Eukaryota;Chytridiomycota;Chytridiomycetes;Chytridiales;NA;NA;NA;","0.000104","0.000272","0.000175","7.8e-05","2e-04","7.7e-05","0.000228","4.9e-05","5.7e-05","1.4e-05","7.7e-05","0.000135","1.8e-05","0.00085","5.6e-05","6.3e-05","9.3e-05","2.4e-05"
"219","Eukaryota;Basidiomycota;Agaricomycetes;Boletales;NA;NA;NA;","0.000104","0.000173","0.000118","3.8e-05","2.4e-05","4.7e-05","7.4e-05","9e-06","5.7e-05","0","2.8e-05","9.3e-05","1.8e-05","8.8e-05","3e-05","6e-06","3.2e-05","2.4e-05"
"220","Bacteria;Verrucomicrobia;Methylacidiphilae;Methylacidiphilales;NA;NA;NA;","0.000104","0.000181","0.000407","0.000121","3.2e-05","7.7e-05","0.000173","0.000284","0.000197","4.1e-05","8.4e-05","0.00015","5.4e-05","5.4e-05","1.6e-05","9.7e-05","0.000128","6.6e-05"
"221","Eukaryota;NA;Cryptophyceae;Pyrenomonadales;NA;NA;NA;","0.000102","0.000241","0.000136","9.5e-05","0.00013","7.7e-05","0.000199","2.5e-05","4.8e-05","1.6e-05","0.000108","0.000181","5e-05","0.000444","7e-05","4.1e-05","6.1e-05","3.5e-05"
"222","Eukaryota;Chytridiomycota;Chytridiomycetes;Rhizophydiales;NA;NA;NA;","1e-04","0.000118","9.6e-05","1.2e-05","0.000103","3.8e-05","2.9e-05","1.8e-05","3e-06","1.6e-05","2.1e-05","0.000175","1e-05","6.7e-05","3.2e-05","1.9e-05","3e-06","1.4e-05"
"223","Eukaryota;Evosea;Eumycetozoa;Acytosteliales;NA;NA;NA;","1e-04","0.00021","0.000254","5.5e-05","0.00011","4.9e-05","9.6e-05","3.7e-05","3.4e-05","3.7e-05","7e-05","0.000129","2.4e-05","0.000331","4.6e-05","9.1e-05","1.3e-05","2.1e-05"
"224","Bacteria;Proteobacteria;Gammaproteobacteria;Immundisolibacterales;NA;NA;NA;","9.7e-05","1.6e-05","1.8e-05","3.1e-05","5.4e-05","1.2e-05","4.4e-05","0.000539","0.000114","5.5e-05","5.6e-05","2.1e-05","5.1e-05","5e-05","8e-06","7.8e-05","2.9e-05","0.000112"
"225","Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;NA;NA;NA;","9.5e-05","9.7e-05","0.00021","0.000128","0.000164","3.5e-05","0.00011","4.6e-05","2.3e-05","2.3e-05","0.000101","0.000105","2.7e-05","0.000226","5.9e-05","2.8e-05","3.9e-05","3.1e-05"
"226","Bacteria;Caldiserica;Caldisericia;Caldisericales;NA;NA;NA;","8.8e-05","0.000165","0.00025","0.000131","4.6e-05","0.000166","3.7e-05","3.1e-05","0.00063","9.1e-05","7.3e-05","9.9e-05","4.2e-05","6.3e-05","0.000185","3e-06","5.1e-05","0.000531"
"227","Bacteria;Proteobacteria;Oligoflexia;Oligoflexales;NA;NA;NA;","8.8e-05","6.3e-05","0.000101","8.8e-05","6.1e-05","1.6e-05","0.000114","0.000475","8.3e-05","0.000139","8.7e-05","5.7e-05","8.3e-05","7.5e-05","3.8e-05","0.000119","0.000154","0.000241"
"228","Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;NA;NA;NA;","8.6e-05","9.7e-05","0.000136","0.000173","5.9e-05","4e-05","3.7e-05","0.000354","0.000165","7.3e-05","0.000136","0.000175","7.8e-05","0.00026","0.000105","8.4e-05","0.000279","0.000429"
"229","Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;NA;NA;NA;","8.6e-05","9.4e-05","0.000118","0.000128","0.00011","0.000176","3.3e-05","0.000441","0.000314","0.000103","8.4e-05","0.000135","9.7e-05","8.4e-05","8e-05","5.3e-05","0.000122","0.00014"
"230","Eukaryota;NA;Bigyra;Bicosoecida;NA;NA;NA;","8.3e-05","0.000183","0.000197","0.000185","6.8e-05","3e-05","7.7e-05","6.2e-05","5.1e-05","3e-05","7.3e-05","9e-05","4.6e-05","0.000117","4e-05","3.1e-05","0.000434","0.000175"
"231","Eukaryota;Parabasalia;NA;Trichonymphida;NA;NA;NA;","8.3e-05","7.1e-05","0.000368","0.000124","2e-06","0","7e-06","6e-06","0","0.000116","0.000318","4.8e-05","6e-06","5.4e-05","3e-06","0","5.5e-05","0"
"232","Bacteria;Chloroflexi;Ardenticatenia;Ardenticatenales;NA;NA;NA;","8.3e-05","5e-05","0.000114","0.000112","3.6e-05","2.8e-05","5.1e-05","0.000114","0.000103","7.3e-05","2.8e-05","6.3e-05","5.3e-05","8e-05","2.7e-05","3.1e-05","2.6e-05","3.8e-05"
"233","Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales;NA;NA;NA;","8.3e-05","1.3e-05","0.000184","5.2e-05","2.5e-05","0.000129","2.2e-05","9.2e-05","4.3e-05","1.6e-05","1.7e-05","4.2e-05","2.4e-05","4e-06","1.1e-05","5.3e-05","3.2e-05","3.5e-05"
"234","Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;NA;NA;NA;","8.1e-05","0.000113","0.00014","2.6e-05","9.6e-05","3.8e-05","4.8e-05","1.8e-05","1.7e-05","2.7e-05","2.4e-05","0.000111","1e-05","0.000155","5.9e-05","3.4e-05","1.9e-05","2.4e-05"
"235","Eukaryota;Ascomycota;Sordariomycetes;Xylariales;NA;NA;NA;","7.9e-05","0.000105","0.000245","0.000219","7.8e-05","0.000131","4e-05","2.8e-05","2e-05","8.9e-05","8.7e-05","4.5e-05","7.5e-05","8.4e-05","4.8e-05","3e-06","0.000511","0.000276"
"236","Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;NA;NA;NA;","7.9e-05","0.000131","0.000131","3.6e-05","1e-04","2.1e-05","5.1e-05","5.5e-05","1.4e-05","3.4e-05","3.8e-05","9e-05","1.8e-05","0.000155","5.6e-05","1.9e-05","1e-05","3.8e-05"
"237","Bacteria;Thermotogae;Thermotogae;Mesoaciditogales;NA;NA;NA;","7.9e-05","0.000367","3.9e-05","0.000114","8.3e-05","9.1e-05","0.000301","0.00029","0.000382","9.4e-05","0.000147","6.9e-05","0.000141","0.000113","9.1e-05","0.000116","0.000202","0.000286"
"238","Eukaryota;Blastocladiomycota;Blastocladiomycetes;Blastocladiales;NA;NA;NA;","7.6e-05","0.000136","0.000206","3.3e-05","6.6e-05","2.3e-05","8.5e-05","2.8e-05","3.7e-05","2.1e-05","4.2e-05","0.000111","1.1e-05","0.000218","5.1e-05","3e-06","1.9e-05","1.7e-05"
"239","Eukaryota;Haptista;Haptophyta;Prymnesiales;NA;NA;NA;","7.6e-05","0.000128","0.000114","6.4e-05","8e-05","2.6e-05","7.4e-05","1.5e-05","2.9e-05","2.1e-05","4.5e-05","0.000181","3.2e-05","0.000126","2.4e-05","6e-06","2.9e-05","7e-06"
"240","Eukaryota;Zoopagomycota;Zoopagomycetes;Zoopagales;NA;NA;NA;","7.6e-05","0.000128","0.000114","2.6e-05","9e-05","3.8e-05","8.8e-05","9e-06","2.9e-05","1.6e-05","4.9e-05","0.000105","1e-05","0.00018","2.4e-05","2.8e-05","1.9e-05","1.7e-05"
"241","Eukaryota;NA;Oomycota;Pythiales;NA;NA;NA;","7.6e-05","8.6e-05","0.000171","7.4e-05","0.000124","4.7e-05","9.2e-05","2.5e-05","1.7e-05","6.6e-05","3.1e-05","8.7e-05","1.6e-05","0.000276","2.7e-05","3.4e-05","4.5e-05","5.2e-05"
"242","Bacteria;Proteobacteria;Deltaproteobacteria;Candidatus Acidulodesulfobacterales;NA;NA;NA;","7.6e-05","9.2e-05","0.000131","0.000147","0.000152","5.4e-05","0.00014","3.4e-05","0.00012","9.8e-05","9.1e-05","0.000132","8.1e-05","9.2e-05","6.2e-05","6e-06","0.000157","2.1e-05"
"243","Eukaryota;NA;Phaeophyceae;Ectocarpales;NA;NA;NA;","7.4e-05","7.1e-05","0.000144","2.6e-05","5.2e-05","1.9e-05","9.9e-05","0.000237","2.9e-05","0.000112","5.2e-05","8.7e-05","5.8e-05","0.000151","2.1e-05","1.6e-05","6.4e-05","2.8e-05"
"244","Eukaryota;Basidiomycota;Agaricomycetes;Hymenochaetales;NA;NA;NA;","7.4e-05","6.5e-05","8.8e-05","1.4e-05","7.6e-05","2.1e-05","2.9e-05","3e-06","1.4e-05","3e-05","3.1e-05","5.4e-05","1e-05","4.6e-05","2.4e-05","6e-06","1.3e-05","1.7e-05"
"245","Eukaryota;Ascomycota;Dothideomycetes;Botryosphaeriales;NA;NA;NA;","7.2e-05","3.7e-05","2.6e-05","1.7e-05","4.6e-05","2.3e-05","3.7e-05","2.8e-05","2.9e-05","1.4e-05","2.4e-05","3.6e-05","1.8e-05","8e-05","3.2e-05","6e-06","1e-05","3e-06"
"246","Archaea;Euryarchaeota;Methanonatronarchaeia;Methanonatronarchaeales;NA;NA;NA;","7.2e-05","0","0","0","3e-06","7e-06","0","3e-06","0","0","3e-06","0","0","0","8e-06","0","0","0"
"247","Eukaryota;Chytridiomycota;Monoblepharidomycetes;Monoblepharidales;NA;NA;NA;","6.7e-05","5.2e-05","9.6e-05","2.4e-05","6.6e-05","1.2e-05","0.000103","3e-06","9e-06","9e-06","3.1e-05","4.5e-05","6e-06","5.9e-05","2.4e-05","3e-06","2.9e-05","3e-06"
"248","Archaea;Euryarchaeota;Halobacteria;Natrialbales;NA;NA;NA;","6.7e-05","4.5e-05","3.1e-05","5e-05","6.8e-05","8e-05","2.9e-05","3.1e-05","7.1e-05","2.5e-05","3.5e-05","6.9e-05","6.2e-05","0.000121","5.9e-05","3e-06","5.5e-05","3.8e-05"
"249","Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacterales;NA;NA;NA;","6.5e-05","0.000126","7.9e-05","1e-04","0.000161","7e-05","5.9e-05","0.000203","0.00018","4.3e-05","5.2e-05","0.000156","0.000141","0.000101","5.1e-05","4.7e-05","0.000148","0.000126"
"250","Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;NA;NA;NA;","6.5e-05","4.5e-05","0.000109","0.000178","0.000149","9.6e-05","0.000235","0.00021","0.000302","9.1e-05","8.7e-05","9.9e-05","8.3e-05","0.000113","3.5e-05","0.000156","0.000199","0.000237"
"251","Eukaryota;Chlorophyta;Chloropicophyceae;Chloropicales;NA;NA;NA;","6.5e-05","9.4e-05","0.000144","4.8e-05","6.9e-05","2.6e-05","0.000103","7.7e-05","8.3e-05","2.3e-05","3.8e-05","9.9e-05","3e-05","9.2e-05","3.5e-05","6.6e-05","3.5e-05","6.3e-05"
"252","Eukaryota;Basidiomycota;Agaricomycetes;Cantharellales;NA;NA;NA;","6.2e-05","6.8e-05","5.7e-05","2.1e-05","4.6e-05","3e-05","7e-05","1.5e-05","1.7e-05","4.1e-05","2.4e-05","9.3e-05","1.9e-05","0.000172","4e-05","2.2e-05","1.6e-05","7e-06"
"253","Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;NA;NA;NA;","6.2e-05","3.9e-05","5.3e-05","3.6e-05","0.000161","2.6e-05","5.1e-05","1.5e-05","5.1e-05","4.1e-05","2.4e-05","3.9e-05","5e-05","8.8e-05","3e-05","0","1.6e-05","1.7e-05"
"254","Bacteria;Actinobacteria;Rubrobacteria;Gaiellales;NA;NA;NA;","6.2e-05","0.00011","1.8e-05","4e-05","1.4e-05","2.1e-05","0.000386","2.2e-05","2e-05","4.6e-05","3.1e-05","3.6e-05","6.2e-05","1.7e-05","6.7e-05","0","7.7e-05","0.000108"
"255","Archaea;Candidatus Altiarchaeota;NA;Candidatus Altiarchaeales;NA;NA;NA;","6e-05","6.8e-05","2.2e-05","7.4e-05","5.8e-05","2.6e-05","8.5e-05","0.000314","0.000143","5.9e-05","0.000161","8.1e-05","0.000401","0.000126","1.6e-05","1.3e-05","0.000202","0.000251"
"256","Eukaryota;NA;NA;Jakobida;NA;NA;NA;","5.8e-05","9.4e-05","0.000166","3.3e-05","7.3e-05","3.3e-05","1.8e-05","2.5e-05","2e-05","2.7e-05","3.8e-05","0.000111","1.6e-05","9.6e-05","2.7e-05","6e-06","0.000173","0"
"257","Eukaryota;Endomyxa;NA;Plasmodiophorida;NA;NA;NA;","5.6e-05","0.000155","0.000123","1.9e-05","0.000122","6.1e-05","6.2e-05","1.2e-05","1.4e-05","1.6e-05","3.5e-05","0.000132","1.6e-05","0.000209","3.2e-05","2.8e-05","1.6e-05","7e-06"
"258","Eukaryota;Chlorophyta;Trebouxiophyceae;Trebouxiales;NA;NA;NA;","5.6e-05","6.8e-05","0.000118","0.000147","4.2e-05","1.2e-05","1.5e-05","1.8e-05","9e-06","1.1e-05","1e-05","0.000102","2.4e-05","0.000113","1.3e-05","1.3e-05","7.7e-05","7e-06"
"259","Bacteria;Cyanobacteria;Gloeobacteria;Gloeobacterales;NA;NA;NA;","5.3e-05","0.000131","4.4e-05","7.6e-05","0.000157","9.1e-05","7.7e-05","0.000373","0.000114","7.5e-05","0.000119","0.000238","0.000137","0.000138","0.000115","9e-06","7.7e-05","0.000175"
"260","Bacteria;Actinobacteria;Nitriliruptoria;Euzebyales;NA;NA;NA;","5.3e-05","7.1e-05","0.000101","3.8e-05","3e-05","7e-05","4e-05","4e-05","3.4e-05","6.2e-05","5.6e-05","9.6e-05","7.7e-05","1.3e-05","3.5e-05","3e-06","5.1e-05","1.4e-05"
"261","Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;NA;NA;NA;","5.3e-05","3.9e-05","6.1e-05","5.9e-05","3.9e-05","0.00041","5.1e-05","4e-05","6.3e-05","4.1e-05","5.6e-05","7.5e-05","1.6e-05","5.9e-05","3.5e-05","1.3e-05","3.5e-05","1.7e-05"
"262","Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;NA;NA;NA;","5.3e-05","0.000165","5.3e-05","9e-05","4.2e-05","0.00015","0.000165","0.000324","0.000185","4.8e-05","2.8e-05","0.000114","7.2e-05","4.6e-05","0.000145","3e-06","0.000132","0.000115"
"263","Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;NA;NA;NA;","5.1e-05","2.4e-05","2.6e-05","6.7e-05","7.1e-05","4.7e-05","6.2e-05","9e-06","1.4e-05","3e-05","3.8e-05","5.4e-05","7.7e-05","9.6e-05","3e-05","2.5e-05","3.9e-05","3e-06"
"264","Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;NA;NA;NA;","4.9e-05","0.000136","0.000193","0.000102","1e-04","1.4e-05","0.000107","2.2e-05","1e-04","2.5e-05","5.9e-05","9e-05","3.4e-05","0.000218","1.9e-05","9e-06","0.000122","0.000112"
"265","Eukaryota;Basidiomycota;Agaricomycetes;Geastrales;NA;NA;NA;","4.9e-05","0.000105","2.2e-05","1.2e-05","1.2e-05","9e-06","7e-06","0","6e-06","0","3e-06","6.3e-05","0","2.5e-05","0","3e-06","0","0"
"266","Bacteria;Candidatus Eremiobacteraeota;NA;Candidatus Eremiobacterales;NA;NA;NA;","4.9e-05","5e-05","1.8e-05","2.1e-05","4.1e-05","2.8e-05","9.6e-05","0.000644","1.1e-05","9.6e-05","7.7e-05","6.3e-05","2.6e-05","1.7e-05","2.1e-05","2.8e-05","1.9e-05","9.4e-05"
"267","Eukaryota;NA;Bigyra;Thraustochytrida;NA;NA;NA;","4.9e-05","8.1e-05","0.00014","2.9e-05","6.4e-05","2.6e-05","0.00011","6e-06","1.7e-05","7e-06","1.7e-05","9e-05","1.9e-05","0.000168","3.2e-05","1.6e-05","1.9e-05","1e-05"
"268","Eukaryota;Basidiomycota;Pucciniomycetes;Pucciniales;NA;NA;NA;","4.6e-05","0.000113","0.000144","5.5e-05","8.6e-05","7e-06","1.5e-05","6e-06","2.9e-05","0.000103","0.000108","0.000144","0.00012","0.000281","2.4e-05","3e-06","0","7e-06"
"269","Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;NA;NA;NA;","4.6e-05","0.000162","0.000197","5.5e-05","9.5e-05","6.8e-05","0.000147","4.9e-05","2.6e-05","2.3e-05","5.6e-05","0.000141","1.1e-05","0.000184","8e-05","1.9e-05","4.2e-05","3.8e-05"
"270","Eukaryota;Chytridiomycota;Chytridiomycetes;Spizellomycetales;NA;NA;NA;","4.6e-05","5.2e-05","5.3e-05","6.2e-05","3.6e-05","3.5e-05","4.8e-05","3.7e-05","4e-05","1.1e-05","4.9e-05","5.7e-05","1e-05","0.000172","3.5e-05","1.6e-05","1.6e-05","7e-06"
"271","Eukaryota;Ascomycota;Dothideomycetes;Myriangiales;NA;NA;NA;","4.6e-05","6e-05","0.000105","3.3e-05","5.4e-05","3.5e-05","3.3e-05","0","4.6e-05","9e-06","2.1e-05","8.4e-05","5e-06","0.00013","5.6e-05","1.3e-05","3e-06","3e-06"
"272","Eukaryota;Basidiomycota;Microbotryomycetes;Sporidiobolales;NA;NA;NA;","4.6e-05","3.7e-05","8.3e-05","1.7e-05","4.6e-05","5.6e-05","2.6e-05","8.3e-05","2.6e-05","9e-06","2.8e-05","9.3e-05","6e-06","5.4e-05","1.6e-05","1.9e-05","1.9e-05","2.4e-05"
"273","Eukaryota;Basidiomycota;Agaricomycetes;Russulales;NA;NA;NA;","4.6e-05","6.3e-05","0.000114","3.3e-05","6.9e-05","1.9e-05","3.3e-05","2.2e-05","3.7e-05","2.1e-05","1.7e-05","5.7e-05","8e-06","5.9e-05","2.1e-05","1.6e-05","6e-06","0"
"274","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodothalassiales;NA;NA;NA;","4.6e-05","2.9e-05","3.5e-05","1.9e-05","1.2e-05","1.2e-05","4e-05","2.2e-05","6.6e-05","4.1e-05","1.4e-05","1.8e-05","2.6e-05","2.5e-05","8e-06","0","4.8e-05","2.8e-05"
"275","Eukaryota;Ascomycota;Sordariomycetes;Sordariales;NA;NA;NA;","4.4e-05","3.4e-05","3.1e-05","5.9e-05","0.00014","2.8e-05","6.6e-05","2.8e-05","3.4e-05","9e-06","4.9e-05","4.2e-05","1.8e-05","4.6e-05","2.1e-05","3e-06","2.6e-05","0"
"276","Eukaryota;Basidiomycota;Dacrymycetes;Dacrymycetales;NA;NA;NA;","4.4e-05","8.9e-05","7e-05","8.8e-05","3.2e-05","3.5e-05","0.00057","2.2e-05","0.000752","7e-06","5.6e-05","8.1e-05","6.1e-05","0.000163","6.4e-05","3e-06","0.000209","0.000608"
"277","Eukaryota;Ascomycota;Eurotiomycetes;Verrucariales;NA;NA;NA;","4.4e-05","0","4e-06","0","4.6e-05","2e-06","4e-06","3e-06","0","0","3e-06","6e-06","0","5.4e-05","3e-06","0","0","0"
"278","Eukaryota;NA;Eustigmatophyceae;Eustigmatales;NA;NA;NA;","4.4e-05","5.8e-05","9.6e-05","5e-05","5.1e-05","2.6e-05","9.9e-05","1.8e-05","2e-05","3e-05","8e-05","4.5e-05","2.2e-05","0.000126","1.6e-05","3e-06","6.7e-05","3.5e-05"
"279","Eukaryota;Ascomycota;Sordariomycetes;Glomerellales;NA;NA;NA;","4.4e-05","0.000152","7e-05","6.4e-05","9.5e-05","3.3e-05","2.9e-05","3.7e-05","1.7e-05","0.000812","4.2e-05","0.000147","0.000275","0.000218","5.9e-05","3e-06","3.2e-05","1.4e-05"
"280","Eukaryota;Rhodophyta;Florideophyceae;Gigartinales;NA;NA;NA;","4.2e-05","6.8e-05","8.3e-05","1.7e-05","4.2e-05","2.3e-05","5.5e-05","2.8e-05","1.7e-05","2.3e-05","1.4e-05","0.000117","1.8e-05","0.000105","3.8e-05","1.3e-05","6.7e-05","1.7e-05"
"281","Eukaryota;Rhodophyta;Florideophyceae;Gracilariales;NA;NA;NA;","4.2e-05","1e-04","0.000123","7.4e-05","5.8e-05","4.7e-05","5.9e-05","0.000314","2e-05","5.9e-05","3.8e-05","6.9e-05","1.6e-05","0.000113","3.8e-05","5e-05","3.2e-05","4.5e-05"
"282","Bacteria;Chloroflexi;Chloroflexia;Herpetosiphonales;NA;NA;NA;","4.2e-05","4.5e-05","0.000131","7.1e-05","1e-04","5.2e-05","3.3e-05","4.6e-05","0.000154","3.4e-05","4.5e-05","4.5e-05","7.7e-05","0.000105","4.6e-05","6e-06","5.1e-05","0.000136"
"283","Eukaryota;Ciliophora;Oligohymenophorea;Philasterida;NA;NA;NA;","4.2e-05","8.6e-05","8.3e-05","5.7e-05","6.3e-05","7e-06","0.000118","1.5e-05","2e-05","1.4e-05","3.1e-05","4.5e-05","6e-06","0.000226","3.8e-05","1.9e-05","3.9e-05","7e-06"
"284","Bacteria;Actinobacteria;Actinobacteria;Acidothermales;NA;NA;NA;","3.9e-05","4.5e-05","1.3e-05","2.1e-05","3e-06","7e-06","0","3e-06","1.1e-05","2.7e-05","2.4e-05","4.2e-05","3.2e-05","0","0","0","0","1e-05"
"285","Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;NA;NA;NA;","3.7e-05","8e-06","6.1e-05","4.3e-05","4.4e-05","5.9e-05","5.1e-05","4.9e-05","4e-05","4.3e-05","2.1e-05","5.4e-05","3.2e-05","3.8e-05","1.1e-05","3e-06","2.6e-05","2.1e-05"
"286","Eukaryota;NA;Pelagophyceae;Pelagomonadales;NA;NA;NA;","3.7e-05","0.00011","0.000144","5.2e-05","4.2e-05","6.6e-05","8.5e-05","6.2e-05","5.1e-05","1.8e-05","3.8e-05","7.2e-05","4.2e-05","0.000163","4.3e-05","6e-06","3.2e-05","6.3e-05"
"287","Eukaryota;Mucoromycota;Mortierellomycetes;Mortierellales;NA;NA;NA;","3.7e-05","0.000102","7.4e-05","5e-05","6.1e-05","4.9e-05","7.4e-05","6e-06","7.7e-05","1.1e-05","5.6e-05","6e-05","1e-05","5e-05","4.8e-05","1.6e-05","2.9e-05","9.8e-05"
