"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W20","S.W36","S.W37"
"101","Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;NA;NA;NA;","0.000935","0.001912","0.001099","0.000756","0.001046","0.000757","0.000816","0.002786","0.001046","0.000954","0.000738","0.000855","0.00058","0.000792","0.000274","0.000419","0.001221","0.000925"
"102","Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;NA;NA;NA;","0.000926","0.001255","0.000788","0.000891","0.001144","0.000483","0.000776","0.002703","0.00138","0.001725","0.000825","8e-04","0.000933","0.001395","0.000679","0.000406","0.000954","0.001212"
"103","Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;NA;NA;NA;","0.000884","0.001532","0.002715","0.001228","0.000938","0.000396","0.000684","0.00507","0.001129","0.000883","0.001381","0.001435","9e-04","0.000649","0.00055","0.000413","0.001221","0.001372"
"104","Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;NA;NA;NA;","0.000877","0.000673","0.000889","0.001195","0.001097","0.001022","0.000937","0.002697","0.001411","0.000995","0.001388","0.001216","0.00084","0.000834","0.000931","0.000563","0.000992","0.0014"
"105","Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;NA;NA;NA;","0.000817","0.000801","0.002592","0.000827","0.000501","0.000696","0.000636","0.00196","0.001286","0.001415","0.00115","0.001447","0.000475","0.000846","0.000467","0.000188","0.001188","0.001261"
"106","Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;NA;NA;NA;","0.000778","0.001228","0.000657","0.000658","0.000794","0.000295","0.000904","0.001375","0.000721","0.000593","0.000486","0.000743","0.000514","0.000854","0.000512","0.000381","0.001307","0.000821"
"107","Bacteria;Proteobacteria;Gammaproteobacteria;Orbales;NA;NA;NA;","0.000745","0.00176","0.000985","0.000848","0.000762","0.000542","0.000408","0.00078","0.000718","0.001419","0.000703","0.001041","0.000887","0.000968","0.00129","0.000275","0.001779","0.000971"
"108","Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;NA;NA;NA;","0.000699","0.000993","0.001095","0.000556","0.000606","0.000342","0.001","0.000663","0.000251","0.000427","0.000559","0.000876","0.000313","0.001319","0.000432","0.000231","0.000501","0.000272"
"109","Bacteria;Chlamydiae;Chlamydiia;Parachlamydiales;NA;NA;NA;","0.00068","0.000524","0.000381","0.000468","0.000609","0.000823","0.000419","0.003532","0.000322","0.000723","0.000458","0.000873","0.000487","0.000343","0.000247","0.000272","0.00052","0.000698"
"110","Bacteria;Planctomycetes;Planctomycetia;Pirellulales;NA;NA;NA;","0.000676","0.000888","0.001134","0.001076","0.001283","0.000935","0.000654","0.004164","0.00063","0.000899","0.000975","0.000773","0.000685","0.000574","0.000601","0.000278","0.00177","0.001159"
"111","Bacteria;Fibrobacteres;Chitinispirillia;Chitinispirillales;NA;NA;NA;","0.000634","0.000144","0.000149","0.000195","9.1e-05","0.000113","6.2e-05","5.2e-05","0.000225","0.000251","0.000252","0.000162","0.000305","0.000172","5.1e-05","2.8e-05","0.000263","0.000119"
"112","Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;NA;NA;NA;","0.000586","0.00078","0.000828","0.00076","0.000298","0.000403","0.000173","0.000638","0.000359","0.00042","0.00057","9e-04","0.00057","0.000457","0.000496","4.4e-05","0.001628","0.000915"
"113","Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;NA;NA;NA;","0.000579","0.001145","0.000477","0.000589","0.000196","0.000363","0.000496","0.000885","0.000365","0.000479","0.000514","0.000846","0.000711","0.00041","0.000268","0.000125","0.000524","0.000325"
"114","Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;NA;NA;NA;","0.000565","0.000828","0.000591","0.000637","0.000499","0.000202","0.000835","0.000447","0.000325","0.000308","0.00065","0.00049","0.000444","0.001412","0.000365","0.000144","0.000164","0.000136"
"115","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;NA;NA;NA;","0.000535","5e-04","0.000569","0.000886","0.000631","0.000994","0.000504","0.000388","0.000456","0.000472","0.000482","0.000855","0.000406","0.000503","0.000276","9.4e-05","0.000315","0.000203"
"116","Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;NA;NA;NA;","0.000523","0.000843","0.00095","0.000713","0.000613","0.00034","0.000574","0.000952","0.00057","0.000481","0.000496","0.000843","0.00043","0.000637","0.000351","0.000119","0.001041","0.000649"
"117","Archaea;Euryarchaeota;Halobacteria;Halobacteriales;NA;NA;NA;","0.000505","0.000629","8.8e-05","0.000259","0.000425","0.000206","0.00021","0.000885","0.000322","0.000173","0.000217","0.000605","0.000465","0.00036","0.000188","0.000156","0.000196","0.000499"
"118","Eukaryota;Ascomycota;Leotiomycetes;Helotiales;NA;NA;NA;","0.000498","0.002504","0.001493","0.000328","0.000879","0.000605","0.000842","0.00028","0.000339","1e-04","0.000479","0.001348","0.000347","0.003322","0.000531","0.000309","9.6e-05","0.000122"
"119","Bacteria;Aquificae;Aquificae;Desulfurobacteriales;NA;NA;NA;","0.000468","0.000406","0.000425","0.000463","0.000464","0.000253","0.000276","0.000431","0.000373","0.000192","0.000252","0.000316","0.000385","0.000402","0.000276","7.2e-05","0.000498","0.000248"
"120","Bacteria;Aquificae;Aquificae;Aquificales;NA;NA;NA;","0.000454","0.000629","0.000644","0.000625","0.000689","0.00094","0.000312","0.002213","0.000892","0.000632","0.000563","0.000623","0.000599","0.000457","0.000263","0.000325","0.00044","0.000726"
"121","Eukaryota;Euglenozoa;Kinetoplastea;Trypanosomatida;NA;NA;NA;","0.000451","0.000668","0.00067","0.000269","0.000411","0.000286","0.000335","0.000465","0.000182","0.000253","0.000406","0.000614","0.000141","0.000737","0.000249","0.000119","0.000315","0.000304"
"122","Eukaryota;Mucoromycota;Glomeromycetes;Diversisporales;NA;NA;NA;","0.000437","0.001108","0.000928","0.000109","0.00066","0.000218","0.000346","5.2e-05","0.000131","3.7e-05","0.000157","0.000972","1.8e-05","0.000595","0.000241","1.3e-05","0.000116","1.4e-05"
"123","Bacteria;Thermotogae;Thermotogae;Kosmotogales;NA;NA;NA;","0.000426","0.000752","0.000337","0.000364","0.000335","0.000427","0.000544","0.000475","0.000462","0.000573","0.000406","0.000554","0.000534","0.000318","0.000343","0.000297","0.000517","0.000255"
"124","Eukaryota;Mucoromycota;Glomeromycetes;Glomerales;NA;NA;NA;","0.000421","0.000508","0.000736","0.000463","0.000266","0.000249","0.000338","4.6e-05","9.1e-05","0.000397","0.000839","0.000515","0.000836","0.000423","0.00048","4.4e-05","0.000186","8e-05"
"125","Bacteria;Kiritimatiellaeota;Kiritimatiellae;Kiritimatiellales;NA;NA;NA;","0.000421","0.000728","0.000885","0.000539","0.000642","0.00037","0.00046","0.013511","0.000858","0.001599","0.001003","0.000686","0.000422","0.00036","0.000209","0.000619","0.000344","0.001879"
"126","Archaea;Euryarchaeota;Halobacteria;Haloferacales;NA;NA;NA;","0.000405","0.000149","0.00014","0.000102","0.00019","9.1e-05","0.000184","0.000613","0.00018","0.000128","0.000133","0.000126","0.000142","0.000247","7.5e-05","7.5e-05","0.000215","0.000182"
"127","Bacteria;NA;NA;Haloplasmatales;NA;NA;NA;","0.000377","0.000657","0.000285","0.001084","0.000193","0.002408","0.000257","0.000358","0.000262","0.001335","0.000294","0.001116","0.001045","0.000381","0.000496","0.000144","0.000206","0.000192"
"128","Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;NA;NA;NA;","0.00037","0.000283","0.000346","0.000544","0.000249","0.000556","0.000713","0.001174","0.000747","0.000306","0.000427","0.000439","0.000323","0.000369","0.000212","0.000544","0.000646","0.000492"
"129","Eukaryota;Haptista;Haptophyta;Isochrysidales;NA;NA;NA;","0.000363","0.000718","0.000701","3.3e-05","0.000438","0.000183","0.000224","3.1e-05","4.8e-05","3.2e-05","0.000101","0.000695","8e-06","0.000473","0.000161","2.8e-05","3.9e-05","3e-06"
"130","Bacteria;Calditrichaeota;Calditrichae;Calditrichales;NA;NA;NA;","0.000343","0.001058","0.000477","0.000337","0.00053","0.000345","0.000408","0.000817","0.000262","0.000265","0.000329","0.000578","0.000244","0.000561","0.000137","0.000181","0.000379","0.000154"
"131","Bacteria;Candidatus Margulisbacteria;Candidatus Termititenacia;Candidatus Termititenacales;NA;NA;NA;","0.000331","0.000175","0.000372","0.000264","0.000264","0.000173","0.000176","0.001892","0.000821","0.000392","0.000325","0.000283","0.00023","0.00023","0.000115","0.000991","0.000395","0.001219"
"132","Bacteria;Chrysiogenetes;Chrysiogenetes;Chrysiogenales;NA;NA;NA;","0.000326","0.000178","0.000328","0.000409","0.000332","0.000199","0.000754","0.001199","0.000302","0.000217","0.000441","0.000334","0.000246","0.000251","0.000333","0.000141","0.00018","0.000388"
"133","Bacteria;Planctomycetes;Planctomycetia;Isosphaerales;NA;NA;NA;","0.000326","0.000257","0.000342","0.000228","0.000352","0.000136","0.000265","0.00122","0.000821","0.00023","0.000318","0.000295","0.000302","0.000276","7.5e-05","0.000116","0.000295","0.000342"
"134","Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;NA;NA;NA;","0.000317","0.000246","0.000333","0.00028","0.000222","0.000164","0.000331","0.00082","0.000678","0.000176","0.000206","0.000247","0.000145","0.000251","0.000107","4.7e-05","0.000434","0.00036"
"135","Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;NA;NA;NA;","0.000315","0.000445","0.000504","0.000449","0.000574","0.000328","0.000294","0.00102","0.000533","0.000472","0.00028","0.000406","0.000369","0.000239","0.000472","9.1e-05","0.000302","0.000311"
"136","Bacteria;Thermodesulfobacteria;Thermodesulfobacteria;Thermodesulfobacteriales;NA;NA;NA;","0.000312","0.000458","0.000512","0.000891","0.000247","0.000352","0.000301","0.00114","0.000499","0.000221","0.000479","0.000623","0.000566","0.000323","0.000193","0.000244","0.00087","0.000653"
"137","Eukaryota;Ciliophora;Spirotrichea;Sporadotrichida;NA;NA;NA;","0.000301","0.000959","0.000906","0.000176","0.000526","0.000267","0.00039","7.7e-05","6.6e-05","6.2e-05","0.000143","8e-04","2.4e-05","0.000616","0.000268","9.1e-05","3.2e-05","2.1e-05"
"138","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfurellales;NA;NA;NA;","0.000296","0.000301","0.000206","0.000269","0.000222","0.000258","0.000147","0.000635","0.000288","0.00031","0.000276","0.000346","0.000257","0.000247","0.000397","8.4e-05","0.000241","0.000276"
"139","Bacteria;Firmicutes;Clostridia;Natranaerobiales;NA;NA;NA;","0.000292","0.000144","0.000197","0.00034","0.000188","0.000164","0.00029","0.000216","0.000436","0.000185","0.000199","0.000235","0.000276","0.00018","8e-05","0.000225","0.000273","0.000133"
"140","Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;NA;NA;NA;","0.000289","0.000482","0.00056","0.000271","0.000425","0.000176","0.000272","0.000536","0.000456","0.000132","0.000182","0.000406","0.000107","0.000771","0.000145","7.5e-05","0.000148","0.000213"
"141","Eukaryota;Evosea;Eumycetozoa;Dictyosteliales;NA;NA;NA;","0.000287","0.000411","0.00056","0.000169","0.000267","0.000108","0.000228","0.000188","0.000157","9.8e-05","0.000143","0.000385","5.3e-05","0.00067","0.000134","0.000156","8.7e-05","9.1e-05"
"142","Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;NA;NA;NA;","0.000282","0.000414","0.000407","9.7e-05","0.000254","0.000108","0.000268","5.9e-05","7.7e-05","7.8e-05","0.000105","0.000361","7.7e-05","0.000507","7.5e-05","7.2e-05","7.4e-05","7e-05"
"143","Bacteria;Proteobacteria;Oligoflexia;Bacteriovoracales;NA;NA;NA;","0.000282","0.00022","0.000241","0.000288","0.000276","0.000108","0.000151","0.00028","0.000328","0.000226","0.000206","0.000292","0.000252","0.000343","7.8e-05","3.4e-05","0.000662","0.000332"
"144","Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;NA;NA;NA;","0.000278","0.001241","0.001195","9.7e-05","0.000498","0.00027","0.000474","0.000102","0.000105","4.8e-05","0.000175","0.001011","3.5e-05","0.000934","0.00041","6.9e-05","5.1e-05","4.9e-05"
"145","Eukaryota;Apicomplexa;Conoidasida;Eucoccidiorida;NA;NA;NA;","0.000278","0.000469","0.000836","0.000114","0.000399","0.000155","0.000294","0.000265","0.000103","0.000274","0.000108","0.000409","9.4e-05","0.000653","0.000115","4.4e-05","0.000103","0.000168"
"146","Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;NA;NA;NA;","0.000275","0.000107","0.000118","0.000135","0.000102","7.5e-05","0.000254","0.000188","0.000111","6.8e-05","0.000259","0.000196","0.000101","0.000151","9.1e-05","2.5e-05","0.000183","4.5e-05"
"147","Bacteria;Armatimonadetes;Armatimonadia;Capsulimonadales;NA;NA;NA;","0.000271","8.1e-05","5.3e-05","0.000145","9e-05","6.8e-05","2.2e-05","0.000148","0.000168","3.7e-05","9.8e-05","5.1e-05","8.8e-05","0.000276","5.9e-05","3e-06","5.8e-05","5.2e-05"
"148","Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;NA;NA;NA;","0.000266","0.000393","0.000596","0.000216","0.000279","0.000176","0.000221","0.000807","0.000205","0.000153","0.000304","0.000427","5.8e-05","0.000431","0.000121","7.2e-05","0.000119","0.000154"
"149","Eukaryota;Chytridiomycota;Chytridiomycetes;Synchytriales;NA;NA;NA;","0.000259","0.000199","0.000105","4.8e-05","6.6e-05","4e-05","6.2e-05","0.000302","4e-05","5e-05","3.5e-05","8.4e-05","9.7e-05","0.000256","3.8e-05","4.1e-05","6e-06","3.5e-05"
"150","Archaea;Euryarchaeota;Methanococci;Methanococcales;NA;NA;NA;","0.000252","0.000147","0.000223","0.000154","0.000129","0.000155","0.000173","0.000663","0.000114","0.000219","0.000395","0.000223","0.000184","0.000427","0.000225","6.3e-05","0.000199","0.000108"
"151","Eukaryota;Apicomplexa;Conoidasida;Eugregarinorida;NA;NA;NA;","0.000252","0.000134","0.000162","0.000378","9.8e-05","2.1e-05","4.8e-05","2.2e-05","2.3e-05","0.000192","0.000451","0.00059","0.000101","0.000302","0.000432","6e-06","0.000707","0.000223"
"152","Bacteria;Elusimicrobia;Endomicrobia;Endomicrobiales;NA;NA;NA;","0.000252","0.000519","0.000346","0.000421","0.000372","0.000164","8.5e-05","4.9e-05","0.00012","0.000256","0.000157","0.000536","0.000227","0.00018","7.5e-05","2.2e-05","0.000173","0.000157"
"153","Bacteria;Actinobacteria;Actinobacteria;Frankiales;NA;NA;NA;","0.000248","0.000183","0.000184","0.000266","0.000284","0.000218","0.000158","0.001026","0.000299","0.000527","0.00029","0.000298","0.000377","0.000201","0.000209","0.000134","0.000202","0.000297"
"154","Bacteria;Cyanobacteria;NA;Pleurocapsales;NA;NA;NA;","0.000245","0.000139","0.000201","0.000157","0.000242","0.000115","0.000279","0.000299","0.000137","0.000157","0.000164","0.00025","0.000211","0.000155","9.4e-05","0.000131","0.000141","0.000115"
"155","Bacteria;Proteobacteria;Hydrogenophilalia;Hydrogenophilales;NA;NA;NA;","0.000241","0.000445","0.000315","0.000266","0.000388","0.000202","0.000743","0.001088","0.000807","0.000465","0.000245","0.000217","0.000195","0.000138","0.000198","0.000688","0.000829","0.000531"
"156","Eukaryota;Fornicata;NA;Diplomonadida;NA;NA;NA;","0.000236","0.000982","0.000477","0.008076","0.000205","0.001972","0.024625","0.000321","0.000328","0.001816","0.000402","0.002221","0.000121","0.00054","0.000225","0.000194","0.008704","0.000196"
"157","Eukaryota;NA;Oomycota;Saprolegniales;NA;NA;NA;","0.000231","0.000233","0.000473","0.000188","0.000349","0.000131","0.000287","0.000308","0.000125","9.6e-05","9.1e-05","0.000439","0.000182","0.000369","0.000145","7.2e-05","9e-05","9.4e-05"
"158","Bacteria;Candidatus Cryosericota;Candidatus Cryosericia;Candidatus Cryosericales;NA;NA;NA;","0.000227","0.000296","0.00014","0.000266","0.000217","0.000244","0.000217","0.000179","0.00045","0.000144","0.000161","0.000283","0.000243","0.000168","0.000185","5.6e-05","0.000161","0.000398"
"159","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;NA;NA;NA;","0.000222","0.000293","0.000416","0.000335","0.000457","0.000363","0.000239","0.000958","0.000559","0.000269","0.000234","0.000352","0.000262","0.000264","0.000308","0.000225","0.00017","3e-04"
"160","Bacteria;Armatimonadetes;Chthonomonadetes;Chthonomonadales;NA;NA;NA;","0.00022","6.5e-05","0.000105","0.000219","4.9e-05","6.1e-05","0.00032","0.000783","0.000587","0.000262","0.000346","3e-05","0.000147","5.9e-05","4e-05","0.000409","0.000318","0.000262"
"161","Archaea;Euryarchaeota;Thermococci;Thermococcales;NA;NA;NA;","0.000218","0.000581","0.000193","0.00015","6.1e-05","0.000164","0.000121","8.3e-05","7.7e-05","8e-05","0.000164","0.000256","0.000121","0.000109","0.000279","9e-06","4.5e-05","8.7e-05"
"162","Bacteria;Actinobacteria;Actinobacteria;Candidatus Actinomarinales;NA;NA;NA;","0.000218","3.9e-05","4e-06","3.6e-05","2.2e-05","3e-05","0","0.000435","5.1e-05","5.5e-05","2.8e-05","6e-06","1.8e-05","0.000168","4.8e-05","2.2e-05","6e-06","5.9e-05"
"163","Bacteria;Candidatus Fermentibacteria;Candidatus Fermentibacteria (class);Candidatus Fermentibacterales;NA;NA;NA;","0.000218","3.4e-05","0.000201","1.7e-05","5.2e-05","1.2e-05","2.9e-05","0.000801","4.3e-05","7.8e-05","6.3e-05","4.2e-05","5.1e-05","0.000147","3e-05","7.2e-05","3.2e-05","0.00014"
"164","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;NA;","0.000213","0.000288","0.000346","0.000349","0.000711","0.000227","0.000162","0.000219","8.6e-05","0.00016","0.000203","0.000238","0.000123","0.000147","0.000105","2.5e-05","0.000135","7.7e-05"
"165","Bacteria;Planctomycetes;Planctomycetia;Gemmatales;NA;NA;NA;","0.000201","0.00022","0.000149","0.000185","0.000144","0.000157","0.000129","0.000364","0.000966","0.000285","0.000213","0.000268","0.000157","0.000134","0.000182","0.000228","0.000196","0.000234"
"166","Eukaryota;Apicomplexa;Aconoidasida;Piroplasmida;NA;NA;NA;","0.000199","5e-04","0.000582","5.7e-05","3e-04","0.000129","0.000173","3.4e-05","3.7e-05","4.6e-05","9.1e-05","0.000316","1.6e-05","0.000469","0.000148","5e-05","3.5e-05","2.1e-05"
"167","Eukaryota;NA;Bigyra;Opalinata;NA;NA;NA;","0.000192","0.000435","0.000596","0.000107","0.000313","0.000171","0.000228","0.000129","7.7e-05","6.4e-05","0.000171","0.000331","1.8e-05","0.000364","0.000174","4.4e-05","9.3e-05","3.5e-05"
"168","Bacteria;Lentisphaerae;Lentisphaeria;Lentisphaerales;NA;NA;NA;","0.00019","0.000403","0.000188","0.000216","0.000171","0.000309","0.00068","0.006749","0.00018","0.000669","0.000528","0.000114","0.000179","0.000172","0.000169","0.000344","0.000238","0.001215"
"169","Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;NA;NA;NA;","0.00019","8.9e-05","0.000346","0.000159","1e-04","7.7e-05","9.2e-05","0.000456","0.000134","0.000146","0.000189","0.00015","7.7e-05","0.000197","0.000161","2.5e-05","0.000401","3e-04"
"170","Bacteria;Planctomycetes;Phycisphaerae;Sedimentisphaerales;NA;NA;NA;","0.000185","0.000414","0.000644","0.00028","0.000359","0.000279","0.00018","0.003051","0.000342","0.000525","0.000416","0.000126","0.000351","0.000226","0.000142","0.000641","0.000257","0.000555"
"171","Bacteria;Proteobacteria;Acidithiobacillia;Acidithiobacillales;NA;NA;NA;","0.000183","0.00016","0.000359","0.000347","0.000159","9.6e-05","0.000467","0.00102","0.000359","0.000169","0.000455","0.000322","0.000182","0.000138","0.000142","0.000306","0.000389","0.000677"
"172","Bacteria;Proteobacteria;Alphaproteobacteria;Magnetococcales;NA;NA;NA;","0.000183","0.000249","0.000232","0.000273","0.000193","0.000155","0.000279","0.000545","0.000428","0.000294","0.000238","0.000277","0.00015","0.000268","0.000174","5.9e-05","0.000482","0.00067"
"173","Bacteria;Proteobacteria;Zetaproteobacteria;Mariprofundales;NA;NA;NA;","0.000181","0.000199","0.000193","0.000181","0.00013","0.000105","0.000147","4.6e-05","0.000131","0.000121","0.000133","0.000156","8.8e-05","0.000105","9.4e-05","4.4e-05","0.000222","0.000122"
"174","Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;NA;NA;NA;","0.000176","0.000293","0.000293","0.000195","0.000239","9.4e-05","0.000121","7.1e-05","4.6e-05","0.000107","0.000105","0.000367","7.5e-05","0.000364","0.000215","2.2e-05","9e-05","4.5e-05"
"175","Bacteria;Actinobacteria;Actinobacteria;Glycomycetales;NA;NA;NA;","0.000176","0.000168","0.000123","0.000235","0.000325","8.4e-05","0.00018","0.00041","0.000125","9.4e-05","0.000126","0.000355","0.000168","0.000348","6.7e-05","1.6e-05","0.000125","0.000129"
"176","Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;NA;NA;NA;","0.000174","0.000246","0.000162","0.000342","0.000124","0.000253","0.000151","0.000228","0.000234","8.2e-05","0.00015","0.000304","0.000197","0.000377","0.000233","4.7e-05","0.000273","0.00014"
"177","Archaea;Euryarchaeota;Methanomicrobia;Methanocellales;NA;NA;NA;","0.000174","0.00016","8.8e-05","0.000126","6.1e-05","5.9e-05","0.000114","9.2e-05","8e-05","0.000167","0.000192","0.000111","9.4e-05","2.9e-05","8e-05","6e-06","2.9e-05","1.7e-05"
"178","Bacteria;Rhodothermaeota;Rhodothermia;Rhodothermales;NA;NA;NA;","0.000171","0.000175","0.000171","0.000542","0.000144","0.000117","9.2e-05","0.000191","0.000237","0.000116","0.000318","0.000175","0.000265","0.000239","0.000102","9e-06","0.000392","0.000339"
"179","Bacteria;Dictyoglomi;Dictyoglomia;Dictyoglomales;NA;NA;NA;","0.000169","0.000228","9.6e-05","0.000235","0.000185","0.000256","0.00032","0.000102","0.000282","0.000308","0.000154","0.000502","0.000292","0.000239","9.1e-05","3.4e-05","0.000196","0.00014"
"180","Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;NA;NA;NA;","0.000167","0.00027","0.000127","0.000392","0.00014","0.000239","0.000287","0.000407","0.000459","0.000112","0.000238","0.000199","0.000276","0.00026","8.3e-05","5.3e-05","0.000369","0.000262"
"181","Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;NA;NA;NA;","0.000164","0.000335","0.000232","0.000192","0.000322","0.000113","0.000114","0.000398","9.4e-05","0.000107","8.4e-05","0.000289","0.000201","0.000377","0.000249","2.8e-05","0.000189","8.4e-05"
"182","Bacteria;Bacteroidetes;NA;Bacteroidetes Order II. Incertae sedis;NA;NA;NA;","0.00016","0.000259","0.000171","0.000354","0.000279","0.000131","0.00021","0.000388","0.000385","0.000486","0.000336","0.000165","0.000292","0.000289","0.000198","0.000416","0.000279","0.000416"
"183","Bacteria;Actinobacteria;Actinobacteria;Geodermatophilales;NA;NA;NA;","0.000157","0.000134","0.000285","0.000252","0.000212","0.000206","0.000132","0.000327","0.000219","0.000228","0.000234","0.000135","0.000147","0.000109","0.000392","5e-05","0.000241","0.000115"
"184","Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales;NA;NA;NA;","0.00015","8.6e-05","0.000731","0.000223","3.9e-05","3e-05","7.4e-05","0.000203","5.1e-05","5.9e-05","0.00014","3.6e-05","6.4e-05","1.3e-05","1.1e-05","1.6e-05","8.4e-05","5.9e-05"
"185","Eukaryota;NA;Dinophyceae;Suessiales;NA;NA;NA;","0.000143","0.000348","0.00014","0.000159","4.9e-05","5.9e-05","9.9e-05","5.5e-05","4e-05","1.4e-05","5.6e-05","0.000232","1.8e-05","0.000147","9.9e-05","0","3.9e-05","2.4e-05"
"186","Eukaryota;Discosea;NA;Longamoebia;NA;NA;NA;","0.000143","0.000194","0.000158","6.7e-05","0.000154","6.6e-05","8.5e-05","8.6e-05","3.1e-05","2e-06","6.6e-05","0.000144","1.6e-05","0.000339","5.9e-05","2.2e-05","5.5e-05","3.8e-05"
"187","Bacteria;Proteobacteria;Epsilonproteobacteria;Nautiliales;NA;NA;NA;","0.000141","0.000157","0.000363","0.000316","7.6e-05","0.000171","7.4e-05","0.000542","0.000134","0.000123","0.000168","0.000223","0.000126","0.000176","0.00019","0.000106","0.000331","0.000223"
"188","Bacteria;Chloroflexi;Caldilineae;Caldilineales;NA;NA;NA;","0.000141","7.3e-05","0.000109","0.000316","6.3e-05","0.000115","0.000224","5.5e-05","1e-04","0.000203","0.000136","0.000117","0.000142","0.00013","5.9e-05","2.5e-05","9.6e-05","2.4e-05"
"189","Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;NA;NA;","0.000139","0.000194","0.000158","0.000147","0.000159","4.2e-05","0.000125","0.000527","0.000103","7.3e-05","0.000189","0.000178","0.000105","0.000113","6.7e-05","3.4e-05","0.00045","0.000272"
"190","Eukaryota;Rhodophyta;Bangiophyceae;Cyanidiales;NA;NA;NA;","0.000137","0.000304","0.000482","7.6e-05","0.000168","0.000117","0.000195","0.000194","3.4e-05","0.000548","0.000105","0.000292","0.000225","0.000423","0.000113","4.1e-05","3.5e-05","5.6e-05"
"191","Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales;NA;NA;NA;","0.000137","0.000168","0.000166","2e-04","0.000178","0.000101","0.000121","0.000361","0.000322","0.000144","0.00022","0.000217","0.000228","0.000343","0.000115","4.4e-05","0.000106","0.000342"
"192","Eukaryota;NA;Choanoflagellata;Craspedida;NA;NA;NA;","0.000137","0.000401","0.000429","0.000278","0.000225","6.3e-05","0.000206","0.000105","6e-05","6.8e-05","0.000178","0.000292","2.9e-05","0.000515","0.000105","4.7e-05","8.7e-05","3.5e-05"
"193","Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;NA;NA;NA;","0.000132","0.000139","0.000276","0.000304","0.000159","0.000101","0.000118","0.000539","0.000217","0.000208","0.000199","0.00022","0.000125","0.00026","0.000215","4.7e-05","0.000373","0.000384"
"194","Eukaryota;Zoopagomycota;Basidiobolomycetes;Basidiobolales;NA;NA;NA;","0.000132","0.000204","0.000184","7e-06","2.5e-05","5.9e-05","5.5e-05","7.7e-05","1.1e-05","2.3e-05","2.4e-05","9.6e-05","1.6e-05","0.000109","2.4e-05","1.3e-05","3e-06","1.7e-05"
"195","Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;NA;NA;NA;","0.000132","0.000141","0.000276","0.000252","0.000227","0.00011","0.000136","0.000505","0.000208","9.6e-05","0.000231","0.000253","0.000102","0.000197","0.000142","7.2e-05","0.000177","0.000161"
"196","Bacteria;Actinobacteria;Actinobacteria;Nakamurellales;NA;NA;NA;","0.00013","7.9e-05","5.3e-05","3.8e-05","0.000112","0.000814","7e-05","6.2e-05","4.8e-05","3.7e-05","4.2e-05","8.7e-05","2.6e-05","9.2e-05","2.1e-05","1.6e-05","7.7e-05","2.4e-05"
"197","Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;NA;NA;NA;","0.000127","0.000126","0.000241","0.000171","7.1e-05","0.00012","0.000261","7.7e-05","0.00053","0.000103","0.000154","0.00015","0.000166","0.000176","7.2e-05","6.3e-05","0.000218","0.000203"
"198","Archaea;Euryarchaeota;Candidatus Poseidoniia;Candidatus Poseidoniales;NA;NA;NA;","0.000125","6.5e-05","7.9e-05","4.8e-05","7.6e-05","5.6e-05","9.2e-05","7.7e-05","0.000222","4.1e-05","0.000147","3.9e-05","9.4e-05","0.000113","0.000182","4.7e-05","4.2e-05","0.000227"
