"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W20","S.W36","S.W37"
"825","Eukaryota;Basidiomycota;Exobasidiomycetes;Georgefischeriales;Tilletiariaceae;NA;NA;","2e-06","0","0","2e-06","0","0","1.1e-05","0","0","2e-06","0","3e-06","2e-06","4e-06","0","0","1.3e-05","0"
"826","Eukaryota;Basidiomycota;Exobasidiomycetes;Exobasidiales;Cryptobasidiaceae;NA;NA;","2e-06","2.1e-05","3.9e-05","2e-06","1.5e-05","1.2e-05","2.2e-05","3e-06","3e-06","0","3e-06","2.1e-05","2e-06","5e-05","1.1e-05","3e-06","3e-06","0"
"827","Eukaryota;Ascomycota;Dothideomycetes;Dothideales;Dothioraceae;NA;NA;","2e-06","0","0","0","0","0","0","0","0","0","0","3e-06","0","0","0","0","0","3e-06"
"828","Eukaryota;Foraminifera;NA;Rotaliida;Rotaliidae;NA;NA;","2e-06","0","0","0","0","2e-06","0","0","3e-06","0","0","3e-06","0","0","0","0","0","0"
"829","Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Coniophoraceae;NA;NA;","2e-06","0","9e-06","0","0","0","1.1e-05","0","0","0","0","0","3e-06","1.3e-05","3e-06","3e-06","0","0"
"830","Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Steccherinaceae;NA;NA;","2e-06","0","4e-06","0","2e-06","0","1.8e-05","0","3e-06","0","3e-06","0","2e-06","3.4e-05","3e-06","3e-06","6e-06","0"
"831","Eukaryota;NA;Dinophyceae;Syndiniales;Syndiniaceae;NA;NA;","2e-06","3e-06","0","0","1e-05","0","0","0","0","0","0","3e-06","0","0","0","0","0","0"
"833","Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Rutstroemiaceae;NA;NA;","2e-06","3e-06","0","2e-06","3e-06","1.2e-05","0","0","0","0","3e-06","6e-06","8e-06","1.3e-05","1.3e-05","0","0","0"
"834","Eukaryota;Parabasalia;NA;Tritrichomonadida;Monocercomonadidae;NA;NA;","2e-06","8e-06","2.2e-05","1e-05","0","0","0","0","0","5e-06","2.4e-05","0","3e-06","8e-06","3e-06","0","0","0"
"836","Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Piedraiaceae;NA;NA;","2e-06","0","9e-06","1e-05","2e-06","5e-06","2.6e-05","0","3e-06","0","0","3e-06","0","1.3e-05","0","0","1.6e-05","0"
"837","Eukaryota;Ascomycota;Dothideomycetes;Acrospermales;Acrospermaceae;NA;NA;","2e-06","3e-06","0","7e-06","0","2e-06","1.5e-05","3e-06","0","2e-06","0","3e-06","8e-06","0","0","0","0","0"
"839","Eukaryota;Microsporidia;NA;NA;Ordosporidae;NA;NA;","2e-06","5e-06","0","7e-06","5e-06","5e-06","1.8e-05","0","0","2e-06","0","6e-06","0","0","0","0","1.6e-05","0"
"840","Eukaryota;Evosea;NA;Mastigamoebida;Mastigamoebidae;NA;NA;","2e-06","8e-06","0","5e-06","0","0","4e-06","9e-06","3e-06","0","7e-06","0","3e-06","0","0","0","6e-06","3e-06"
"842","Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Leotiaceae;NA;NA;","2e-06","0","4e-06","1.4e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","3e-06"
"843","Eukaryota;Fornicata;NA;NA;Retortamonadidae;NA;NA;","2e-06","5e-06","0","4e-05","3e-06","9e-06","0.000162","0","0","2.3e-05","3e-06","1.2e-05","0","2.5e-05","3e-06","0","7.4e-05","0"
"844","Archaea;Thaumarchaeota;NA;Cenarchaeales;Cenarchaeaceae;NA;NA;","2e-06","1.8e-05","3.9e-05","5e-06","3e-06","0","1.1e-05","3e-06","3e-06","0","1e-05","3e-06","2e-06","0","3e-06","9e-06","6e-06","1.7e-05"
"845","Eukaryota;Bacillariophyta;Mediophyceae;Triceratiales;Triceratiaceae;NA;NA;","2e-06","1e-05","8.8e-05","2e-06","0","0","4.4e-05","0","0","0","0","0","0","0","0","3e-06","0","0"
"849","Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Phanerochaetaceae;NA;NA;","2e-06","1.3e-05","3.9e-05","1.2e-05","2.7e-05","7e-06","0","0","0","2e-06","7e-06","0","0","2.9e-05","3e-06","3e-06","0","3e-06"
"850","Eukaryota;Haptista;Haptophyta;Isochrysidales;Isochrysidaceae;NA;NA;","2e-06","0","0","0","0","0","0","0","0","0","0","6e-06","2e-06","0","0","3e-06","0","0"
"851","Eukaryota;Haptista;Haptophyta;Pavlovales;Pavlovaceae;NA;NA;","2e-06","0","0","1.4e-05","1e-05","0","2.6e-05","3e-06","0","0","0","3e-06","2e-06","2.5e-05","0","0","1.9e-05","1.4e-05"
"852","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Dothidotthiaceae;NA;NA;","2e-06","8e-06","0","1.9e-05","3e-06","0","1.1e-05","0","3e-06","2e-06","0","3e-06","6e-06","1.3e-05","0","0","1e-05","2.8e-05"
"853","Eukaryota;NA;Raphidophyceae;Chattonellales;Chattonellaceae;NA;NA;","2e-06","0","0","0","0","0","0","0","0","0","3e-06","0","0","4e-06","0","0","0","0"
"854","Eukaryota;Basidiomycota;Agaricomycetes;Jaapiales;Jaapiaceae;NA;NA;","2e-06","3e-06","9e-06","7e-06","7e-06","5e-06","0","0","3e-06","0","1e-05","0","0","4e-06","1.3e-05","0","3e-06","0"
"855","Eukaryota;NA;Bolidophyceae;Parmales;Triparmaceae;NA;NA;","2e-06","0","4e-06","0","2e-06","0","0","3e-06","0","0","0","6e-06","2e-06","0","0","0","0","0"
"856","Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Dissoconiaceae;NA;NA;","2e-06","3e-06","0","0","0","5e-06","0","0","0","0","0","0","0","8e-06","0","0","0","0"
"857","Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Lyophyllaceae;NA;NA;","2e-06","0","4e-06","1e-05","0","5e-06","3.3e-05","0","3e-06","0","3e-06","9e-06","2e-06","1.7e-05","0","0","1e-05","0"
"858","Eukaryota;NA;Polycystinea;Nassellaria;Plagiacanthidae;NA;NA;","2e-06","6.3e-05","2.6e-05","1.2e-05","2e-06","2e-06","7e-06","0","6e-06","0","0","2.7e-05","0","3.4e-05","1.6e-05","0","0","0"
"859","Eukaryota;Ascomycota;Dothideomycetes;Venturiales;Sympoventuriaceae;NA;NA;","2e-06","5e-06","0","0","3e-06","0","0","0","0","2e-06","3e-06","6e-06","2e-06","4e-06","0","0","0","0"
"860","Eukaryota;Evosea;Eumycetozoa;Physariida;Physaraceae;NA;NA;","2e-06","1.6e-05","4e-06","0","3e-06","2e-06","4e-06","0","3e-06","2e-06","0","1.8e-05","0","8e-06","3e-06","0","0","0"
"861","Eukaryota;Evosea;Eumycetozoa;Physariida;Didymiaceae;NA;NA;","2e-06","3e-06","4e-06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"862","Eukaryota;Euglenozoa;Euglenida;Euglenales;Phacaceae;NA;NA;","2e-06","1.3e-05","0","7e-06","0","5e-06","0","0","0","0","0","0","6e-06","0","3.5e-05","0","3e-06","3e-06"
"863","Eukaryota;Ascomycota;Xylonomycetes;Xylonales;Xylonaceae;NA;NA;","2e-06","8e-06","2.6e-05","5e-06","1e-05","0","4e-06","0","0","0","3e-06","1.8e-05","0","2.1e-05","5e-06","0","0","0"
"864","Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Stephanodiscaceae;NA;NA;","2e-06","0","0","0","0","0","4e-06","0","0","0","0","0","0","0","0","0","3e-06","0"
"865","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Lophiotremataceae;NA;NA;","2e-06","5e-06","1.8e-05","0","7e-06","0","0","0","0","0","7e-06","9e-06","0","4e-06","0","0","6e-06","0"
"867","Eukaryota;Ascomycota;Sordariomycetes;Xylariales;Pseudomassariaceae;NA;NA;","2e-06","0","4e-06","5e-06","0","0","0","6e-06","0","0","7e-06","0","2e-06","4e-06","0","0","0","0"
"868","Archaea;Nanoarchaeota;NA;Nanoarchaeales;Nanopusillaceae;NA;NA;","2e-06","0","0","0","2e-06","0","7e-06","0","0","0","0","0","3e-06","0","3e-06","0","0","3e-06"
"869","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Periconiaceae;NA;NA;","2e-06","8e-06","0","3.3e-05","1.2e-05","5e-06","0","0","0","0","0","3e-06","0","0","3e-06","0","0","3e-06"
"870","Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cuniculitremaceae;NA;NA;","2e-06","3e-06","0","1e-05","3e-06","0","0","0","0","0","0","3e-06","2e-06","0","0","3e-06","3e-06","0"
"871","Archaea;Candidatus Verstraetearchaeota;Candidatus Methanomethylia;Candidatus Methanomethyliales;Candidatus Methanomethyliaceae;NA;NA;","2e-06","3e-06","0","0","3e-06","0","0","0","0","0","3e-06","0","2e-06","0","0","0","0","0"
"872","Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;NA;NA;","2e-06","1.6e-05","2.2e-05","5e-06","5e-06","0","4e-06","0","0","0","0","1.2e-05","5e-06","1.3e-05","5e-06","0","0","0"
"873","Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Koliellaceae;NA;NA;","2e-06","0","9e-06","5e-06","3e-06","2e-06","0","0","0","9e-06","0","6e-06","0","0","0","3e-06","0","0"
"874","Eukaryota;Chlorophyta;Palmophyllophyceae;Palmophyllales;Palmophyllaceae;NA;NA;","2e-06","0","0","7e-06","0","0","0","0","3e-06","1.4e-05","0","3e-06","0","0","0","0","3e-06","0"
"876","Eukaryota;Euglenozoa;Euglenida;Petalomonadida;Scytomonadidae;NA;NA;","2e-06","3e-06","0","0","0","0","0","0","0","0","0","3e-06","0","4e-06","3e-06","0","0","0"
"877","Eukaryota;Euglenozoa;NA;Diplonemea;Diplonemidae;NA;NA;","2e-06","1.3e-05","9e-06","0","1.2e-05","7e-06","0","3e-06","0","0","0","9e-06","0","4e-06","1.1e-05","0","0","0"
"878","Bacteria;Chloroflexi;Tepidiformia;Tepidiformales;Tepidiformaceae;NA;NA;","2e-06","3e-06","3.1e-05","2.9e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","7e-06"
"879","Eukaryota;Chlorophyta;Chlorophyceae;Oedogoniales;Oedogoniaceae;NA;NA;","2e-06","0","4e-06","0","2e-06","5e-06","7e-06","6e-06","6e-06","0","0","6e-06","3e-06","8e-06","5e-06","0","1e-05","2.1e-05"
"880","Eukaryota;Chlorophyta;Picocystophyceae;Picocystales;Picocystaceae;NA;NA;","2e-06","3e-06","0","0","2e-06","0","0","0","0","2e-06","3e-06","3e-06","2e-06","0","0","0","0","0"
"881","Viruses","0.006613","0.00637","0.008223","0.003626","0.003303","0.004372","0.004974","0.009609","0.002192","0.008031","0.00622","0.007709","0.009947","0.008578","0.00258","0.001738","0.007538","0.002074"
"884","Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;NA;NA;","0","3.1e-05","0","7e-06","2e-06","2e-06","2.2e-05","6e-06","0","1.1e-05","7e-06","0","0","0","3e-06","9e-06","3e-06","0"
"885","Eukaryota;Microsporidia;NA;NA;Burenellidae;NA;NA;","0","2.6e-05","1.8e-05","0","3e-06","5e-06","1.1e-05","0","0","0","3e-06","1.2e-05","0","8e-06","1.1e-05","0","0","0"
"886","Eukaryota;Microsporidia;NA;NA;Pleistophoridae;NA;NA;","0","2.6e-05","3.1e-05","7e-06","1.2e-05","1.2e-05","1.1e-05","3e-06","0","0","0","2.1e-05","0","4e-06","3e-06","0","0","0"
"887","Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Rhizopogonaceae;NA;NA;","0","2.1e-05","4e-06","0","0","5e-06","0","0","0","0","7e-06","1.8e-05","0","8e-06","1.1e-05","0","3e-06","0"
"888","Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniales;Lomentariaceae;NA;NA;","0","1.8e-05","1.3e-05","2e-06","8e-06","2e-06","4e-06","3e-06","0","0","1.4e-05","2.4e-05","0","2.5e-05","0","0","0","3e-06"
"889","Eukaryota;Basidiomycota;Agaricomycetes;Auriculariales;Exidiaceae;NA;NA;","0","1.6e-05","3.1e-05","1e-05","5e-06","9e-06","2.6e-05","0","1.7e-05","2e-06","0","1.8e-05","2e-06","8e-06","3e-06","3e-06","3e-06","0"
"891","Eukaryota;NA;Cryptophyceae;Pyrenomonadales;Pyrenomonadaceae;NA;NA;","0","1.6e-05","0","3.8e-05","0","0","3.3e-05","0","1.4e-05","0","0","3e-06","1e-05","8e-06","0","0","1.9e-05","1.4e-05"
"892","Eukaryota;Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;NA;NA;","0","1.6e-05","0","0","5e-06","0","0","0","0","0","0","6e-06","0","0","0","0","3e-06","0"
"893","Eukaryota;NA;Dinophyceae;Gonyaulacales;Crypthecodiniaceae;NA;NA;","0","1.3e-05","9e-06","0","5e-06","0","7e-06","0","0","0","0","2.1e-05","0","4e-06","0","0","0","0"
"894","Eukaryota;NA;Dinophyceae;Gymnodiniales;Kareniaceae;NA;NA;","0","1.3e-05","1.8e-05","0","3e-06","5e-06","7e-06","0","3e-06","0","0","6e-06","2e-06","1.7e-05","5e-06","0","0","0"
"895","Eukaryota;Basidiomycota;Microbotryomycetes;Leucosporidiales;Leucosporidiaceae;NA;NA;","0","1.3e-05","9e-06","1.4e-05","1.5e-05","5e-06","5.5e-05","3e-06","4e-05","0","0","6e-06","2e-06","0","0","0","6e-06","0"
"896","Eukaryota;Ascomycota;Dothideomycetes;Venturiales;Venturiaceae;NA;NA;","0","1e-05","0","0","2e-06","5e-06","7e-06","3e-06","1.4e-05","0","3e-06","3e-06","5e-06","0","0","0","0","3e-06"
"897","Eukaryota;Imbricatea;NA;Thaumatomonadida;Thaumatomastigidae;NA;NA;","0","1e-05","0","0","7e-06","0","0","3e-06","0","0","0","0","2e-06","0","0","0","0","0"
"898","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Delitschiaceae;NA;NA;","0","1e-05","4e-06","2e-06","2e-06","0","0","0","0","5e-06","0","6e-06","0","0","0","0","3e-06","0"
"899","Eukaryota;Rhodophyta;Florideophyceae;Nemaliales;Scinaiaceae;NA;NA;","0","1e-05","0","0","0","5e-06","0","0","0","0","0","1.5e-05","0","0","5e-06","0","0","0"
"900","Eukaryota;Preaxostyla;NA;Oxymonadida;Saccinobaculidae;NA;NA;","0","1e-05","4e-06","0","5.2e-05","7e-06","0","0","0","0","0","1.2e-05","0","0","8e-06","0","0","0"
"901","Eukaryota;NA;Synurophyceae;Synurales;Mallomonadaceae;NA;NA;","0","8e-06","0","5e-06","0","0","0","0","0","0","3e-06","0","2e-06","4e-06","0","0","0","7e-06"
"902","Archaea;Crenarchaeota;Thermoprotei;Fervidicoccales;Fervidicoccaceae;NA;NA;","0","8e-06","1.8e-05","1.7e-05","7e-06","5e-06","0","0","6e-06","0","3.1e-05","9e-06","6e-06","4e-06","0","0","0","3e-06"
"903","Bacteria;NA;Candidatus Babeliae;Candidatus Babeliales;Candidatus Babeliaceae;NA;NA;","0","8e-06","0","2e-06","2e-06","0","0","0","0","2e-06","3e-06","3e-06","0","0","0","0","6e-06","3e-06"
"904","Eukaryota;Chlorophyta;Chlorophyceae;Chaetophorales;Schizomeridaceae;NA;NA;","0","5e-06","0","0","2e-06","0","0","0","0","0","0","3e-06","0","0","0","0","0","0"
"906","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Jonesiaceae;NA;NA;","0","5e-06","9e-06","0","5e-06","9e-06","4e-06","0","3e-06","1.6e-05","0","1.5e-05","8e-06","8e-06","8e-06","0","3e-06","3e-06"
"907","Eukaryota;NA;NA;NA;Malawimonadidae;NA;NA;","0","5e-06","0","0","0","2e-06","0","0","0","2e-06","0","0","0","0","0","0","0","0"
"908","Eukaryota;Ciliophora;Litostomatea;Haptorida;Didiniidae;NA;NA;","0","5e-06","4e-06","0","3e-06","0","0","0","0","0","0","3e-06","0","0","3e-06","0","0","0"
"909","Eukaryota;Ciliophora;Spirotrichea;Urostylida;Pseudokeronopsidae;NA;NA;","0","5e-06","0","0","3e-06","0","0","0","0","2e-06","0","6e-06","0","0","0","0","0","0"
"911","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Lindgomycetaceae;NA;NA;","0","5e-06","0","0","3e-06","0","0","2.8e-05","0","0","0","6e-06","8e-06","0","8e-06","0","3e-06","0"
"912","Eukaryota;Chytridiomycota;Chytridiomycetes;Spizellomycetales;Powellomycetaceae;NA;NA;","0","5e-06","0","2e-06","2e-06","2e-06","0","0","1.1e-05","5e-06","2.1e-05","6e-06","2e-06","1.3e-05","0","3e-06","0","0"
"913","Eukaryota;Preaxostyla;NA;NA;Trimastigidae;NA;NA;","0","5e-06","0","0","3e-06","2e-06","0","0","0","0","0","0","0","2.1e-05","0","0","0","0"
"914","Eukaryota;Chlorophyta;Chlorophyceae;Chlorosarcinales;Chlorosarcinaceae;NA;NA;","0","5e-06","0","0","0","0","1.1e-05","0","6e-06","0","0","3e-06","8e-06","4e-06","3e-06","0","2.2e-05","1.4e-05"
"915","Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;NA;NA;","0","3e-06","0","0","0","0","0","3e-06","0","0","0","0","3e-06","0","0","0","0","0"
"916","Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;NA;NA;","0","3e-06","0","0","0","0","0","3e-06","0","0","0","0","2e-06","0","0","0","0","0"
"917","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;NA;NA;","0","3e-06","9e-06","5e-06","3e-06","9e-06","0","3e-06","0","7e-06","0","9e-06","3e-06","0","3e-06","0","0","0"
"918","Eukaryota;Ascomycota;Lecanoromycetes;Lecanorales;Cladoniaceae;NA;NA;","0","3e-06","0","0","3e-06","2e-06","4e-06","0","6e-06","0","3e-06","0","0","0","0","0","0","3e-06"
"919","Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Derbesiaceae;NA;NA;","0","3e-06","4e-06","0","0","0","0","0","0","0","3e-06","0","0","0","0","0","0","0"
"920","Eukaryota;Chlorophyta;Ulvophyceae;Trentepohliales;Trentepohliaceae;NA;NA;","0","3e-06","0","0","7e-06","2e-06","0","0","0","0","0","6e-06","6e-06","0","0","0","5.1e-05","0"
"923","Eukaryota;NA;Chrysophyceae;Chromulinales;Chromulinaceae;NA;NA;","0","3e-06","0","0","0","0","0","0","0","2e-06","0","3e-06","0","0","0","0","0","0"
"927","Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Pisolithaceae;NA;NA;","0","3e-06","3.5e-05","0","5e-06","9e-06","0","3e-06","0","0","3e-06","6e-06","0","4e-06","3e-06","0","0","0"
"930","Eukaryota;Microsporidia;NA;NA;Culicosporidae;NA;NA;","0","3e-06","0","0","0","0","4e-06","0","0","0","0","6e-06","0","4e-06","0","3e-06","0","0"
"931","Eukaryota;NA;Cryptophyceae;Kathablepharidacea;Katablepharidaceae;NA;NA;","0","3e-06","4e-06","0","7e-06","0","0","0","0","0","0","0","0","0","0","0","0","0"
"932","Eukaryota;Ciliophora;Karyorelictea;Loxodida;Loxodidae;NA;NA;","0","3e-06","0","0","2e-06","0","4e-06","3e-06","0","0","3e-06","0","0","1.3e-05","0","0","0","0"
"934","Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Physalacriaceae;NA;NA;","0","3e-06","4e-06","2e-06","7e-06","0","4e-06","0","0","0","0","9e-06","2e-06","4e-06","3e-06","0","3e-06","7e-06"
"935","Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Sarcomeniaceae;NA;NA;","0","3e-06","0","0","0","0","0","3e-06","0","0","0","0","0","0","3e-06","0","0","0"
"937","Eukaryota;Ascomycota;Dothideomycetes;Botryosphaeriales;Saccharataceae;NA;NA;","0","3e-06","4e-06","2e-06","1.2e-05","0","0","0","1.4e-05","0","0","9e-06","6e-06","8e-06","3e-06","3e-06","0","0"
"939","Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Dacryobolaceae;NA;NA;","0","3e-06","0","0","0","2e-06","0","0","0","0","0","3e-06","0","4e-06","0","0","0","0"
"940","Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Grifolaceae;NA;NA;","0","3e-06","0","0","2e-06","2e-06","4e-06","3e-06","0","5e-06","7e-06","3e-06","0","3.4e-05","0","0","3e-06","3e-06"
"942","Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Pleuroascaceae;NA;NA;","0","3e-06","9e-06","5e-06","0","0","0","0","0","2e-06","0","0","2e-06","0","3e-06","3e-06","0","0"
"943","Eukaryota;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Polyblepharidaceae;NA;NA;","0","3e-06","0","0","0","0","0","0","0","0","0","3e-06","0","4e-06","3e-06","0","0","0"
"945","Eukaryota;Rhodophyta;Florideophyceae;Hapalidiales;Hapalidiaceae;NA;NA;","0","0","5.3e-05","0.000147","0","0","0","3e-06","0","5e-06","0","3e-05","0","0","0","0","3e-06","3e-06"
"947","Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;Haemoproteidae;NA;NA;","0","0","2.2e-05","0","0","9e-06","0","0","0","0","0","0","2e-06","0","0","0","0","0"
"948","Eukaryota;NA;Bigyra;Opalinata;Opalinidae;NA;NA;","0","0","1.3e-05","2e-06","0","0","0","0","0","5e-06","1.7e-05","0","0","0","0","0","0","0"
"949","Eukaryota;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;NA;NA;","0","0","9e-06","7e-06","3e-06","0","0","0","0","0","3e-06","0","5e-06","4e-06","0","0","3e-06","0.000133"
"950","Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;NA;NA;","0","0","9e-06","4e-05","3e-06","0","7e-06","0","9e-06","0","7.7e-05","8.1e-05","8e-06","0","3.8e-05","0","1e-05","0"
"951","Eukaryota;Parabasalia;NA;Honigbergiellida;Honigbergiellidae;NA;NA;","0","0","9e-06","7e-06","0","0","0","0","0","0","1e-05","0","0","0","0","0","0","0"
"952","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Trematosphaeriaceae;NA;NA;","0","0","9e-06","0","1.2e-05","0","0","0","0","0","0","3e-06","0","8e-06","0","0","0","0"
"953","Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanothermaceae;NA;NA;","0","0","4e-06","2e-06","2e-06","0","0","0","0","0","0","0","0","0","0","0","0","0"
"954","Eukaryota;Chlorophyta;Ulvophyceae;Ulvales;Ulvaceae;NA;NA;","0","0","4e-06","5e-06","3e-06","0","0","6e-06","0","7e-06","7e-06","9e-06","0","0","0","0","0","0"
"956","Eukaryota;Rhodophyta;Florideophyceae;Halymeniales;Halymeniaceae;NA;NA;","0","0","4e-06","2e-06","0","0","0","0","0","0","0","0","0","0","0","0","3e-06","0"
"957","Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;NA;NA;","0","0","4e-06","2e-06","0","0","0","0","0","2e-06","0","0","0","0","0","0","0","0"
"959","Eukaryota;Ascomycota;Dothideomycetes;Microthyriales;Microthyriaceae;NA;NA;","0","0","4e-06","2e-06","5e-06","2e-06","0","0","0","9e-06","0","6e-06","5e-06","0","0","0","0","0"
"960","Eukaryota;Rhodophyta;Stylonematophyceae;Stylonematales;Stylonemataceae;NA;NA;","0","0","4e-06","4.5e-05","0","5e-06","7e-06","3e-06","9e-06","7e-06","0","9e-06","0","4e-06","0","0","1.3e-05","3e-06"
"961","Archaea;Crenarchaeota;Thermoprotei;Acidilobales;Acidilobaceae;NA;NA;","0","0","4e-06","1e-05","0","0","2.2e-05","0","5.7e-05","0","2.1e-05","1.2e-05","3e-06","0","0","0","6.7e-05","8.7e-05"
"963","Eukaryota;Ascomycota;Sordariomycetes;Diaporthales;Schizoparmaceae;NA;NA;","0","0","4e-06","1e-05","0","5e-06","0","3e-06","0","2e-06","0","0","2e-06","4e-06","0","0","0","0"
"965","Eukaryota;Cercozoa;Thecofilosea;Cryomonadida;Rhogostomidae;NA;NA;","0","0","4e-06","2e-06","3e-06","2e-06","0","0","0","0","3e-06","0","0","0","0","0","0","0"
"966","Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Thioalkalibacteraceae;NA;NA;","0","0","4e-06","0","0","2e-06","0","0","0","0","3e-06","3e-06","5e-06","0","0","0","0","0"
"967","Archaea;Euryarchaeota;Candidatus Methanoliparia;Candidatus Methanoliparales;Candidatus Methanoliparaceae;NA;NA;","0","0","4e-06","7e-06","1.9e-05","5e-06","0","6e-06","3e-06","0","0","3e-06","6e-06","0","1.1e-05","0","3.5e-05","9.4e-05"
"968","Eukaryota;Ascomycota;Dothideomycetes;Lineolatales;Lineolataceae;NA;NA;","0","0","4e-06","0","2e-06","2e-06","0","0","6e-06","0","0","0","2e-06","4e-06","3e-06","3e-06","3e-06","1e-05"
"970","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Amniculicolaceae;NA;NA;","0","0","0","7e-06","2e-06","0","0","0","0","0","0","3e-06","0","0","5e-06","0","0","3e-06"
"971","Eukaryota;NA;Phaeophyceae;Fucales;Sargassaceae;NA;NA;","0","0","0","5e-06","5e-06","2e-06","0","0","0","0","0","0","0","0","5e-06","3e-06","0","0"
"973","Eukaryota;NA;Polycystinea;Collodaria;Sphaerozoidae;NA;NA;","0","0","0","5e-06","0","2e-06","1.1e-05","0","0","0","0","0","0","0","0","0","6e-06","0"
"974","Bacteria;Actinobacteria;Actinobacteria;Sporichthyales;Sporichthyaceae;NA;NA;","0","0","0","5e-06","3e-06","7e-06","4e-06","0","0","0","0","3e-06","8e-06","0","0","0","3e-06","1e-05"
"976","Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Wrangeliaceae;NA;NA;","0","0","0","5e-06","2e-06","5e-06","0","0","0","0","2.1e-05","0","0","0","3e-06","0","0","0"
"977","Bacteria;Proteobacteria;Alphaproteobacteria;Minwuiales;Minwuiaceae;NA;NA;","0","0","0","5e-06","5e-06","3e-05","0","6e-06","3e-06","0","3e-06","3e-06","2e-06","1.3e-05","3e-06","0","3e-06","7e-06"
"978","Eukaryota;Rhodophyta;Florideophyceae;Gelidiales;Gelidiaceae;NA;NA;","0","0","0","2e-06","0","0","7e-06","0","0","2e-06","0","0","3e-06","4e-06","0","0","3e-06","0"
"981","Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Sparassidaceae;NA;NA;","0","0","0","2e-06","0","0","7e-06","0","3e-06","0","0","0","0","1.3e-05","3e-06","0","0","0"
"982","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Lophiostomataceae;NA;NA;","0","0","0","2e-06","3e-06","0","2.2e-05","0","1.1e-05","0","7e-06","3e-06","3e-06","4e-06","0","0","3e-06","0"
"983","Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Nidulariaceae;NA;NA;","0","0","0","2e-06","2e-06","0","0","6e-06","0","2e-06","0","0","0","0","5e-06","0","0","0"
"984","Eukaryota;Ascomycota;Lecanoromycetes;Umbilicariales;Umbilicariaceae;NA;NA;","0","0","0","2e-06","0","0","0","0","0","0","0","0","3e-06","0","3e-06","0","0","0"
"985","Eukaryota;Discosea;Flabellinia;NA;Vannellidae;NA;NA;","0","0","0","2e-06","2e-06","5e-06","4e-06","1.2e-05","0","1.1e-05","0","3e-06","0","0","3e-06","0","0","0"
"988","Archaea;Crenarchaeota;Thermoprotei;Acidilobales;Caldisphaeraceae;NA;NA;","0","0","0","2e-06","3e-06","2e-06","0","0","3e-06","9e-06","3e-06","0","2e-06","8e-06","0","0","0","3e-06"
