"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W20","S.W36","S.W37"
"1056","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Mongoliibacter;NA;","0.000146","0.000165","9.6e-05","0.00043","5.8e-05","4.2e-05","0.000103","0.000213","0.000134","0.000155","0.000248","0.000102","0.000177","0.000193","0.000107","9.7e-05","0.00114","0.000608"
"1057","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Indioceanicola;NA;","0.000146","3.7e-05","5.7e-05","7.6e-05","5.8e-05","2.1e-05","5.9e-05","0.00041","0.000143","1.8e-05","0.00021","0.000181","3e-05","5e-05","9.9e-05","3.4e-05","0.000225","0.000248"
"1058","Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;NA;","0.000143","3.7e-05","5.3e-05","2.4e-05","2.7e-05","5.9e-05","5.1e-05","0.000105","1.4e-05","7.1e-05","1.7e-05","0.000184","8.1e-05","4.6e-05","4.8e-05","9e-06","5.5e-05","5.6e-05"
"1059","Eukaryota;NA;Dinophyceae;Suessiales;Symbiodiniaceae;Symbiodinium;NA;","0.000143","0.000348","0.00014","0.000159","4.9e-05","5.9e-05","9.9e-05","5.5e-05","4e-05","1.4e-05","5.6e-05","0.000232","1.8e-05","0.000147","9.9e-05","0","3.9e-05","2.4e-05"
"1060","Eukaryota;Discosea;NA;Longamoebia;Acanthamoebidae;Acanthamoeba;NA;","0.000143","0.000194","0.000158","6.7e-05","0.000154","6.6e-05","8.5e-05","8.6e-05","3.1e-05","2e-06","6.6e-05","0.000144","1.6e-05","0.000339","5.9e-05","2.2e-05","5.5e-05","3.5e-05"
"1061","Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera;NA;","0.000143","0.001152","0.000223","0.000394","0.000538","0.00012","0.000607","0.000419","0.000373","0.000162","0.000133","9.3e-05","0.000305","0.001479","0.00019","0.000456","0.001221","0.000908"
"1062","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVII. Incertae Sedis;Thermaerobacter;NA;","0.000143","6e-05","3.1e-05","0.000114","0.000102","9.8e-05","0.00011","4.9e-05","8.3e-05","3e-05","3.5e-05","0.000141","9.4e-05","9.2e-05","9.1e-05","1.9e-05","7.4e-05","3.8e-05"
"1063","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Arcicella;NA;","0.000143","0.000291","0.000355","0.000349","0.000127","0.000202","0.000221","0.000296","0.000333","0.000349","0.000168","0.000418","0.000157","0.000226","8e-05","5.3e-05","0.000173","0.000161"
"1064","Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Halarcobacter;NA;","0.000143","8e-06","6.6e-05","7.6e-05","6.1e-05","2.8e-05","0.000213","0.000163","2e-04","1.4e-05","5.6e-05","1.8e-05","8.3e-05","9.6e-05","0.000223","0.000253","5.1e-05","0.000133"
"1065","Bacteria;Cyanobacteria;NA;Synechococcales;Prochloraceae;Prochlorococcus;NA;","0.000141","0.00022","8.3e-05","0.000131","0.000188","0.000206","0.000154","0.000105","0.000145","0.00018","0.000213","0.000265","0.000171","7.1e-05","0.000198","5.6e-05","0.000125","6.6e-05"
"1066","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Photorhabdus;NA;","0.000141","0.000165","6.6e-05","9e-05","0.000237","0.000171","8.5e-05","0.000154","0.000311","5.5e-05","4.2e-05","0.000123","4.8e-05","0.000482","3e-05","0.000219","8.7e-05","0.000147"
"1067","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfofustis;NA;","0.000141","7.9e-05","0.000171","0.000126","0.000112","7.3e-05","8.5e-05","0.000139","0.000248","6.4e-05","7.7e-05","0.000162","8.8e-05","8.4e-05","0.000166","2.2e-05","0.000161","0.00022"
"1068","Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassotalea;NA;","0.000141","0.000241","8.3e-05","0.000143","0.000274","4.7e-05","0.000129","0.000391","0.000131","0.00011","0.000182","0.000304","0.000252","0.000218","0.000148","0.000241","0.000145","8.7e-05"
"1069","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Aquibacillus;NA;","0.000141","0.000102","0.000149","0.000105","0.000134","0.000127","0.000107","9.9e-05","0.000108","0.000128","0.000161","0.000123","9.3e-05","0.000377","7.2e-05","5.9e-05","5.5e-05","5.6e-05"
"1070","Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Candidatus Nitrosoglobus;NA;","0.000141","6.8e-05","5.3e-05","0.000128","8.8e-05","0.000253","0.000199","0.000179","0.00014","2.5e-05","0.000105","0.000229","0.000139","6.7e-05","6.7e-05","8.1e-05","8e-05","8.4e-05"
"1071","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas;NA;","0.000139","0.000149","8.8e-05","0.000171","6.3e-05","0.00012","9.6e-05","0.000613","0.000165","0.00011","0.000178","6.3e-05","8.3e-05","8e-05","0.000126","1e-04","7.4e-05","0.000161"
"1072","Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Thermanaerovibrio;NA;","0.000139","0.000147","7.4e-05","0.000164","0.000147","5.9e-05","7.4e-05","0.000237","0.000103","9.1e-05","0.000133","0.00053","0.000136","0.000176","0.00033","8.8e-05","0.000234","0.000136"
"1073","Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Pilibacter;NA;","0.000139","6.5e-05","0.000109","0.000197","0.000144","0.00011","4e-05","0.000173","0.000393","0.000251","0.000154","0.000156","0.00022","0.000176","0.00018","1.3e-05","5.8e-05","0.000192"
"1074","Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;Gallaecimonas;NA;","0.000139","0.000293","0.000131","6.9e-05","4.4e-05","5.9e-05","1.5e-05","2.2e-05","8.6e-05","5.9e-05","5.2e-05","7.5e-05","0.000118","2.9e-05","5e-06","2.5e-05","0.000103","4.9e-05"
"1075","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Haematospirillum;NA;","0.000139","2.6e-05","0.000114","8.3e-05","2e-05","1.6e-05","1.1e-05","3.1e-05","1.1e-05","2.1e-05","9.1e-05","9.3e-05","3.7e-05","8.8e-05","1.3e-05","0","0.000308","0.000321"
"1076","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Salibacterium;NA;","0.000139","0.000139","9.2e-05","0.000109","2.2e-05","7.3e-05","8.8e-05","6.5e-05","6.8e-05","7.8e-05","0.000427","0.000108","8.6e-05","5e-05","0.000145","1.3e-05","0.000106","7e-05"
"1077","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfurellales;Desulfurellaceae;Hippea;NA;","0.000137","0.000215","0.000105","6.7e-05","0.000117","0.000185","6.2e-05","0.00012","7.7e-05","0.000125","0.000105","0.000135","0.000198","6.7e-05","0.000274","9e-06","8e-05","3.1e-05"
"1078","Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;NA;","0.000137","6.5e-05","0.000363","0.000197","3.4e-05","2.1e-05","3.7e-05","0.000166","4e-05","4.6e-05","9.8e-05","2.7e-05","4e-05","1.3e-05","5e-06","9e-06","5.8e-05","4.2e-05"
"1079","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia;NA;","0.000134","8e-06","3.1e-05","6.9e-05","5.8e-05","5.6e-05","3.7e-05","2.2e-05","8.6e-05","1.4e-05","4.9e-05","1.8e-05","6.6e-05","2.5e-05","2.1e-05","9e-06","1.3e-05","2.1e-05"
"1080","Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Beggiatoa;NA;","0.000134","7.3e-05","5.3e-05","6.9e-05","3.2e-05","0.000162","0.000232","0.000148","0.000185","0.000114","0.000112","0.000126","7.7e-05","5.9e-05","5.6e-05","0.000147","0.000218","0.000269"
"1081","Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;NA;","0.000134","0.000162","0.00018","5e-05","7.1e-05","6.6e-05","5.5e-05","0.000228","0.000182","0.000119","7.3e-05","0.000123","8.5e-05","4.2e-05","1.9e-05","4.4e-05","7.7e-05","5.6e-05"
"1082","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;NA;","0.000134","6.8e-05","0.000201","0.000131","0.000113","0.000246","0.000312","0.000173","0.000151","0.000486","0.000122","0.000181","0.000166","8.4e-05","0.000123","2.2e-05","0.000488","0.000492"
"1083","Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopococcus;NA;","0.000134","9.4e-05","3.9e-05","0.00015","0.000234","0.000108","7e-05","4e-05","0.000257","5e-05","0.000101","0.000126","0.000201","8.4e-05","5.9e-05","3.4e-05","5.5e-05","0.000157"
"1084","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Robiginitomaculum;NA;","0.000134","0.000257","0.000477","0.000411","0.000203","9.4e-05","0.000103","0.001057","0.000225","0.00016","0.000622","0.000412","0.000187","0.000193","0.000547","5.9e-05","0.000308","0.000461"
"1085","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Terribacillus;NA;","0.000134","0.000118","0.000136","0.000428","0.000179","0.000136","0.000195","0.000148","0.000148","0.000189","0.000234","0.000199","0.000177","0.000272","8e-05","1.9e-05","0.000154","5.2e-05"
"1086","Eukaryota;Euglenozoa;Kinetoplastea;Trypanosomatida;Trypanosomatidae;Strigomonas;NA;","0.000134","0.000228","6.6e-05","2.9e-05","2e-05","6.6e-05","1.1e-05","6.8e-05","3.7e-05","9.1e-05","0.000112","0.000205","5e-05","5.9e-05","2.4e-05","5.3e-05","2.6e-05","3.1e-05"
"1087","Eukaryota;Zoopagomycota;Basidiobolomycetes;Basidiobolales;Basidiobolaceae;Basidiobolus;NA;","0.000132","0.000204","0.000184","7e-06","2.5e-05","5.9e-05","5.5e-05","7.7e-05","1.1e-05","2.3e-05","2.4e-05","9.6e-05","1.6e-05","0.000109","2.4e-05","1.3e-05","3e-06","1.7e-05"
"1088","Eukaryota;Euglenozoa;Kinetoplastea;Trypanosomatida;Trypanosomatidae;Trypanosoma;NA;","0.000132","0.000225","0.000302","4e-05","0.000207","5.9e-05","8.5e-05","4.6e-05","3.7e-05","2.7e-05","0.00014","0.000253","4e-05","0.000251","7.2e-05","2.8e-05","7.7e-05","8e-05"
"1089","Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae;Candidatus Pelagibacter;NA;","0.000132","0.00011","0.000158","0.000247","0.000168","7.3e-05","6.2e-05","0.000277","9.7e-05","0.000132","0.000175","0.000337","0.00019","8.8e-05","0.00018","3e-06","0.000337","0.000279"
"1090","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Lacinutrix;NA;","0.000132","0.000288","0.000271","0.000354","0.00056","0.000181","0.000154","0.000111","0.000205","0.000351","0.000238","0.000229","0.000126","0.000151","0.000182","0.000222","0.000957","0.000342"
"1091","Bacteria;Chloroflexi;Dehalococcoidia;NA;NA;Dehalogenimonas;NA;","0.000132","0.000113","0.000188","0.000226","8.6e-05","0.000181","9.6e-05","4.3e-05","0.000117","0.000116","0.000112","0.000135","0.000212","0.000209","7.5e-05","6e-06","5.5e-05","8e-05"
"1092","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Jejuia;NA;","0.000132","4.7e-05","4.8e-05","6.7e-05","0.000108","6.1e-05","5.1e-05","6.5e-05","6.6e-05","6.2e-05","6.3e-05","6e-06","8.6e-05","2.5e-05","4.3e-05","8.1e-05","0.000238","0.00015"
"1093","Bacteria;Firmicutes;Negativicutes;Selenomonadales;Sporomusaceae;Sporolituus;NA;","0.000132","0.000181","0.000184","0.000183","0.000195","0.000305","0.000221","7.1e-05","8.8e-05","0.000132","4.2e-05","7.5e-05","8.6e-05","0.000138","0.000172","2.8e-05","5.8e-05","7.3e-05"
"1094","Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Oceanivirga;NA;","0.000132","0.000435","0.000267","0.000257","9.3e-05","0.000253","0.000261","0.000216","0.000125","0.000112","0.000143","0.000325","0.000179","0.000281","0.000504","8.8e-05","0.000119","9.1e-05"
"1095","Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Ketobacter;NA;","0.000132","0.000207","0.000105","8.8e-05","0.000225","7.5e-05","2.6e-05","6.5e-05","7.7e-05","0.000196","0.000115","6.9e-05","8.3e-05","0.000134","0.000105","2.8e-05","0.000228","8.7e-05"
"1096","Bacteria;Actinobacteria;Actinobacteria;Nakamurellales;Nakamurellaceae;Nakamurella;NA;","0.00013","7.9e-05","5.3e-05","3.8e-05","0.000112","0.000814","7e-05","6.2e-05","4.8e-05","3.7e-05","4.2e-05","8.7e-05","2.6e-05","9.2e-05","2.1e-05","1.6e-05","7.7e-05","2.4e-05"
"1097","Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Deferribacter;NA;","0.00013","0.000204","0.000285","0.000252","0.000146","0.00026","0.000596","0.00061","0.000234","0.000251","0.000227","0.000135","0.000195","0.000184","0.000268","5e-05","0.000357","0.000318"
"1098","Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;Ignatzschineria;NA;","0.00013","0.000144","0.000171","0.000321","0.000113","7.5e-05","0.000232","0.000462","0.000296","8.4e-05","0.000182","0.000153","8.9e-05","0.000352","0.000137","0.000128","0.000209","0.000178"
"1099","Bacteria;Proteobacteria;Acidithiobacillia;Acidithiobacillales;Acidithiobacillaceae;Acidithiobacillus;NA;","0.00013","0.000107","0.000236","0.00023","0.000103","8.2e-05","0.000338","0.000234","0.000202","9.1e-05","0.000336","0.000175","0.000121","3.8e-05","5.1e-05","0.000191","0.000186","0.000297"
"1100","Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;NA;","0.00013","0.000207","9.6e-05","0.000249","0.000183","8.2e-05","0.000107","0.000804","1e-04","0.000214","0.000206","0.000199","0.00019","9.6e-05","6.7e-05","4.7e-05","0.000286","0.000168"
"1101","Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Shimazuella;NA;","0.00013","0.000107","0.000223","7.8e-05","3.6e-05","0.000181","8.1e-05","0.000567","0.000165","0.000132","0.000171","0.000126","0.000131","0.000113","0.000115","0.000122","0.000119","0.000126"
"1102","Bacteria;Planctomycetes;Planctomycetia;Isosphaerales;Isosphaeraceae;Paludisphaera;NA;","0.00013","0.000139","5.7e-05","9.3e-05","0.000173","5.2e-05","6.6e-05","0.00053","0.000638","0.000105","0.000101","0.000211","0.000139","0.000121","5.4e-05","4.1e-05","9.6e-05","0.000189"
"1103","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Metaprevotella;NA;","0.00013","0.000314","0.000193","0.000124","0.000344","0.000122","2.6e-05","0.000173","6e-05","7.5e-05","0.000154","0.00043","4e-05","0.000147","0.000233","9.1e-05","5.1e-05","4.9e-05"
"1104","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Phragmitibacter;NA;","0.00013","1.8e-05","0.00056","0.000114","4.4e-05","1.2e-05","7.7e-05","0.000139","8.6e-05","2.1e-05","5.2e-05","3.3e-05","4.2e-05","0.000105","2.4e-05","9e-06","7.4e-05","6.3e-05"
"1105","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Brucella;NA;","0.000127","0.000126","0.000153","0.000112","2.7e-05","0.000138","6.2e-05","0.000123","4e-05","1.8e-05","3.5e-05","3.9e-05","2.9e-05","0.000109","6.2e-05","1.6e-05","0.000173","0.000566"
"1106","Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus;NA;","0.000127","0.000105","0.000131","0.000288","8.1e-05","0.000176","0.00046","0.000358","0.000433","6.8e-05","0.000227","0.000153","0.000153","0.000134","3.5e-05","0.000359","0.000312","0.000213"
"1107","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;NA;","0.000127","7.9e-05","0.00053","0.000221","3.6e-05","4.2e-05","0.000165","0.000468","0.000222","6.4e-05","6.6e-05","7.8e-05","7.8e-05","2.1e-05","3.2e-05","3e-06","0.000132","0.000199"
"1108","Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum;NA;","0.000127","0.000149","6.6e-05","2.4e-05","2.5e-05","0.000328","4e-05","2.2e-05","2.6e-05","1.4e-05","3.8e-05","0.000202","7.3e-05","1.3e-05","2.7e-05","6e-06","2.9e-05","3.5e-05"
"1109","Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacteroides;NA;","0.000127","0.00022","7.4e-05","0.000295","7.8e-05","8.7e-05","0.000129","2.5e-05","8.6e-05","0.000548","5.9e-05","0.000211","0.000251","0.000159","0.000257","2.2e-05","8.4e-05","8.4e-05"
"1110","Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Phytohabitans;NA;","0.000127","5.2e-05","5.3e-05","2.6e-05","5.1e-05","4.5e-05","6.6e-05","0.000589","1.1e-05","5e-05","0.00014","1.8e-05","3.2e-05","2.1e-05","6.2e-05","2.5e-05","0.000196","7e-05"
"1111","Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;NA;","0.000125","5.2e-05","7.4e-05","3.3e-05","9e-05","4.2e-05","7e-06","1.2e-05","2.6e-05","6.4e-05","2.8e-05","5.1e-05","5e-05","5.4e-05","5e-06","3.4e-05","1.3e-05","1.4e-05"
"1112","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Marinococcus;NA;","0.000125","0.000118","0.000136","0.000112","7.4e-05","5.2e-05","0.00011","0.000111","6.6e-05","9.4e-05","5.2e-05","0.000205","6.4e-05","0.000147","2.7e-05","9e-06","0.000116","4.9e-05"
"1113","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Blattabacteriaceae;Blattabacterium;NA;","0.000125","0.000288","0.000267","0.000219","0.000264","6.6e-05","0.000129","0.000256","0.000134","0.000114","0.000185","0.000135","0.000176","6.7e-05","6.2e-05","0.000184","0.000858","0.000189"
"1114","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfovermiculus;NA;","0.000125","0.000149","0.000158","0.000105","0.000196","0.00011","5.9e-05","0.000351","0.000114","5.7e-05","0.000119","0.000217","0.000209","0.000113","0.000233","1.3e-05","1.3e-05","9.4e-05"
"1115","Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;NA;","0.000125","0.00011","0.000219","0.000252","0.000108","0.000211","0.000276","0.001325","0.000359","0.000557","0.000178","0.000162","0.000152","0.000314","0.000131","0.000106","6.1e-05","0.000129"
"1116","Bacteria;Balneolaeota;Balneolia;Balneolales;Balneolaceae;Balneola;NA;","0.000125","8.9e-05","0.000131","0.000192","0.000103","0.000101","0.000118","0.000755","8.6e-05","0.000125","0.000147","9e-05","6.4e-05","0.000126","7.8e-05","4.1e-05","0.000639","0.000234"
"1117","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Roseimicrobium;NA;","0.000125","0.000115","0.000731","0.000314","5.4e-05","4.5e-05","0.000165","0.000641","0.000171","8.2e-05","0.000126","5.4e-05","8.6e-05","0.000101","3.2e-05","6.6e-05","0.000334","0.000164"
"1118","Bacteria;Proteobacteria;Deltaproteobacteria;NA;NA;Candidatus Adiutrix;NA;","0.000125","5.8e-05","9.2e-05","3.8e-05","0.000137","4.9e-05","3.3e-05","0.000111","3.4e-05","1.6e-05","1.7e-05","0.00025","5.4e-05","2.5e-05","4.3e-05","3e-06","0.000167","3.5e-05"
"1119","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Dethiosulfatarculus;NA;","0.000125","7.6e-05","0.000188","0.000162","0.000203","0.000178","0.000125","2e-04","0.000188","8.4e-05","8e-05","0.000244","0.000107","6.3e-05","0.000185","0.000153","6.1e-05","0.000126"
"1120","Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermodesulfitimonas;NA;","0.000125","5e-05","4.8e-05","0.000162","9.1e-05","8e-05","0.000136","7.7e-05","0.000202","6.4e-05","5.9e-05","0.000159","0.000123","0.000142","0.000105","5.9e-05","0.000183","0.000196"
"1121","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;Plesiomonas;NA;","0.000123","2.6e-05","5.7e-05","8.8e-05","3.6e-05","5.2e-05","4e-05","2.5e-05","4.8e-05","0.000107","0.000161","1.5e-05","3.4e-05","1.3e-05","1.1e-05","1.9e-05","3.9e-05","8.7e-05"
"1122","Bacteria;Thermotogae;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium;NA;","0.000123","7.9e-05","0.00025","0.000128","0.000261","0.000138","0.000184","0.000401","0.000168","0.000123","0.000238","0.000226","0.000187","0.00018","8.9e-05","0.00015","9.6e-05","0.000161"
"1123","Eukaryota;Ciliophora;Heterotrichea;Heterotrichida;Stentoridae;Stentor;NA;","0.000123","0.00016","0.000206","5.9e-05","0.000102","3.5e-05","0.000107","3.7e-05","2.9e-05","2.1e-05","5.6e-05","0.000165","3e-06","0.000318","5.1e-05","2.8e-05","3.5e-05","3.8e-05"
"1124","Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Candidatus Phytoplasma;NA;","0.000123","5.5e-05","6.1e-05","0.000195","3.4e-05","4e-05","0.000121","9.9e-05","0.00012","0.001677","0.000136","0.000196","0.000706","0.000176","5.6e-05","9e-06","0.000109","0.000147"
"1125","Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Desulfovirgula;NA;","0.000123","0.000236","0.000228","0.000318","9.1e-05","0.000117","0.000268","0.000129","0.000222","7.8e-05","8.7e-05","0.000178","0.000173","0.00018","0.000105","0.000175","0.000145","0.000189"
"1126","Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Rachicladosporium;NA;","0.000123","3e-06","2.2e-05","1.4e-05","3e-06","9e-06","4.4e-05","6e-06","3e-06","1.1e-05","3e-06","2.7e-05","5.6e-05","2.1e-05","0","0","6e-06","3e-06"
"1127","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Pelagirhabdus;NA;","0.000123","6e-05","0.000228","9.7e-05","0.000466","0.00012","7e-06","9e-06","3.4e-05","0.000132","0.000175","7.5e-05","6.1e-05","0.000105","0.00041","6e-06","4.5e-05","1e-05"
"1128","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Halodesulfovibrio;NA;","0.000123","0.000262","0.000219","0.000297","0.000125","0.000452","0.000187","0.000604","0.000653","0.000303","0.000213","0.000159","0.000198","0.000222","0.000115","0.000344","0.000604","0.000517"
"1129","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Arsenicibacter;NA;","0.000123","0.000173","0.000158","0.000264","0.000254","5.9e-05","0.000294","0.000117","0.000117","0.000171","0.000248","0.000105","0.000105","0.000168","5.4e-05","0.000828","0.000903","0.000436"
"1130","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfococcus;NA;","0.00012","0.000157","7.9e-05","0.00014","0.000112","0.000108","9.6e-05","0.001412","0.000168","0.000205","0.000168","0.000187","0.000118","0.000142","7.5e-05","8.4e-05","0.000196","0.000335"
"1131","Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Microlunatus;NA;","0.00012","1.8e-05","2.2e-05","4e-05","3.7e-05","4.5e-05","5.1e-05","3.4e-05","4e-05","4.8e-05","5.6e-05","8.4e-05","3.4e-05","6.7e-05","9.1e-05","3e-06","2.9e-05","2.4e-05"
"1132","Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;","0.00012","0.000254","0.000219","0.000109","0.000203","7.5e-05","0.000143","2.8e-05","5.4e-05","4.3e-05","0.000108","0.000223","6.2e-05","0.000507","8.9e-05","3.8e-05","2.9e-05","4.5e-05"
"1133","Eukaryota;Evosea;Variosea;Cavosteliida;Cavosteliaceae;Planoprotostelium;NA;","0.00012","0.000165","0.000236","9.3e-05","0.000164","5.4e-05","0.00025","0.000737","3.1e-05","7.5e-05","5.6e-05","0.000159","8e-06","0.000306","4.6e-05","5e-05","8e-05","0.000136"
"1134","Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanolacinia;NA;","0.00012","5.5e-05","0.000118","7.4e-05","6.3e-05","0.000157","4.8e-05","5.2e-05","4.6e-05","7.5e-05","5.2e-05","0.000102","9.6e-05","2.9e-05","5.6e-05","2.2e-05","3.9e-05","1e-05"
"1135","Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfurispora;NA;","0.00012","8.4e-05","0.000258","0.000138","0.000154","0.000178","0.000283","0.000222","0.000237","4.8e-05","7.3e-05","0.000193","0.000112","7.5e-05","6.4e-05","8.8e-05","0.000128","0.000133"
"1136","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter;NA;","0.00012","4.5e-05","0.000153","6.9e-05","5.9e-05","1.2e-05","5.9e-05","5.9e-05","9.4e-05","5.5e-05","5.6e-05","1.5e-05","8e-06","5.4e-05","4e-05","3.8e-05","6.4e-05","1.4e-05"
"1137","Bacteria;Balneolaeota;Balneolia;Balneolales;Balneolaceae;Aliifodinibius;NA;","0.00012","0.000144","9.2e-05","0.000173","0.000117","0.000105","0.000154","0.000126","0.000248","9.8e-05","0.000206","0.000153","0.000126","0.000285","8.9e-05","0.000106","0.000312","0.000279"
"1138","Bacteria;Fibrobacteres;Chitinivibrionia;Chitinivibrionales;Chitinivibrionaceae;Chitinivibrio;NA;","0.00012","7.6e-05","3.5e-05","5.9e-05","4.4e-05","1.9e-05","2.6e-05","0.000348","5.1e-05","8.9e-05","6.3e-05","3.9e-05","3.5e-05","6.7e-05","5e-06","7.2e-05","6.4e-05","0.000161"
"1139","Bacteria;Proteobacteria;Alphaproteobacteria;Emcibacterales;Emcibacteraceae;Emcibacter;NA;","0.00012","6.5e-05","0.000328","0.000185","9.1e-05","4e-05","2.6e-05","9.2e-05","3.1e-05","9.8e-05","0.000115","0.00015","3.8e-05","0.00018","5.6e-05","0.00015","0.000401","0.000391"
"1140","Bacteria;Firmicutes;Limnochordia;Limnochordales;Limnochordaceae;Limnochorda;NA;","0.00012","0.000113","0.000101","9.3e-05","7.8e-05","0.000108","7.4e-05","0.00057","0.000131","9.6e-05","5.2e-05","6.9e-05","7e-05","0.000138","0.000107","0.000109","0.000222","0.000234"
