,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;NA;,27.272728,20.689655,40.909092,22.500000,34.210526,11.111112,16.666668,28.571430,27.272728,26.666668,21.212122,19.607843,23.287672,20.689655,50.000000,14.285715,42.857143,55.555557
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;NA;,3.636364,10.344828,4.545455,5.000000,7.894736,7.407407,4.166667,14.285715,4.545455,13.333334,3.030303,11.764706,4.109589,10.344828,0,14.285715,14.285715,0
Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA;NA;,1.818182,3.448276,0,0,0,3.703704,4.166667,0,4.545455,0,3.030303,0,2.739726,0,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) order,1.818182,13.793103,9.090909,2.500000,2.631579,11.111112,0.000000,14.285715,0.000000,6.666667,3.030303,1.960784,2.739726,3.448276,0.000000,0.000000,0.000000,0.000000
unclassified,65.454543,51.724136,45.454547,67.500001,55.263156,66.666669,75.000000,42.857143,63.636363,53.333336,69.696969,66.666669,67.123288,62.068963,50.000000,71.428573,42.857143,44.444445
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;NA;NA;NA;,0,0,0,2.500000,0,0,0,0,0,0,0,0,0,3.448276,0,0,0,0
