,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Ascobolaceae;Ascobolus;NA;,14.285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Parabasalia;NA;Tritrichomonadida;Tritrichomonadidae;Tritrichomonas;NA;,14.285715,0,9.090909,0,11.111112,0,0,0,0,0,60.000004,0,0,0,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) genus,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
unclassified,71.428573,88.888890,72.727275,100.000000,88.888890,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,100.000000,-nan,90.909094,100.000000,-nan,-nan,100.000000
Eukaryota;Discosea;NA;Longamoebia;Acanthamoebidae;Acanthamoeba;NA;,0,11.111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Linderina;NA;,0,0,9.090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Parabasalia;NA;Trichomonadida;Trichomonadidae;Trichomonas;NA;,0,0,9.090909,0,0,0,0,0,0,0,20.000000,0,0,9.090909,0,0,0,0
Eukaryota;Ascomycota;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces;NA;,0,0,0,0,0,0,0,0,0,0,20.000000,0,0,0,0,0,0,0
