RelTime,Delta,CO2,Number,ID,Season,Sex,Antibiotics,Substrate,Diet,Mom,Mom_Location,BodyMass,BodyTemp,BinTime,NormDelta,Slope
0.166666667,-24.15,1.03,4031,S13,Summer,Female,No,Mannitol,1,3949,Tumbledown,190,35,0.366666667,,
0.5,-17.66,0.85,4031,S13,Summer,Female,No,Mannitol,1,3949,Tumbledown,190,35,0.366666667,,
0.8,-17.54,1.15,4031,S13,Summer,Female,No,Mannitol,1,3949,Tumbledown,190,35,0.980769231,,
1.15,-16.36,0.96,4031,S13,Summer,Female,No,Mannitol,1,3949,Tumbledown,190,35,0.980769231,,
1.466666667,14.03,0.91,4031,S13,Summer,Female,No,Mannitol,1,3949,Tumbledown,190,35,1.594871795,,
1.8,170.45,1,4031,S13,Summer,Female,No,Mannitol,1,3949,Tumbledown,190,35,1.594871795,,
2.116666667,500.59,1.18,4031,S13,Summer,Female,No,Mannitol,1,3949,Tumbledown,190,35,2.217857143,,
2.483333333,941.25,0.98,4031,S13,Summer,Female,No,Mannitol,1,3949,Tumbledown,190,35,2.217857143,,
-0.116666667,-20.23,1.17,3966,S18,Summer,Male,Yes,Mannitol,1,3958,AgStation,193,36,-0.229047619,,
0.25,-21.32,1.1,3966,S18,Summer,Male,Yes,Mannitol,1,3958,AgStation,193,36,0.336363636,,
0.6,-19.59,0.99,3966,S18,Summer,Male,Yes,Mannitol,1,3958,AgStation,193,36,0.336363636,,
0.933333333,-17.74,1.04,3966,S18,Summer,Male,Yes,Mannitol,1,3958,AgStation,193,36,0.938095238,,
1.283333333,-16.55,0.95,3966,S18,Summer,Male,Yes,Mannitol,1,3958,AgStation,193,36,1.504166667,,
1.616666667,-17.29,1.03,3966,S18,Summer,Male,Yes,Mannitol,1,3958,AgStation,193,36,1.504166667,,
1.95,-17.57,0.98,3966,S18,Summer,Male,Yes,Mannitol,1,3958,AgStation,193,36,2.187179487,,
-0.216666667,-21,0.83,3983,S19,Summer,Male,Yes,Mannitol,1,3961,AgStation,177,34,-0.229047619,,
0.083333333,-30.35,0.9,3983,S19,Summer,Male,Yes,Mannitol,1,3961,AgStation,177,34,0.336363636,,
0.883333333,-19.99,1.11,3983,S19,Summer,Male,Yes,Mannitol,1,3961,AgStation,177,34,0.938095238,,
1.233333333,-19.16,0.89,3983,S19,Summer,Male,Yes,Mannitol,1,3961,AgStation,177,34,0.938095238,,
1.55,-19,0.73,3983,S19,Summer,Male,Yes,Mannitol,1,3961,AgStation,177,34,1.504166667,,
1.85,-18.09,0.95,3983,S19,Summer,Male,Yes,Mannitol,1,3961,AgStation,177,34,1.504166667,,
2.183333333,-19.15,0.7,3983,S19,Summer,Male,Yes,Mannitol,1,3961,AgStation,177,34,2.187179487,,
-0.316666667,-20.46,0.85,4030,S27,Summer,Male,Yes,Mannitol,1,3949,Tumbledown,208,33.5,-0.229047619,,
0.016666667,-20.16,0.88,4030,S27,Summer,Male,Yes,Mannitol,1,3949,Tumbledown,208,33.5,0.336363636,,
0.316666667,-24.27,1.12,4030,S27,Summer,Male,Yes,Mannitol,1,3949,Tumbledown,208,33.5,0.336363636,,
0.683333333,-19.7,0.56,4030,S27,Summer,Male,Yes,Mannitol,1,3949,Tumbledown,208,33.5,0.938095238,,
0.966666667,-17.9,0.83,4030,S27,Summer,Male,Yes,Mannitol,1,3949,Tumbledown,208,33.5,0.938095238,,
1.283333333,-16.52,0.79,4030,S27,Summer,Male,Yes,Mannitol,1,3949,Tumbledown,208,33.5,1.504166667,,
1.983333333,-20.39,0.81,4030,S27,Summer,Male,Yes,Mannitol,1,3949,Tumbledown,208,33.5,2.187179487,,
2.283333333,-20.11,0.66,4030,S27,Summer,Male,Yes,Mannitol,1,3949,Tumbledown,208,33.5,2.187179487,,
-0.283333333,-20.26,0.89,4037,S28,Summer,Male,No,Mannitol,1,3956,Tumbledown,212,33.5,-0.229047619,,
1.116666667,16.14,0.72,4037,S28,Summer,Male,No,Mannitol,1,3956,Tumbledown,212,33.5,0.980769231,,
1.416666667,150.59,1.13,4037,S28,Summer,Male,No,Mannitol,1,3956,Tumbledown,212,33.5,1.594871795,,
1.75,343.31,1,4037,S28,Summer,Male,No,Mannitol,1,3956,Tumbledown,212,33.5,1.594871795,,
2.066666667,574.89,0.94,4037,S28,Summer,Male,No,Mannitol,1,3956,Tumbledown,212,33.5,2.217857143,,
-0.216666667,-20.66,0.91,3973,S35,Summer,Female,Yes,Mannitol,1,3959,AgStation,133,32,-0.229047619,,
0.666666667,-23.41,0.82,3973,S35,Summer,Female,Yes,Mannitol,1,3959,AgStation,133,32,0.938095238,,
0.983333333,-22.6,0.83,3973,S35,Summer,Female,Yes,Mannitol,1,3959,AgStation,133,32,0.938095238,,
1.283333333,-22.46,0.66,3973,S35,Summer,Female,Yes,Mannitol,1,3959,AgStation,133,32,1.504166667,,
1.583333333,-21.41,0.72,3973,S35,Summer,Female,Yes,Mannitol,1,3959,AgStation,133,32,1.504166667,,
2.166666667,-22.28,0.5,3973,S35,Summer,Female,Yes,Mannitol,1,3959,AgStation,133,32,2.187179487,,
-0.2,-20.93,0.71,4008,S36,Summer,Male,No,Mannitol,1,3957,AgStation,205,31.5,-0.229047619,,
0.1,-27.04,0.58,4008,S36,Summer,Male,No,Mannitol,1,3957,AgStation,205,31.5,0.366666667,,
0.366666667,-15.85,0.5,4008,S36,Summer,Male,No,Mannitol,1,3957,AgStation,205,31.5,0.366666667,,
0.65,-20.01,0.73,4008,S36,Summer,Male,No,Mannitol,1,3957,AgStation,205,31.5,0.366666667,,
0.95,-18.57,0.9,4008,S36,Summer,Male,No,Mannitol,1,3957,AgStation,205,31.5,0.980769231,,
1.266666667,-16.79,0.79,4008,S36,Summer,Male,No,Mannitol,1,3957,AgStation,205,31.5,0.980769231,,
1.55,-14.86,0.71,4008,S36,Summer,Male,No,Mannitol,1,3957,AgStation,205,31.5,1.594871795,,
1.85,-14.23,0.88,4008,S36,Summer,Male,No,Mannitol,1,3957,AgStation,205,31.5,1.594871795,,
2.166666667,-13.77,0.7,4008,S36,Summer,Male,No,Mannitol,1,3957,AgStation,205,31.5,2.217857143,,
0.35,-20.59,0.7,4105,S51,Summer,Female,No,Mannitol,2,4066,AgStation,165.5,37,0.366666667,,
0.733333333,-17.55,0.92,4105,S51,Summer,Female,No,Mannitol,2,4066,AgStation,165.5,37,0.980769231,,
1.066666667,-13.33,0.89,4105,S51,Summer,Female,No,Mannitol,2,4066,AgStation,165.5,37,0.980769231,,
1.4,41.8,0.59,4105,S51,Summer,Female,No,Mannitol,2,4066,AgStation,165.5,37,1.594871795,,
1.7,66.71,0.72,4105,S51,Summer,Female,No,Mannitol,2,4066,AgStation,165.5,37,1.594871795,,
2.05,149.7,0.81,4105,S51,Summer,Female,No,Mannitol,2,4066,AgStation,165.5,37,2.217857143,,
2.466666667,224.42,0.68,4105,S51,Summer,Female,No,Mannitol,2,4066,AgStation,165.5,37,2.217857143,,
-0.466666667,-19.11,0.74,4160,S52,Summer,Male,No,Mannitol,2,4063,AgStation,158.7,37,-0.229047619,,
0.35,-15.51,0.87,4160,S52,Summer,Male,No,Mannitol,2,4063,AgStation,158.7,37,0.366666667,,
0.75,-14.05,1.03,4160,S52,Summer,Male,No,Mannitol,2,4063,AgStation,158.7,37,0.980769231,,
1.133333333,-16.3,0.82,4160,S52,Summer,Male,No,Mannitol,2,4063,AgStation,158.7,37,0.980769231,,
1.483333333,-16.3,0.54,4160,S52,Summer,Male,No,Mannitol,2,4063,AgStation,158.7,37,1.594871795,,
2,-17.95,0.71,4160,S52,Summer,Male,No,Mannitol,2,4063,AgStation,158.7,37,2.217857143,,
2.15,-17.34,0.87,4160,S52,Summer,Male,No,Mannitol,2,4063,AgStation,158.7,37,2.217857143,,
2.216666667,0.85,0.86,4160,S52,Summer,Male,No,Mannitol,2,4063,AgStation,158.7,37,2.217857143,,
-0.083333333,-19.33,0.89,4171,S55,Summer,Male,Yes,Mannitol,2,4068,AgStation,156.1,36,-0.229047619,,
0.25,-19.56,1.04,4171,S55,Summer,Male,Yes,Mannitol,2,4068,AgStation,156.1,36,0.336363636,,
0.616666667,-16.06,0.89,4171,S55,Summer,Male,Yes,Mannitol,2,4068,AgStation,156.1,36,0.336363636,,
0.933333333,-18.17,0.63,4171,S55,Summer,Male,Yes,Mannitol,2,4068,AgStation,156.1,36,0.938095238,,
1.25,-15.68,1.2,4171,S55,Summer,Male,Yes,Mannitol,2,4068,AgStation,156.1,36,0.938095238,,
2.15,-20.94,0.56,4171,S55,Summer,Male,Yes,Mannitol,2,4068,AgStation,156.1,36,2.187179487,,
2.433333333,-18.39,0.72,4171,S55,Summer,Male,Yes,Mannitol,2,4068,AgStation,156.1,36,2.187179487,,
-0.15,-21.06,0.97,4084,S57,Summer,Female,Yes,Mannitol,2,4069,AgStation,180.9,36,-0.229047619,,
0.2,-21.61,0.91,4084,S57,Summer,Female,Yes,Mannitol,2,4069,AgStation,180.9,36,0.336363636,,
0.55,-20.17,0.79,4084,S57,Summer,Female,Yes,Mannitol,2,4069,AgStation,180.9,36,0.336363636,,
0.866666667,-19.4,0.81,4084,S57,Summer,Female,Yes,Mannitol,2,4069,AgStation,180.9,36,0.938095238,,
1.3,-19.9,0.69,4084,S57,Summer,Female,Yes,Mannitol,2,4069,AgStation,180.9,36,1.504166667,,
1.6,-19.04,0.73,4084,S57,Summer,Female,Yes,Mannitol,2,4069,AgStation,180.9,36,1.504166667,,
1.9,-18.94,0.86,4084,S57,Summer,Female,Yes,Mannitol,2,4069,AgStation,180.9,36,2.187179487,,
2.216666667,-21.21,0.5,4084,S57,Summer,Female,Yes,Mannitol,2,4069,AgStation,180.9,36,2.187179487,,
2.5,-19.9,1.02,4084,S57,Summer,Female,Yes,Mannitol,2,4069,AgStation,180.9,36,2.187179487,,
-0.783333333,-20.29,1.17,4138,S69,Summer,Male,Yes,Mannitol,2,4077,AgStation,172.8,37,-0.229047619,,
0.466666667,-22.51,0.64,4138,S69,Summer,Male,Yes,Mannitol,2,4077,AgStation,172.8,37,0.336363636,,
0.733333333,-19.97,0.95,4138,S69,Summer,Male,Yes,Mannitol,2,4077,AgStation,172.8,37,0.938095238,,
1.083333333,-19.07,0.91,4138,S69,Summer,Male,Yes,Mannitol,2,4077,AgStation,172.8,37,0.938095238,,
1.416666667,-18.7,0.77,4138,S69,Summer,Male,Yes,Mannitol,2,4077,AgStation,172.8,37,1.504166667,,
1.733333333,-20.93,0.53,4138,S69,Summer,Male,Yes,Mannitol,2,4077,AgStation,172.8,37,1.504166667,,
2.183333333,-19.81,0.71,4138,S69,Summer,Male,Yes,Mannitol,2,4077,AgStation,172.8,37,2.187179487,,
-0.216666667,-25.23,0.96,4005,W06,Winter,Female,Yes,Mannitol,1,3955,AgStation,149,39,-0.229047619,,
0.183333333,-26.47,0.83,4005,W06,Winter,Female,Yes,Mannitol,1,3955,AgStation,149,39,0.385714286,,
0.466666667,-23.86,0.61,4005,W06,Winter,Female,Yes,Mannitol,1,3955,AgStation,149,39,0.385714286,,
0.8,-24.63,0.78,4005,W06,Winter,Female,Yes,Mannitol,1,3955,AgStation,149,39,0.995238095,,
1.116666667,-24.24,0.74,4005,W06,Winter,Female,Yes,Mannitol,1,3955,AgStation,149,39,0.995238095,,
1.383333333,-22.81,1.16,4005,W06,Winter,Female,Yes,Mannitol,1,3955,AgStation,149,39,1.592307692,,
1.7,-22.23,0.83,4005,W06,Winter,Female,Yes,Mannitol,1,3955,AgStation,149,39,1.592307692,,
1.983333333,-20.89,0.87,4005,W06,Winter,Female,Yes,Mannitol,1,3955,AgStation,149,39,2.277777778,,
2.266666667,-20.73,0.85,4005,W06,Winter,Female,Yes,Mannitol,1,3955,AgStation,149,39,2.277777778,,
2.55,-18.83,1.03,4005,W06,Winter,Female,Yes,Mannitol,1,3955,AgStation,149,39,2.277777778,,
-0.183333333,-24.65,0.88,4047,W10,Winter,Male,Yes,Mannitol,1,3954,AgStation,139,37,-0.229047619,,
0.216666667,-27.65,0.85,4047,W10,Winter,Male,Yes,Mannitol,1,3954,AgStation,139,37,0.385714286,,
0.5,-26.04,0.93,4047,W10,Winter,Male,Yes,Mannitol,1,3954,AgStation,139,37,0.385714286,,
0.783333333,-24.5,0.92,4047,W10,Winter,Male,Yes,Mannitol,1,3954,AgStation,139,37,0.995238095,,
1.083333333,-24.07,0.83,4047,W10,Winter,Male,Yes,Mannitol,1,3954,AgStation,139,37,0.995238095,,
1.366666667,-24.45,0.9,4047,W10,Winter,Male,Yes,Mannitol,1,3954,AgStation,139,37,1.592307692,,
1.65,-23.68,0.94,4047,W10,Winter,Male,Yes,Mannitol,1,3954,AgStation,139,37,1.592307692,,
1.933333333,-24.22,0.99,4047,W10,Winter,Male,Yes,Mannitol,1,3954,AgStation,139,37,1.592307692,,
2.233333333,-23.99,1,4047,W10,Winter,Male,Yes,Mannitol,1,3954,AgStation,139,37,2.277777778,,
2.516666667,-24.68,0.75,4047,W10,Winter,Male,Yes,Mannitol,1,3954,AgStation,139,37,2.277777778,,
-0.283333333,-24.22,0.89,3971,W11,Winter,Female,Yes,Mannitol,1,3958,AgStation,132,36,-0.229047619,,
0.2,-26.46,0.71,3971,W11,Winter,Female,Yes,Mannitol,1,3958,AgStation,132,36,0.385714286,,
0.483333333,-24.89,0.87,3971,W11,Winter,Female,Yes,Mannitol,1,3958,AgStation,132,36,0.385714286,,
0.766666667,-24.15,0.96,3971,W11,Winter,Female,Yes,Mannitol,1,3958,AgStation,132,36,0.995238095,,
1.05,-24.32,1.12,3971,W11,Winter,Female,Yes,Mannitol,1,3958,AgStation,132,36,0.995238095,,
1.366666667,-24.09,0.99,3971,W11,Winter,Female,Yes,Mannitol,1,3958,AgStation,132,36,1.592307692,,
1.983333333,-20.49,1.07,3971,W11,Winter,Female,Yes,Mannitol,1,3958,AgStation,132,36,2.277777778,,
2.3,-14.69,0.9,3971,W11,Winter,Female,Yes,Mannitol,1,3958,AgStation,132,36,2.277777778,,
-0.183333333,-25.49,0.99,3979,W16,Winter,Female,Yes,Mannitol,1,3959,AgStation,106,36,-0.229047619,,
0.3,-28.16,1.05,3979,W16,Winter,Female,Yes,Mannitol,1,3959,AgStation,106,36,0.385714286,,
0.666666667,-25.61,0.56,3979,W16,Winter,Female,Yes,Mannitol,1,3959,AgStation,106,36,0.385714286,,
0.95,-24.94,0.56,3979,W16,Winter,Female,Yes,Mannitol,1,3959,AgStation,106,36,0.995238095,,
1.366666667,-24.97,0.72,3979,W16,Winter,Female,Yes,Mannitol,1,3959,AgStation,106,36,1.592307692,,
1.65,-25.37,1.14,3979,W16,Winter,Female,Yes,Mannitol,1,3959,AgStation,106,36,1.592307692,,
1.966666667,-24.17,0.56,3979,W16,Winter,Female,Yes,Mannitol,1,3959,AgStation,106,36,2.277777778,,
2.233333333,-22.92,0.56,3979,W16,Winter,Female,Yes,Mannitol,1,3959,AgStation,106,36,2.277777778,,
2.5,-22.58,0.74,3979,W16,Winter,Female,Yes,Mannitol,1,3959,AgStation,106,36,2.277777778,,
-0.216666667,-24.07,0.78,3969,W24,Winter,Female,No,Mannitol,1,3958,AgStation,129,38,-0.229047619,,
0.183333333,-29.19,0.76,3969,W24,Winter,Female,No,Mannitol,1,3958,AgStation,129,38,0.430392157,,
0.583333333,-24.38,0.99,3969,W24,Winter,Female,No,Mannitol,1,3958,AgStation,129,38,0.430392157,,
0.9,-21.5,0.6,3969,W24,Winter,Female,No,Mannitol,1,3958,AgStation,129,38,1.083333333,,
1.283333333,-11.65,1.11,3969,W24,Winter,Female,No,Mannitol,1,3958,AgStation,129,38,1.083333333,,
1.633333333,-1.06,1.16,3969,W24,Winter,Female,No,Mannitol,1,3958,AgStation,129,38,1.7375,,
2.016666667,16.11,1.1,3969,W24,Winter,Female,No,Mannitol,1,3958,AgStation,129,38,1.7375,,
2.366666667,28.5,0.98,3969,W24,Winter,Female,No,Mannitol,1,3958,AgStation,129,38,2.375757576,,
2.683333333,38.96,1.02,3969,W24,Winter,Female,No,Mannitol,1,3958,AgStation,129,38,2.375757576,,
-0.3,-23.81,1,4041,W25,Winter,Male,No,Mannitol,1,3956,AgStation,131,36,-0.229047619,,
0.4,-24.64,0.91,4041,W25,Winter,Male,No,Mannitol,1,3956,AgStation,131,36,0.430392157,,
0.583333333,-23.76,0.87,4041,W25,Winter,Male,No,Mannitol,1,3956,AgStation,131,36,0.430392157,,
0.866666667,-23.16,0.88,4041,W25,Winter,Male,No,Mannitol,1,3956,AgStation,131,36,1.083333333,,
1.166666667,-22.61,0.83,4041,W25,Winter,Male,No,Mannitol,1,3956,AgStation,131,36,1.083333333,,
1.45,-21.17,0.8,4041,W25,Winter,Male,No,Mannitol,1,3956,AgStation,131,36,1.7375,,
1.833333333,-21.59,0.8,4041,W25,Winter,Male,No,Mannitol,1,3956,AgStation,131,36,1.7375,,
2.116666667,-19.32,0.72,4041,W25,Winter,Male,No,Mannitol,1,3956,AgStation,131,36,2.375757576,,
2.4,-18.81,0.71,4041,W25,Winter,Male,No,Mannitol,1,3956,AgStation,131,36,2.375757576,,
-0.3,-24.46,1.08,4039,W27,Winter,Female,No,Mannitol,1,3956,AgStation,124,37,-0.229047619,,
0.183333333,-25.2,0.85,4039,W27,Winter,Female,No,Mannitol,1,3956,AgStation,124,37,0.430392157,,
0.433333333,-23.17,0.64,4039,W27,Winter,Female,No,Mannitol,1,3956,AgStation,124,37,0.430392157,,
0.683333333,-22.34,0.74,4039,W27,Winter,Female,No,Mannitol,1,3956,AgStation,124,37,0.430392157,,
0.933333333,-20.72,1.05,4039,W27,Winter,Female,No,Mannitol,1,3956,AgStation,124,37,1.083333333,,
1.183333333,-13.88,0.81,4039,W27,Winter,Female,No,Mannitol,1,3956,AgStation,124,37,1.083333333,,
1.433333333,-8.66,0.9,4039,W27,Winter,Female,No,Mannitol,1,3956,AgStation,124,37,1.7375,,
1.7,42.56,0.94,4039,W27,Winter,Female,No,Mannitol,1,3956,AgStation,124,37,1.7375,,
1.95,100.1,0.91,4039,W27,Winter,Female,No,Mannitol,1,3956,AgStation,124,37,1.7375,,
2.466666667,207.43,0.62,4039,W27,Winter,Female,No,Mannitol,1,3956,AgStation,124,37,2.375757576,,
-0.216666667,-25.11,0.75,3974,W28,Winter,Male,No,Mannitol,1,3959,AgStation,120,35,-0.229047619,,
0.333333333,-26.51,0.6,3974,W28,Winter,Male,No,Mannitol,1,3959,AgStation,120,35,0.430392157,,
0.6,-26.12,0.92,3974,W28,Winter,Male,No,Mannitol,1,3959,AgStation,120,35,0.430392157,,
0.883333333,-25.4,0.94,3974,W28,Winter,Male,No,Mannitol,1,3959,AgStation,120,35,1.083333333,,
1.166666667,-23.61,0.69,3974,W28,Winter,Male,No,Mannitol,1,3959,AgStation,120,35,1.083333333,,
1.433333333,-23.87,0.73,3974,W28,Winter,Male,No,Mannitol,1,3959,AgStation,120,35,1.7375,,
1.716666667,-22.95,1.04,3974,W28,Winter,Male,No,Mannitol,1,3959,AgStation,120,35,1.7375,,
2.016666667,-22.59,0.98,3974,W28,Winter,Male,No,Mannitol,1,3959,AgStation,120,35,1.7375,,
2.3,-21.88,0.83,3974,W28,Winter,Male,No,Mannitol,1,3959,AgStation,120,35,2.375757576,,
2.583333333,-21.44,0.87,3974,W28,Winter,Male,No,Mannitol,1,3959,AgStation,120,35,2.375757576,,
-0.216666667,-25.46,0.81,3980,W30,Winter,Male,No,Mannitol,1,3959,AgStation,141,38,-0.229047619,,
0.183333333,-27.59,0.71,3980,W30,Winter,Male,No,Mannitol,1,3959,AgStation,141,38,0.430392157,,
0.45,-24.72,1.04,3980,W30,Winter,Male,No,Mannitol,1,3959,AgStation,141,38,0.430392157,,
0.75,-20.25,0.85,3980,W30,Winter,Male,No,Mannitol,1,3959,AgStation,141,38,0.430392157,,
1.033333333,-7.06,0.9,3980,W30,Winter,Male,No,Mannitol,1,3959,AgStation,141,38,1.083333333,,
1.333333333,15.9,1.02,3980,W30,Winter,Male,No,Mannitol,1,3959,AgStation,141,38,1.083333333,,
1.633333333,48.09,0.96,3980,W30,Winter,Male,No,Mannitol,1,3959,AgStation,141,38,1.7375,,
1.933333333,76.61,1.04,3980,W30,Winter,Male,No,Mannitol,1,3959,AgStation,141,38,1.7375,,
2.366666667,110.8,0.96,3980,W30,Winter,Male,No,Mannitol,1,3959,AgStation,141,38,2.375757576,,
-0.216666667,-24.04,0.58,4125,W45,Winter,Male,No,Mannitol,2,4070,AgStation,152.7,35.5,-0.229047619,,
0.216666667,-27.14,0.77,4125,W45,Winter,Male,No,Mannitol,2,4070,AgStation,152.7,35.5,0.430392157,,
0.5,-24.44,0.81,4125,W45,Winter,Male,No,Mannitol,2,4070,AgStation,152.7,35.5,0.430392157,,
0.8,-22.8,0.74,4125,W45,Winter,Male,No,Mannitol,2,4070,AgStation,152.7,35.5,1.083333333,,
1.083333333,-23.23,0.97,4125,W45,Winter,Male,No,Mannitol,2,4070,AgStation,152.7,35.5,1.083333333,,
1.383333333,-22.33,0.9,4125,W45,Winter,Male,No,Mannitol,2,4070,AgStation,152.7,35.5,1.083333333,,
1.666666667,-21.79,0.85,4125,W45,Winter,Male,No,Mannitol,2,4070,AgStation,152.7,35.5,1.7375,,
1.983333333,-18.98,0.75,4125,W45,Winter,Male,No,Mannitol,2,4070,AgStation,152.7,35.5,1.7375,,
2.266666667,-18.57,0.61,4125,W45,Winter,Male,No,Mannitol,2,4070,AgStation,152.7,35.5,2.375757576,,
-0.166666667,-25.6,0.79,4079,W48,Winter,Male,Yes,Mannitol,2,4072,AgStation,122.8,36,-0.229047619,,
0.4,-23.87,0.76,4079,W48,Winter,Male,Yes,Mannitol,2,4072,AgStation,122.8,36,0.385714286,,
0.683333333,-25.4,0.97,4079,W48,Winter,Male,Yes,Mannitol,2,4072,AgStation,122.8,36,0.385714286,,
0.966666667,-24.63,0.98,4079,W48,Winter,Male,Yes,Mannitol,2,4072,AgStation,122.8,36,0.995238095,,
1.266666667,12.81,0.84,4079,W48,Winter,Male,Yes,Mannitol,2,4072,AgStation,122.8,36,0.995238095,,
1.566666667,-24.33,0.9,4079,W48,Winter,Male,Yes,Mannitol,2,4072,AgStation,122.8,36,1.592307692,,
2.183333333,-25.11,0.59,4079,W48,Winter,Male,Yes,Mannitol,2,4072,AgStation,122.8,36,2.277777778,,
2.433333333,-25.48,0.74,4079,W48,Winter,Male,Yes,Mannitol,2,4072,AgStation,122.8,36,2.277777778,,
-0.166666667,-25.02,0.99,4179,W57,Winter,Male,Yes,Mannitol,2,4065,AgStation,146,38,-0.229047619,,
0.166666667,-29.01,0.78,4179,W57,Winter,Male,Yes,Mannitol,2,4065,AgStation,146,38,0.385714286,,
0.716666667,-20.16,0.72,4179,W57,Winter,Male,Yes,Mannitol,2,4065,AgStation,146,38,0.995238095,,
0.983333333,-18.34,0.86,4179,W57,Winter,Male,Yes,Mannitol,2,4065,AgStation,146,38,0.995238095,,
1.266666667,-0.09,0.98,4179,W57,Winter,Male,Yes,Mannitol,2,4065,AgStation,146,38,0.995238095,,
1.533333333,7.53,1.15,4179,W57,Winter,Male,Yes,Mannitol,2,4065,AgStation,146,38,1.592307692,,
1.833333333,29.94,1.14,4179,W57,Winter,Male,Yes,Mannitol,2,4065,AgStation,146,38,1.592307692,,
2.116666667,69.31,0.62,4179,W57,Winter,Male,Yes,Mannitol,2,4065,AgStation,146,38,2.277777778,,
2.45,130.08,0.62,4179,W57,Winter,Male,Yes,Mannitol,2,4065,AgStation,146,38,2.277777778,,
-0.15,-22.16,0.84,3987,P03,Spring,Male,No,Saline,1,3961,AgStation,172.6,36.5,-0.252416667,0,-17.40000002
0.133333333,-27.09,0.91,3987,P03,Spring,Male,No,Saline,1,3961,AgStation,172.6,36.5,0.322222222,-4.93,12.21176468
0.416666667,-23.63,1.07,3987,P03,Spring,Male,No,Saline,1,3961,AgStation,172.6,36.5,0.322222222,-1.47,0.947368423
0.733333333,-23.33,0.96,3987,P03,Spring,Male,No,Saline,1,3961,AgStation,172.6,36.5,0.877777778,-1.17,2.188235289
1.016666667,-22.71,1.1,3987,P03,Spring,Male,No,Saline,1,3961,AgStation,172.6,36.5,0.877777778,-0.55,-1.831578951
1.333333333,-23.29,1.07,3987,P03,Spring,Male,No,Saline,1,3961,AgStation,172.6,36.5,1.303703704,-1.13,0.766666667
1.633333333,-23.06,0.95,3987,P03,Spring,Male,No,Saline,1,3961,AgStation,172.6,36.5,1.733333333,-0.9,-0.866666667
1.933333333,-23.32,0.92,3987,P03,Spring,Male,No,Saline,1,3961,AgStation,172.6,36.5,1.733333333,-1.16,0.070588235
2.216666667,-23.3,0.86,3987,P03,Spring,Male,No,Saline,1,3961,AgStation,172.6,36.5,2.201212121,-1.14,0.1
2.516666667,-23.27,1.02,3987,P03,Spring,Male,No,Saline,1,3961,AgStation,172.6,36.5,2.689230769,-1.11,1.830000002
2.85,-22.66,1,3987,P03,Spring,Male,No,Saline,1,3961,AgStation,172.6,36.5,2.689230769,-0.5,
-0.15,-21.69,0.95,4023,P05,Spring,Female,Yes,Saline,1,3946,Tumbledown,170.3,39,-0.252416667,0,-9.964285714
0.13,-24.48,1.08,4023,P05,Spring,Female,Yes,Saline,1,3946,Tumbledown,170.3,39,0.34,-2.79,5.433333333
0.43,-22.85,0.9,4023,P05,Spring,Female,Yes,Saline,1,3946,Tumbledown,170.3,39,0.34,-1.16,0.482758621
0.72,-22.71,1.07,4023,P05,Spring,Female,Yes,Saline,1,3946,Tumbledown,170.3,39,0.875555556,-1.02,0.571428571
1.07,-22.51,1.11,4023,P05,Spring,Female,Yes,Saline,1,3946,Tumbledown,170.3,39,0.875555556,-0.82,0.6
1.37,-22.33,1.02,4023,P05,Spring,Female,Yes,Saline,1,3946,Tumbledown,170.3,39,1.345333333,-0.64,-1.3
1.67,-22.72,0.63,4023,P05,Spring,Female,Yes,Saline,1,3946,Tumbledown,170.3,39,1.858717949,-1.03,-0.5
1.93,-22.85,0.93,4023,P05,Spring,Female,Yes,Saline,1,3946,Tumbledown,170.3,39,1.858717949,-1.16,0.482758621
2.22,-22.71,1.03,4023,P05,Spring,Female,Yes,Saline,1,3946,Tumbledown,170.3,39,2.346111111,-1.02,-0.066666667
2.52,-22.73,0.95,4023,P05,Spring,Female,Yes,Saline,1,3946,Tumbledown,170.3,39,2.346111111,-1.04,
-0.13,-20.76,0.85,3993,P06,Spring,Female,Yes,Saline,1,3948,Tumbledown,152.1,40,-0.252416667,,
0.15,-23.25,1.18,3993,P06,Spring,Female,Yes,Saline,1,3948,Tumbledown,152.1,40,0.34,,
0.47,-20.74,0.9,3993,P06,Spring,Female,Yes,Saline,1,3948,Tumbledown,152.1,40,0.34,,
1.05,-21.14,1,3993,P06,Spring,Female,Yes,Saline,1,3948,Tumbledown,152.1,40,0.875555556,,
1.35,-21.59,0.95,3993,P06,Spring,Female,Yes,Saline,1,3948,Tumbledown,152.1,40,1.345333333,,
1.7,-21.98,0.87,3993,P06,Spring,Female,Yes,Saline,1,3948,Tumbledown,152.1,40,1.858717949,,
1.98,-23.67,0.59,3993,P06,Spring,Female,Yes,Saline,1,3948,Tumbledown,152.1,40,1.858717949,,
2.25,-22.24,0.74,3993,P06,Spring,Female,Yes,Saline,1,3948,Tumbledown,152.1,40,2.346111111,,
2.53,-22.78,0.75,3993,P06,Spring,Female,Yes,Saline,1,3948,Tumbledown,152.1,40,2.346111111,,
2.82,-22.35,1.1,3993,P06,Spring,Female,Yes,Saline,1,3948,Tumbledown,152.1,40,2.848666667,,
3.133333333,-21.87,0.82,3993,P06,Spring,Female,Yes,Saline,1,3948,Tumbledown,152.1,40,2.848666667,,
-0.13,-19.97,0.65,3999,P09,Spring,Male,No,Saline,1,3948,Tumbledown,172.7,37,-0.252416667,,
