RelTime,Delta,CO2,Number,ID,Season,Sex,Antibiotics,Substrate,Diet,Mom,Mom_Location,BodyMass,BodyTemp,BinTime,NormDelta,Slope
4.116666667,1877.27,0.87,4016,S07,Summer,Female,No,Inulin,1,3947,Tumbledown,144,36,4.254545455,,
4.433333333,1687.03,1.05,4016,S07,Summer,Female,No,Inulin,1,3947,Tumbledown,144,36,4.254545455,,
-0.166666667,-21.44,0.87,3992,S10,Summer,Female,Yes,Inulin,1,3948,Tumbledown,124,36,-0.188412698,,
0.55,308.6,0.91,3992,S10,Summer,Female,Yes,Inulin,1,3948,Tumbledown,124,36,0.403333333,,
0.883333333,319.7,1.08,3992,S10,Summer,Female,Yes,Inulin,1,3948,Tumbledown,124,36,0.898148148,,
1.25,276.8,0.74,3992,S10,Summer,Female,Yes,Inulin,1,3948,Tumbledown,124,36,1.404761905,,
1.55,272.82,0.71,3992,S10,Summer,Female,Yes,Inulin,1,3948,Tumbledown,124,36,1.404761905,,
1.85,204.4,0.9,3992,S10,Summer,Female,Yes,Inulin,1,3948,Tumbledown,124,36,1.916666667,,
2.166666667,167.35,1.11,3992,S10,Summer,Female,Yes,Inulin,1,3948,Tumbledown,124,36,2.358333333,,
2.533333333,136.6,0.96,3992,S10,Summer,Female,Yes,Inulin,1,3948,Tumbledown,124,36,2.358333333,,
2.85,121.6,0.9,3992,S10,Summer,Female,Yes,Inulin,1,3948,Tumbledown,124,36,2.816666667,,
3.183333333,107.26,0.97,3992,S10,Summer,Female,Yes,Inulin,1,3948,Tumbledown,124,36,3.353333333,,
3.533333333,80.83,0.99,3992,S10,Summer,Female,Yes,Inulin,1,3948,Tumbledown,124,36,3.353333333,,
3.866666667,58.4,0.95,3992,S10,Summer,Female,Yes,Inulin,1,3948,Tumbledown,124,36,3.842857143,,
4.183333333,48.6,1.17,3992,S10,Summer,Female,Yes,Inulin,1,3948,Tumbledown,124,36,4.287878788,,
4.55,37.2,0.95,3992,S10,Summer,Female,Yes,Inulin,1,3948,Tumbledown,124,36,4.287878788,,
-0.166666667,-21.1,1.06,4045,S21,Summer,Female,Yes,Inulin,1,3954,Tumbledown,172,38.5,-0.188412698,,
0.716666667,318.01,0.94,4045,S21,Summer,Female,Yes,Inulin,1,3954,Tumbledown,172,38.5,0.898148148,,
1.066666667,274.68,1.01,4045,S21,Summer,Female,Yes,Inulin,1,3954,Tumbledown,172,38.5,0.898148148,,
2.3,158.67,0.92,4045,S21,Summer,Female,Yes,Inulin,1,3954,Tumbledown,172,38.5,2.358333333,,
3.15,86.47,0.87,4045,S21,Summer,Female,Yes,Inulin,1,3954,Tumbledown,172,38.5,3.353333333,,
4.25,16.44,0.77,4045,S21,Summer,Female,Yes,Inulin,1,3954,Tumbledown,172,38.5,4.287878788,,
-0.25,-20.4,1.01,4000,S29,Summer,Female,No,Inulin,1,3955,Tumbledown,225,35,-0.188412698,,
0.65,286.94,0.91,4000,S29,Summer,Female,No,Inulin,1,3955,Tumbledown,225,35,0.885416667,,
0.95,377.99,1.02,4000,S29,Summer,Female,No,Inulin,1,3955,Tumbledown,225,35,0.885416667,,
1.266666667,382.57,1.11,4000,S29,Summer,Female,No,Inulin,1,3955,Tumbledown,225,35,1.377272727,,
1.583333333,281.46,0.96,4000,S29,Summer,Female,No,Inulin,1,3955,Tumbledown,225,35,1.377272727,,
2.25,274.06,1.2,4000,S29,Summer,Female,No,Inulin,1,3955,Tumbledown,225,35,2.352777778,,
2.583333333,249.07,0.68,4000,S29,Summer,Female,No,Inulin,1,3955,Tumbledown,225,35,2.773333333,,
2.866666667,270.69,0.87,4000,S29,Summer,Female,No,Inulin,1,3955,Tumbledown,225,35,2.773333333,,
3.15,741.08,0.96,4000,S29,Summer,Female,No,Inulin,1,3955,Tumbledown,225,35,3.292424243,,
3.45,1130.98,0.73,4000,S29,Summer,Female,No,Inulin,1,3955,Tumbledown,225,35,3.292424243,,
3.733333333,1498.21,0.87,4000,S29,Summer,Female,No,Inulin,1,3955,Tumbledown,225,35,3.75625,,
4.033333333,1473.75,0.9,4000,S29,Summer,Female,No,Inulin,1,3955,Tumbledown,225,35,4.254545455,,
4.316666667,1508.65,0.93,4000,S29,Summer,Female,No,Inulin,1,3955,Tumbledown,225,35,4.254545455,,
-0.35,-22.46,0.86,4010,S30,Summer,Male,Yes,Inulin,1,3957,AgStation,213,33,-0.188412698,,
0.433333333,15.06,0.71,4010,S30,Summer,Male,Yes,Inulin,1,3957,AgStation,213,33,0.403333333,,
0.716666667,107.81,1.18,4010,S30,Summer,Male,Yes,Inulin,1,3957,AgStation,213,33,0.898148148,,
1.05,129.18,0.96,4010,S30,Summer,Male,Yes,Inulin,1,3957,AgStation,213,33,0.898148148,,
1.35,136.53,0.84,4010,S30,Summer,Male,Yes,Inulin,1,3957,AgStation,213,33,1.404761905,,
1.65,129.69,1.18,4010,S30,Summer,Male,Yes,Inulin,1,3957,AgStation,213,33,1.916666667,,
2,109.73,0.56,4010,S30,Summer,Male,Yes,Inulin,1,3957,AgStation,213,33,1.916666667,,
2.266666667,98.28,0.52,4010,S30,Summer,Male,Yes,Inulin,1,3957,AgStation,213,33,2.358333333,,
2.533333333,97.89,0.71,4010,S30,Summer,Male,Yes,Inulin,1,3957,AgStation,213,33,2.358333333,,
2.816666667,59.36,1.2,4010,S30,Summer,Male,Yes,Inulin,1,3957,AgStation,213,33,2.816666667,,
3.166666667,53.99,0.82,4010,S30,Summer,Male,Yes,Inulin,1,3957,AgStation,213,33,3.353333333,,
3.466666667,56.12,1.2,4010,S30,Summer,Male,Yes,Inulin,1,3957,AgStation,213,33,3.353333333,,
3.8,51.8,0.85,4010,S30,Summer,Male,Yes,Inulin,1,3957,AgStation,213,33,3.842857143,,
4.066666667,46.05,0.73,4010,S30,Summer,Male,Yes,Inulin,1,3957,AgStation,213,33,4.287878788,,
-0.133333333,-19.09,0.58,4134,S49,Summer,Male,No,Inulin,2,4076,AgStation,147.6,33,-0.188412698,,
0.15,70.92,0.87,4134,S49,Summer,Male,No,Inulin,2,4076,AgStation,147.6,33,0.34375,,
0.866666667,352.56,0.9,4134,S49,Summer,Male,No,Inulin,2,4076,AgStation,147.6,33,0.885416667,,
1.183333333,374.14,0.62,4134,S49,Summer,Male,No,Inulin,2,4076,AgStation,147.6,33,1.377272727,,
1.6,350.06,0.6,4134,S49,Summer,Male,No,Inulin,2,4076,AgStation,147.6,33,1.841666667,,
1.916666667,352.19,1.2,4134,S49,Summer,Male,No,Inulin,2,4076,AgStation,147.6,33,1.841666667,,
2.316666667,351.5,1.1,4134,S49,Summer,Male,No,Inulin,2,4076,AgStation,147.6,33,2.352777778,,
2.7,361.93,0.95,4134,S49,Summer,Male,No,Inulin,2,4076,AgStation,147.6,33,2.773333333,,
3.066666667,438.12,0.82,4134,S49,Summer,Male,No,Inulin,2,4076,AgStation,147.6,33,3.292424243,,
3.416666667,952.34,0.75,4134,S49,Summer,Male,No,Inulin,2,4076,AgStation,147.6,33,3.292424243,,
3.733333333,1023.76,0.84,4134,S49,Summer,Male,No,Inulin,2,4076,AgStation,147.6,33,3.75625,,
4.1,1691.61,1.01,4134,S49,Summer,Male,No,Inulin,2,4076,AgStation,147.6,33,4.254545455,,
4.5,1904.04,0.78,4134,S49,Summer,Male,No,Inulin,2,4076,AgStation,147.6,33,4.254545455,,
-0.1,-22.72,0.66,4154,S50,Summer,Male,No,Inulin,2,4062,AgStation,167.1,37,-0.188412698,,
0.233333333,20.97,0.81,4154,S50,Summer,Male,No,Inulin,2,4062,AgStation,167.1,37,0.34375,,
0.616666667,305.01,0.86,4154,S50,Summer,Male,No,Inulin,2,4062,AgStation,167.1,37,0.34375,,
1.066666667,346.8,0.51,4154,S50,Summer,Male,No,Inulin,2,4062,AgStation,167.1,37,0.885416667,,
1.55,323.73,0.73,4154,S50,Summer,Male,No,Inulin,2,4062,AgStation,167.1,37,1.377272727,,
1.966666667,380.81,0.67,4154,S50,Summer,Male,No,Inulin,2,4062,AgStation,167.1,37,1.841666667,,
2.4,995.51,0.93,4154,S50,Summer,Male,No,Inulin,2,4062,AgStation,167.1,37,2.352777778,,
2.783333333,1713.79,0.96,4154,S50,Summer,Male,No,Inulin,2,4062,AgStation,167.1,37,2.773333333,,
3.283333333,1805.2,0.91,4154,S50,Summer,Male,No,Inulin,2,4062,AgStation,167.1,37,3.292424243,,
3.7,1968.83,0.76,4154,S50,Summer,Male,No,Inulin,2,4062,AgStation,167.1,37,3.75625,,
4.35,2145.45,1.02,4154,S50,Summer,Male,No,Inulin,2,4062,AgStation,167.1,37,4.254545455,,
4.466666667,1962.59,0.73,4154,S50,Summer,Male,No,Inulin,2,4062,AgStation,167.1,37,4.254545455,,
-0.883333333,-22.71,1.02,4143,S59,Summer,Female,Yes,Inulin,2,4061,AgStation,159.1,40,-0.188412698,,
0.183333333,31.65,0.79,4143,S59,Summer,Female,Yes,Inulin,2,4061,AgStation,159.1,40,0.403333333,,
0.5,107.79,0.5,4143,S59,Summer,Female,Yes,Inulin,2,4061,AgStation,159.1,40,0.403333333,,
0.8,116.47,0.76,4143,S59,Summer,Female,Yes,Inulin,2,4061,AgStation,159.1,40,0.898148148,,
1.133333333,116.08,0.8,4143,S59,Summer,Female,Yes,Inulin,2,4061,AgStation,159.1,40,0.898148148,,
1.916666667,80.21,1,4143,S59,Summer,Female,Yes,Inulin,2,4061,AgStation,159.1,40,1.916666667,,
2.25,71.33,0.95,4143,S59,Summer,Female,Yes,Inulin,2,4061,AgStation,159.1,40,2.358333333,,
2.683333333,64.53,0.83,4143,S59,Summer,Female,Yes,Inulin,2,4061,AgStation,159.1,40,2.816666667,,
3.016666667,55.79,0.68,4143,S59,Summer,Female,Yes,Inulin,2,4061,AgStation,159.1,40,2.816666667,,
3.3,42.94,0.83,4143,S59,Summer,Female,Yes,Inulin,2,4061,AgStation,159.1,40,3.353333333,,
3.633333333,35.59,0.94,4143,S59,Summer,Female,Yes,Inulin,2,4061,AgStation,159.1,40,3.842857143,,
4,27.85,0.92,4143,S59,Summer,Female,Yes,Inulin,2,4061,AgStation,159.1,40,3.842857143,,
4.35,28.12,0.7,4143,S59,Summer,Female,Yes,Inulin,2,4061,AgStation,159.1,40,4.287878788,,
-0.1,-18.71,1.08,4169,S60,Summer,Male,Yes,Inulin,2,4063,AgStation,162,37,-0.188412698,,
1.333333333,308.07,0.56,4169,S60,Summer,Male,Yes,Inulin,2,4063,AgStation,162,37,1.404761905,,
2.033333333,188.57,0.68,4169,S60,Summer,Male,Yes,Inulin,2,4063,AgStation,162,37,1.916666667,,
2.4,136.96,0.56,4169,S60,Summer,Male,Yes,Inulin,2,4063,AgStation,162,37,2.358333333,,
3.533333333,94.95,0.85,4169,S60,Summer,Male,Yes,Inulin,2,4063,AgStation,162,37,3.353333333,,
3.983333333,79.17,1.15,4169,S60,Summer,Male,Yes,Inulin,2,4063,AgStation,162,37,3.842857143,,
4.25,84.5,0.72,4169,S60,Summer,Male,Yes,Inulin,2,4063,AgStation,162,37,4.287878788,,
4.45,76.79,0.54,4169,S60,Summer,Male,Yes,Inulin,2,4063,AgStation,162,37,4.287878788,,
-0.166666667,-21.15,0.88,4106,S61,Summer,Female,Yes,Inulin,2,4066,AgStation,152.1,36.5,-0.188412698,,
0.35,175.98,1.11,4106,S61,Summer,Female,Yes,Inulin,2,4066,AgStation,152.1,36.5,0.403333333,,
0.766666667,355.08,0.79,4106,S61,Summer,Female,Yes,Inulin,2,4066,AgStation,152.1,36.5,0.898148148,,
1.533333333,278.98,0.84,4106,S61,Summer,Female,Yes,Inulin,2,4066,AgStation,152.1,36.5,1.404761905,,
1.85,183.96,0.87,4106,S61,Summer,Female,Yes,Inulin,2,4066,AgStation,152.1,36.5,1.916666667,,
2.7,145.65,0.61,4106,S61,Summer,Female,Yes,Inulin,2,4066,AgStation,152.1,36.5,2.816666667,,
3.433333333,97.18,1,4106,S61,Summer,Female,Yes,Inulin,2,4066,AgStation,152.1,36.5,3.353333333,,
3.8,94.87,0.95,4106,S61,Summer,Female,Yes,Inulin,2,4066,AgStation,152.1,36.5,3.842857143,,
4.116666667,75.18,0.86,4106,S61,Summer,Female,Yes,Inulin,2,4066,AgStation,152.1,36.5,4.287878788,,
4.433333333,53.8,0.88,4106,S61,Summer,Female,Yes,Inulin,2,4066,AgStation,152.1,36.5,4.287878788,,
-0.316666667,-24.25,0.94,4013,W03,Winter,Female,Yes,Inulin,1,3957,AgStation,125.4,36,-0.188412698,,
0.316666667,46.34,0.88,4013,W03,Winter,Female,Yes,Inulin,1,3957,AgStation,125.4,36,0.370222222,,
0.583333333,97.39,0.83,4013,W03,Winter,Female,Yes,Inulin,1,3957,AgStation,125.4,36,0.370222222,,
0.85,141.17,1.11,4013,W03,Winter,Female,Yes,Inulin,1,3957,AgStation,125.4,36,0.932051282,,
1.15,150.5,0.95,4013,W03,Winter,Female,Yes,Inulin,1,3957,AgStation,125.4,36,1.381481482,,
1.416666667,147.77,0.75,4013,W03,Winter,Female,Yes,Inulin,1,3957,AgStation,125.4,36,1.381481482,,
1.683333333,149.04,0.65,4013,W03,Winter,Female,Yes,Inulin,1,3957,AgStation,125.4,36,1.824358974,,
1.933333333,122.4,0.99,4013,W03,Winter,Female,Yes,Inulin,1,3957,AgStation,125.4,36,1.824358974,,
2.216666667,118.1,0.81,4013,W03,Winter,Female,Yes,Inulin,1,3957,AgStation,125.4,36,2.365277778,,
2.483333333,121.76,0.93,4013,W03,Winter,Female,Yes,Inulin,1,3957,AgStation,125.4,36,2.365277778,,
2.75,111.59,0.74,4013,W03,Winter,Female,Yes,Inulin,1,3957,AgStation,125.4,36,2.848148148,,
3.016666667,93.93,0.9,4013,W03,Winter,Female,Yes,Inulin,1,3957,AgStation,125.4,36,2.848148148,,
3.633333333,85.3,0.8,4013,W03,Winter,Female,Yes,Inulin,1,3957,AgStation,125.4,36,3.811111111,,
3.9,49.69,0.83,4013,W03,Winter,Female,Yes,Inulin,1,3957,AgStation,125.4,36,3.811111111,,
4.166666667,29.91,0.73,4013,W03,Winter,Female,Yes,Inulin,1,3957,AgStation,125.4,36,4.331818182,,
4.433333333,38.94,0.91,4013,W03,Winter,Female,Yes,Inulin,1,3957,AgStation,125.4,36,4.331818182,,
-0.233333333,-25.56,1,4040,W07,Winter,Male,Yes,Inulin,1,3956,AgStation,153.9,36.5,-0.188412698,,
0.266666667,70.71,0.63,4040,W07,Winter,Male,Yes,Inulin,1,3956,AgStation,153.9,36.5,0.370222222,,
0.533333333,137.85,0.85,4040,W07,Winter,Male,Yes,Inulin,1,3956,AgStation,153.9,36.5,0.370222222,,
0.816666667,194.77,0.91,4040,W07,Winter,Male,Yes,Inulin,1,3956,AgStation,153.9,36.5,0.932051282,,
1.116666667,228.38,1.11,4040,W07,Winter,Male,Yes,Inulin,1,3956,AgStation,153.9,36.5,0.932051282,,
1.416666667,209.48,0.83,4040,W07,Winter,Male,Yes,Inulin,1,3956,AgStation,153.9,36.5,1.381481482,,
1.7,207.19,0.9,4040,W07,Winter,Male,Yes,Inulin,1,3956,AgStation,153.9,36.5,1.824358974,,
1.983333333,199.33,0.93,4040,W07,Winter,Male,Yes,Inulin,1,3956,AgStation,153.9,36.5,1.824358974,,
2.266666667,187.32,1,4040,W07,Winter,Male,Yes,Inulin,1,3956,AgStation,153.9,36.5,2.365277778,,
2.566666667,155.72,0.96,4040,W07,Winter,Male,Yes,Inulin,1,3956,AgStation,153.9,36.5,2.365277778,,
2.85,127.25,0.7,4040,W07,Winter,Male,Yes,Inulin,1,3956,AgStation,153.9,36.5,2.848148148,,
3.116666667,123.36,0.86,4040,W07,Winter,Male,Yes,Inulin,1,3956,AgStation,153.9,36.5,3.315151515,,
3.4,111.48,1.07,4040,W07,Winter,Male,Yes,Inulin,1,3956,AgStation,153.9,36.5,3.315151515,,
3.7,92.63,0.83,4040,W07,Winter,Male,Yes,Inulin,1,3956,AgStation,153.9,36.5,3.811111111,,
3.983333333,87.39,0.79,4040,W07,Winter,Male,Yes,Inulin,1,3956,AgStation,153.9,36.5,3.811111111,,
4.266666667,79.2,1.2,4040,W07,Winter,Male,Yes,Inulin,1,3956,AgStation,153.9,36.5,4.331818182,,
4.583333333,65.19,0.84,4040,W07,Winter,Male,Yes,Inulin,1,3956,AgStation,153.9,36.5,4.331818182,,
-0.15,-25.32,0.73,4028,W13,Winter,Male,Yes,Inulin,1,3946,AgStation,133.8,38,-0.188412698,,
0.133333333,-6.93,0.54,4028,W13,Winter,Male,Yes,Inulin,1,3946,AgStation,133.8,38,0.370222222,,
0.4,81.04,1.04,4028,W13,Winter,Male,Yes,Inulin,1,3946,AgStation,133.8,38,0.370222222,,
0.7,130.85,1.1,4028,W13,Winter,Male,Yes,Inulin,1,3946,AgStation,133.8,38,0.932051282,,
1.016666667,163.82,1.02,4028,W13,Winter,Male,Yes,Inulin,1,3946,AgStation,133.8,38,0.932051282,,
1.333333333,191.73,0.89,4028,W13,Winter,Male,Yes,Inulin,1,3946,AgStation,133.8,38,1.381481482,,
1.616666667,205.09,1,4028,W13,Winter,Male,Yes,Inulin,1,3946,AgStation,133.8,38,1.824358974,,
1.933333333,192.79,1.06,4028,W13,Winter,Male,Yes,Inulin,1,3946,AgStation,133.8,38,1.824358974,,
2.233333333,174.57,0.75,4028,W13,Winter,Male,Yes,Inulin,1,3946,AgStation,133.8,38,2.365277778,,
2.516666667,160.09,1,4028,W13,Winter,Male,Yes,Inulin,1,3946,AgStation,133.8,38,2.365277778,,
2.816666667,130.95,0.88,4028,W13,Winter,Male,Yes,Inulin,1,3946,AgStation,133.8,38,2.848148148,,
3.116666667,113.84,0.95,4028,W13,Winter,Male,Yes,Inulin,1,3946,AgStation,133.8,38,3.315151515,,
3.416666667,100.45,1.01,4028,W13,Winter,Male,Yes,Inulin,1,3946,AgStation,133.8,38,3.315151515,,
3.716666667,75.81,0.85,4028,W13,Winter,Male,Yes,Inulin,1,3946,AgStation,133.8,38,3.811111111,,
4.4,55.11,1.03,4028,W13,Winter,Male,Yes,Inulin,1,3946,AgStation,133.8,38,4.331818182,,
-0.233333333,-24.37,0.92,4006,W14,Winter,Female,Yes,Inulin,1,3955,AgStation,134.9,37.5,-0.188412698,,
0.233333333,67.92,0.69,4006,W14,Winter,Female,Yes,Inulin,1,3955,AgStation,134.9,37.5,0.370222222,,
0.516666667,119.98,1.12,4006,W14,Winter,Female,Yes,Inulin,1,3955,AgStation,134.9,37.5,0.370222222,,
0.833333333,142.75,0.86,4006,W14,Winter,Female,Yes,Inulin,1,3955,AgStation,134.9,37.5,0.932051282,,
1.116666667,165.99,0.96,4006,W14,Winter,Female,Yes,Inulin,1,3955,AgStation,134.9,37.5,0.932051282,,
1.416666667,189.24,1.08,4006,W14,Winter,Female,Yes,Inulin,1,3955,AgStation,134.9,37.5,1.381481482,,
1.733333333,174.15,1.03,4006,W14,Winter,Female,Yes,Inulin,1,3955,AgStation,134.9,37.5,1.824358974,,
2.05,165.31,1.02,4006,W14,Winter,Female,Yes,Inulin,1,3955,AgStation,134.9,37.5,1.824358974,,
2.35,142.32,1.2,4006,W14,Winter,Female,Yes,Inulin,1,3955,AgStation,134.9,37.5,2.365277778,,
3.016666667,108.29,0.85,4006,W14,Winter,Female,Yes,Inulin,1,3955,AgStation,134.9,37.5,2.848148148,,
3.3,114.96,0.81,4006,W14,Winter,Female,Yes,Inulin,1,3955,AgStation,134.9,37.5,3.315151515,,
3.583333333,138.19,0.89,4006,W14,Winter,Female,Yes,Inulin,1,3955,AgStation,134.9,37.5,3.315151515,,
3.883333333,141.11,0.82,4006,W14,Winter,Female,Yes,Inulin,1,3955,AgStation,134.9,37.5,3.811111111,,
4.166666667,161.7,0.83,4006,W14,Winter,Female,Yes,Inulin,1,3955,AgStation,134.9,37.5,4.331818182,,
4.45,165.44,0.86,4006,W14,Winter,Female,Yes,Inulin,1,3955,AgStation,134.9,37.5,4.331818182,,
-0.116666667,-25.12,0.95,4048,W18,Winter,Female,Yes,Inulin,1,3954,AgStation,134.2,38,-0.188412698,,
0.27,145.61,0.79,4048,W18,Winter,Female,Yes,Inulin,1,3954,AgStation,134.2,38,0.370222222,,
0.55,147.74,0.83,4048,W18,Winter,Female,Yes,Inulin,1,3954,AgStation,134.2,38,0.370222222,,
0.85,173.96,0.6,4048,W18,Winter,Female,Yes,Inulin,1,3954,AgStation,134.2,38,0.932051282,,
1.1,208.5,0.82,4048,W18,Winter,Female,Yes,Inulin,1,3954,AgStation,134.2,38,0.932051282,,
1.4,161.68,0.62,4048,W18,Winter,Female,Yes,Inulin,1,3954,AgStation,134.2,38,1.381481482,,
1.683333333,178.03,0.72,4048,W18,Winter,Female,Yes,Inulin,1,3954,AgStation,134.2,38,1.824358974,,
1.966666667,178.45,0.83,4048,W18,Winter,Female,Yes,Inulin,1,3954,AgStation,134.2,38,1.824358974,,
2.516666667,127.97,1.13,4048,W18,Winter,Female,Yes,Inulin,1,3954,AgStation,134.2,38,2.365277778,,
2.85,122.2,0.97,4048,W18,Winter,Female,Yes,Inulin,1,3954,AgStation,134.2,38,2.848148148,,
3.15,75.4,0.66,4048,W18,Winter,Female,Yes,Inulin,1,3954,AgStation,134.2,38,3.315151515,,
3.416666667,79.22,1.03,4048,W18,Winter,Female,Yes,Inulin,1,3954,AgStation,134.2,38,3.315151515,,
3.733333333,71.29,0.77,4048,W18,Winter,Female,Yes,Inulin,1,3954,AgStation,134.2,38,3.811111111,,
4,75.54,0.84,4048,W18,Winter,Female,Yes,Inulin,1,3954,AgStation,134.2,38,3.811111111,,
4.3,57.85,0.72,4048,W18,Winter,Female,Yes,Inulin,1,3954,AgStation,134.2,38,4.331818182,,
-0.2,-28.82,0.78,4054,W31,Winter,Female,No,Inulin,1,3945,AgStation,116.5,37.5,-0.188412698,0,278.225
0.2,82.47,0.77,4054,W31,Winter,Female,No,Inulin,1,3945,AgStation,116.5,37.5,0.369444445,111.29,265.9909088
0.566666667,180,0.82,4054,W31,Winter,Female,No,Inulin,1,3945,AgStation,116.5,37.5,0.369444445,208.82,418.3666667
0.866666667,305.51,0.92,4054,W31,Winter,Female,No,Inulin,1,3945,AgStation,116.5,37.5,0.895833333,334.33,640.8666667
1.166666667,497.77,1.01,4054,W31,Winter,Female,No,Inulin,1,3945,AgStation,116.5,37.5,1.390909091,526.59,538.1666667
1.466666667,659.22,1.08,4054,W31,Winter,Female,No,Inulin,1,3945,AgStation,116.5,37.5,1.390909091,688.04,385.2947377
1.783333333,781.23,0.99,4054,W31,Winter,Female,No,Inulin,1,3945,AgStation,116.5,37.5,1.838333333,810.05,353.4299993
2.116666667,899.04,0.91,4054,W31,Winter,Female,No,Inulin,1,3945,AgStation,116.5,37.5,2.333333333,927.86,250.2000003
2.4,969.93,0.86,4054,W31,Winter,Female,No,Inulin,1,3945,AgStation,116.5,37.5,2.333333333,998.75,189.4
2.7,1026.75,0.93,4054,W31,Winter,Female,No,Inulin,1,3945,AgStation,116.5,37.5,2.816666667,1055.57,-173.7666667
3,974.62,0.66,4054,W31,Winter,Female,No,Inulin,1,3945,AgStation,116.5,37.5,2.816666667,1003.44,-156.8823531
3.283333333,930.17,0.72,4054,W31,Winter,Female,No,Inulin,1,3945,AgStation,116.5,37.5,3.312121212,958.99,-67.62352925
3.566666667,911.01,1.19,4054,W31,Winter,Female,No,Inulin,1,3945,AgStation,116.5,37.5,3.773333333,939.83,-656.6347832
3.95,659.3,0.89,4054,W31,Winter,Female,No,Inulin,1,3945,AgStation,116.5,37.5,3.773333333,688.12,440.9666667
4.25,791.59,0.75,4054,W31,Winter,Female,No,Inulin,1,3945,AgStation,116.5,37.5,4.247222222,820.41,343.6874996
4.516666667,883.24,0.85,4054,W31,Winter,Female,No,Inulin,1,3945,AgStation,116.5,37.5,4.247222222,912.06,
-0.15,-25.53,0.79,3989,W32,Winter,Female,No,Inulin,1,3961,AgStation,126.3,38,-0.188412698,,
0.383333333,179.56,0.85,3989,W32,Winter,Female,No,Inulin,1,3961,AgStation,126.3,38,0.369444445,,
0.666666667,242.2,1,3989,W32,Winter,Female,No,Inulin,1,3961,AgStation,126.3,38,0.895833333,,
0.966666667,345.31,0.95,3989,W32,Winter,Female,No,Inulin,1,3961,AgStation,126.3,38,0.895833333,,
1.25,476.54,0.96,3989,W32,Winter,Female,No,Inulin,1,3961,AgStation,126.3,38,1.390909091,,
1.55,568.2,0.94,3989,W32,Winter,Female,No,Inulin,1,3961,AgStation,126.3,38,1.390909091,,
1.85,648.45,1.03,3989,W32,Winter,Female,No,Inulin,1,3961,AgStation,126.3,38,1.838333333,,
2.15,807.88,1.06,3989,W32,Winter,Female,No,Inulin,1,3961,AgStation,126.3,38,2.333333333,,
2.45,913.49,1.1,3989,W32,Winter,Female,No,Inulin,1,3961,AgStation,126.3,38,2.333333333,,
2.766666667,1118.08,1.02,3989,W32,Winter,Female,No,Inulin,1,3961,AgStation,126.3,38,2.816666667,,
3.116666667,1034.82,0.84,3989,W32,Winter,Female,No,Inulin,1,3961,AgStation,126.3,38,3.312121212,,
3.4,1134.52,1.11,3989,W32,Winter,Female,No,Inulin,1,3961,AgStation,126.3,38,3.312121212,,
3.716666667,1082.13,0.67,3989,W32,Winter,Female,No,Inulin,1,3961,AgStation,126.3,38,3.773333333,,
3.983333333,1146.05,1.16,3989,W32,Winter,Female,No,Inulin,1,3961,AgStation,126.3,38,3.773333333,,
4.3,1086.76,0.86,3989,W32,Winter,Female,No,Inulin,1,3961,AgStation,126.3,38,4.247222222,,
-0.1,-25.13,1,4050,W33,Winter,Male,No,Inulin,1,3954,AgStation,141.3,38,-0.188412698,,
0.2,61.49,1.17,4050,W33,Winter,Male,No,Inulin,1,3954,AgStation,141.3,38,0.369444445,,
0.516666667,151.6,0.69,4050,W33,Winter,Male,No,Inulin,1,3954,AgStation,141.3,38,0.369444445,,
0.783333333,234.2,1.15,4050,W33,Winter,Male,No,Inulin,1,3954,AgStation,141.3,38,0.895833333,,
1.083333333,301.24,1.11,4050,W33,Winter,Male,No,Inulin,1,3954,AgStation,141.3,38,0.895833333,,
1.566666667,395.66,0.73,4050,W33,Winter,Male,No,Inulin,1,3954,AgStation,141.3,38,1.390909091,,
1.85,458.52,1.06,4050,W33,Winter,Male,No,Inulin,1,3954,AgStation,141.3,38,1.838333333,,
2.15,559.78,0.92,4050,W33,Winter,Male,No,Inulin,1,3954,AgStation,141.3,38,2.333333333,,
2.516666667,672.36,0.94,4050,W33,Winter,Male,No,Inulin,1,3954,AgStation,141.3,38,2.333333333,,
2.8,676.21,0.99,4050,W33,Winter,Male,No,Inulin,1,3954,AgStation,141.3,38,2.816666667,,
3.016666667,745.51,1.2,4050,W33,Winter,Male,No,Inulin,1,3954,AgStation,141.3,38,2.816666667,,
3.35,644.01,0.64,4050,W33,Winter,Male,No,Inulin,1,3954,AgStation,141.3,38,3.312121212,,
3.616666667,844.98,0.62,4050,W33,Winter,Male,No,Inulin,1,3954,AgStation,141.3,38,3.773333333,,
4.033333333,968.97,0.97,4050,W33,Winter,Male,No,Inulin,1,3954,AgStation,141.3,38,4.247222222,,
4.333333333,1066.75,0.92,4050,W33,Winter,Male,No,Inulin,1,3954,AgStation,141.3,38,4.247222222,,
-0.133333333,-26.04,1.17,3975,W34,Winter,Female,No,Inulin,1,3959,AgStation,116.6,35.5,-0.188412698,,
0.25,33.93,0.74,3975,W34,Winter,Female,No,Inulin,1,3959,AgStation,116.6,35.5,0.369444445,,
0.516666667,36.5,0.68,3975,W34,Winter,Female,No,Inulin,1,3959,AgStation,116.6,35.5,0.369444445,,
0.8,45.91,0.75,3975,W34,Winter,Female,No,Inulin,1,3959,AgStation,116.6,35.5,0.895833333,,
