RelTime,Delta,CO2
-0.8,-23.94,0.84
-0.516666667,-22.4,0.95
-0.216666667,-25.46,0.81
0,NA,NA
0.183333333,-27.59,0.71
0.45,-24.72,1.04
0.75,-20.25,0.85
1.033333333,-7.06,0.9
1.333333333,15.9,1.02
1.633333333,48.09,0.96
1.933333333,76.61,1.04
2.366666667,110.8,0.96
