RelTime,Delta,CO2
-0.75,-22.87,0.55
-0.483333333,-25.22,0.63
-0.216666667,-25.11,0.75
0,NA,NA
0.333333333,-26.51,0.6
0.6,-26.12,0.92
0.883333333,-25.4,0.94
1.166666667,-23.61,0.69
1.433333333,-23.87,0.73
1.716666667,-22.95,1.04
2.016666667,-22.59,0.98
2.3,-21.88,0.83
2.583333333,-21.44,0.87
