RelTime,Delta,CO2
-0.633333333,-24.54,0.87
-0.366666667,-25.33,1.05
-0.066666667,-25.37,0.95
0,NA,NA
0.266666667,-25.15,0.82
0.5,-22.67,0.94
0.783333333,107.76,1.03
1.066666667,479.45,1.05
1.383333333,843.44,0.76
1.666666667,1305.06,0.8
1.916666667,1282.7,0.94
2.216666667,1167.14,1.01
