RelTime,Delta,CO2
-0.75,-18.98,1.16
-0.45,-19.65,0.92
-0.166666667,-19.05,0.98
0,NA,NA
0.183333333,-20.36,1.02
0.466666667,-17.87,0.84
0.733333333,-16.55,1.05
1.033333333,-15.66,1.09
1.316666667,-16.17,1.06
1.6,-15.97,1.03
1.9,-15.61,1.09
2.183333333,-15.33,1.05
2.483333333,-12.88,1.08
