RelTime,Delta,CO2
-0.833333333,-23.42,0.58
-0.533333333,-21.52,0.82
-0.216666667,-20.66,0.91
0,NA,NA
0.666666667,-23.41,0.82
0.983333333,-22.6,0.83
1.283333333,-22.46,0.66
1.583333333,-21.41,0.72
1.883333333,-15.92,0.43
2.166666667,-22.28,0.5
