RelTime,Delta,CO2
-0.433333333,-15.34,0.47
-0.15,-28.2,0.96
0,NA,NA
0.133333333,14.13,0.23
0.416666667,-22.1,0.5
0.75,-23.48,1
1.033333333,-24.59,1.01
1.316666667,-22.88,0.86
1.616666667,-21.08,1.2
1.9,-21.77,1.04
2.183333333,-22.81,1.18
2.45,-23.16,0.93
