RelTime,Delta,CO2
-0.733333333,-21.07,0.97
-0.4,-19.91,0.89
-0.083333333,-19.33,0.89
0,NA,NA
0.25,-19.56,1.04
0.616666667,-16.06,0.89
0.933333333,-18.17,0.63
1.25,-15.68,1.2
1.683333333,-17.38,1.38
2.15,-20.94,0.56
2.433333333,-18.39,0.72
