RelTime,Delta,CO2
-0.95,-24.47,0.8
-0.633333333,-24.22,0.93
-0.333333333,-23.93,0.58
0,NA,NA
0.133333333,-28.25,0.62
0.4,-18.91,0.92
0.7,5.41,0.89
0.966666667,16.85,0.87
1.266666667,102.6,0.92
1.55,168.38,0.95
1.85,236.94,0.94
2.133333333,289.04,1.08
2.45,411.33,1.08
