RelTime,Delta,CO2
-0.816666667,-25,1.15
-0.516666667,-24.58,1.04
-0.216666667,-25.23,0.96
0,NA,NA
0.183333333,-26.47,0.83
0.466666667,-23.86,0.61
0.8,-24.63,0.78
1.116666667,-24.24,0.74
1.383333333,-22.81,1.16
1.7,-22.23,0.83
1.983333333,-20.89,0.87
2.266666667,-20.73,0.85
2.55,-18.83,1.03
