RelTime,Delta,CO2
-0.966666667,-21.86,0.86
-0.55,-20.1,1.2
-0.15,-21.06,0.97
0,NA,NA
0.2,-21.61,0.91
0.55,-20.17,0.79
0.866666667,-19.4,0.81
1.3,-19.9,0.69
1.6,-19.04,0.73
1.9,-18.94,0.86
2.216666667,-21.21,0.5
2.5,-19.9,1.02
