RelTime,Delta,CO2
-1.1,-19.3,0.91
-0.8,-19.94,0.76
-0.5,-19.35,0.87
-0.183333333,-21.28,1.12
0,NA,NA
0.166666667,-24.15,1.03
0.5,-17.66,0.85
0.8,-17.54,1.15
1.15,-16.36,0.96
1.466666667,14.03,0.91
1.8,170.45,1
2.116666667,500.59,1.18
2.483333333,941.25,0.98
