,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;,30.769232,9.090909,7.142858,5.555556,7.692308,0,0,0,4.166667,17.647058,20.000000,13.333334,11.538462,25.000000,0,100.000000,0,11.111112
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;,7.692308,27.272728,35.714287,0,30.769232,50.000000,12.500000,20.000000,12.500000,29.411766,50.000000,26.666668,19.230770,8.333334,0,0,16.666668,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;NA;NA;,7.692308,9.090909,0,0,0,0,0,6.666667,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;,7.692308,0,0,5.555556,15.384616,10.000000,0,6.666667,12.500000,0,0,0,3.846154,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA;,7.692308,9.090909,7.142858,0,0,0,6.250000,0,0,11.764706,0,0,3.846154,8.333334,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) family,23.076923,27.272728,14.285715,38.888889,15.384616,10.000000,56.250000,60.000004,41.666664,17.647058,20.000000,20.000000,15.384616,16.666668,37.500000,0.000000,50.000000,22.222223
unclassified,15.384616,9.090909,28.571430,27.777779,30.769232,20.000000,18.750000,6.666667,8.333334,11.764706,0.000000,26.666668,15.384616,16.666667,25.000000,0.000000,16.666667,44.444445
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;,0,9.090909,0,0,0,0,0,0,0,0,0,6.666667,3.846154,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;NA;NA;,0,0,7.142858,5.555556,0,10.000000,0,0,0,0,0,6.666667,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;,0,0,0,11.111112,0,0,0,0,12.500000,11.764706,10.000000,0,19.230770,16.666668,37.500000,0,16.666668,22.222223
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;NA;NA;,0,0,0,5.555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;NA;NA;,0,0,0,0,0,0,6.250000,0,4.166667,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;NA;NA;,0,0,0,0,0,0,0,0,4.166667,0,0,0,3.846154,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Vallitaleaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,3.846154,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333334,0,0,0,0
