,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA;,7.692308,27.272728,7.142858,0,15.384616,40.000000,12.500000,20.000000,12.500000,23.529411,30.000002,20.000000,11.538462,8.333334,0,16.666668,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;NA;,7.692308,0,0,0,0,0,0,0,0,0,0,0,3.846154,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;NA;,7.692308,0,0,5.555556,15.384616,10.000000,0,0,8.333334,0,0,0,3.846154,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;NA;,7.692308,9.090909,0,0,0,0,0,6.666667,0,0,0,0,0,0,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) genus,53.846157,45.454548,21.428572,38.888889,23.076923,10.000000,62.500000,60.000004,45.833336,35.294117,30.000002,33.333336,23.076923,41.666664,37.500000,50.000000,22.222223,0.000000
unclassified,15.384616,9.090909,28.571430,27.777779,30.769232,20.000000,18.750000,6.666667,8.333334,11.764706,0.000000,26.666668,15.384616,16.666667,25.000000,16.666667,44.444445,0.000000
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;NA;,0,9.090909,0,0,0,0,0,0,0,0,0,6.666667,3.846154,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;NA;,0,0,28.571430,0,15.384616,10.000000,0,0,0,5.882353,20.000000,6.666667,7.692308,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;NA;,0,0,7.142858,5.555556,0,10.000000,0,0,0,0,0,6.666667,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;NA;,0,0,7.142858,0,0,0,0,0,4.166667,11.764706,10.000000,0,3.846154,8.333334,0,0,11.111112,100.000000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;,0,0,0,11.111112,0,0,0,0,12.500000,11.764706,10.000000,0,19.230770,16.666668,37.500000,16.666668,22.222223,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;NA;,0,0,0,5.555556,0,0,0,0,0,0,0,0,3.846154,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA;,0,0,0,5.555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;NA;,0,0,0,0,0,0,6.250000,0,4.166667,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaeromassilibacillus;NA;,0,0,0,0,0,0,0,6.666667,4.166667,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Vallitaleaceae;Vallitalea;NA;,0,0,0,0,0,0,0,0,0,0,0,0,3.846154,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333334,0,0,0,0
