,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium A4;,23.076923,9.090909,0,0,7.692308,0,0,0,0,5.882353,10.000000,13.333334,0,16.666668,0,0,0,0
Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:137;,15.384616,0,0,5.555556,7.692308,0,12.500000,40.000000,20.833332,0,0,0,7.692308,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;Eubacterium plexicaudatum;,7.692308,9.090909,0,0,0,0,0,6.666667,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella timonensis;,7.692308,0,0,0,0,0,0,0,4.166667,0,20.000000,0,3.846154,8.333334,0,0,0,0
Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:646;,7.692308,0,7.142858,5.555556,7.692308,0,6.250000,0,0,11.764706,0,0,3.846154,16.666668,25.000000,8.333334,11.111112,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) species,23.076923,45.454548,21.428572,22.222223,15.384616,40.000000,37.500000,13.333334,20.833332,23.529411,30.000002,20.000000,19.230770,16.666668,12.500000,50.000000,22.222223,0.000000
unclassified,15.384616,9.090909,28.571430,27.777779,30.769232,20.000000,18.750000,6.666667,8.333334,11.764706,0.000000,26.666668,15.384616,16.666667,25.000000,16.666667,44.444445,0.000000
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium perfringens;,0,9.090909,0,0,0,0,0,0,0,0,0,6.666667,3.846154,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. 885;,0,9.090909,0,0,0,0,0,0,0,0,10.000000,0,0,0,0,8.333334,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. P4-51;,0,9.090909,0,0,15.384616,20.000000,12.500000,13.333334,8.333334,17.647058,0,13.333334,3.846154,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;Alloprevotella sp. E39;,0,0,14.285715,0,0,10.000000,0,0,0,0,10.000000,0,3.846154,0,0,0,0,0
