,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;,10.22073,5.614345,12.425329,13.100558,4.985018,42.026825,9.319249,16.543026,9.244533,19.828642,7.094018,6.849315,4.285715,5.22279,23.694565,64.444237,26.366121,0.500835
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA;,2.879079,8.788948,14.994027,6.368715,12.312721,7.675112,0.211268,0.667656,3.280318,2.672379,2.521368,16.666668,3.041475,7.596786,10.944206,0,1.502732,0.834725
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA;,1.535509,3.556731,2.449224,3.519553,3.187142,0.447094,15.023475,6.936202,2.882704,2.060384,0.25641,0.025368,2.211982,5.58802,0.965665,4.513241,9.528688,20.283806
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Candidatus Amulumruptor;NA;,1.199616,1.38154,0.716846,1.22905,1.253065,0.372578,0.798122,1.409495,1.888668,1.835985,0.726496,0.329782,2.119816,1.387874,0.500715,0,1.468579,0.584307
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;NA;,0.671785,0.176367,0,0.335196,0.081722,0.223547,0.093897,0.74184,0.795229,0.571195,0.34188,0.152207,0.322581,0.474799,0.125179,0,0.102459,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;Dysgonomonas;NA;,0.479846,0.205761,0.059737,0.27933,0,0.298063,0.046948,0.037092,0,0.0204,0.299145,0.101471,0.322581,0,0.214592,0,0,0.083472
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria;NA;,0.431862,0,0,0,0,0,0,0,0,0,0.17094,0.93861,0,0.401753,0.697425,0,0,0
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;NA;,0.335893,0.029394,0.059737,0.027933,0.122582,0.074516,0.046948,0,0,0.0204,0.42735,1.750381,0,0.401753,0.965665,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;NA;,0.239923,0,0,0,0.040861,0,0,0,0,0,0,0.101471,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halobacillus;NA;,0.191939,0.029394,0,0.027933,0.040861,0.074516,0,0,0,0,0,0,0,0,0.017883,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA;,0.191939,1.263962,0.059737,0.335196,1.03514,0,0.610329,1.11276,0.994036,0.265198,0.34188,0.076104,0.829493,0.949598,0.160944,0,0.751366,0.250417
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;NA;,0.143954,0,0,0.195531,0.01362,0,0.023474,0.037092,0.198807,0.081599,0,0,0.184332,0,0,0,0.478142,0.542571
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Trichococcus;NA;,0.095969,0,0,0.027933,0,0,0,0,0,0,0.042735,0,0,0,0,0,0,0
