,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA;,23.255816,12.244898,8.823529,9.210526,17.142859,5.555556,10.714286,12.500000,11.666667,17.647058,21.052631,11.764706,19.696970,13.043478,22.857143,14.705883,12.121212,9.090909
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;NA;,16.279070,10.204082,11.764706,9.210526,12.857143,25.000000,25.000000,12.500000,6.666667,8.823529,10.526316,20.588236,12.121212,13.043478,20.000000,20.588236,12.121212,27.272728
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;,6.976745,12.244898,23.529411,9.210526,12.857143,19.444445,10.714286,4.166667,18.333334,14.705883,13.157895,14.705883,16.666668,17.391304,20.000000,20.588236,6.060606,36.363636
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;NA;NA;,4.651163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;NA;NA;,4.651163,4.081633,0,2.631579,0,0,0,0,3.333333,5.882353,0,0,1.515152,6.521739,0,0,6.060606,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;NA;NA;,4.651163,2.040816,2.941176,3.947368,1.428571,0,0,8.333334,0,0,2.631579,2.941176,1.515152,0,0,2.941176,3.030303,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;,2.325581,14.285715,5.882353,5.263158,4.285715,11.111112,7.142858,20.833332,6.666667,14.705883,5.263158,11.764706,7.575758,8.695652,11.428572,5.882353,9.090909,9.090909
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;NA;NA;,2.325581,0,0,0,0,0,3.571429,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;NA;NA;,2.325581,2.040816,0,1.315789,1.428571,0,3.571429,4.166667,6.666667,2.941176,0,2.941176,3.030303,0,2.857143,2.941176,3.030303,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;NA;NA;,2.325581,2.040816,0,0,0,0,0,8.333334,1.666667,2.941176,2.631579,2.941176,1.515152,2.173913,0,2.941176,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) family,20.930233,32.653061,32.352943,35.526314,37.142857,27.777779,25.000000,12.500000,36.666668,14.705883,28.947369,14.705883,21.212122,28.260868,11.428572,26.470589,33.333336,18.181818
unclassified,9.302326,4.081633,5.882353,5.263158,5.714286,8.333334,10.714286,4.166667,3.333334,5.882353,10.526316,8.823530,9.090909,2.173913,5.714286,0.000000,3.030303,0.000000
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;,0,2.040816,5.882353,10.526316,1.428571,2.777778,3.571429,4.166667,3.333333,11.764706,2.631579,2.941176,6.060606,4.347826,2.857143,2.941176,6.060606,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;NA;NA;,0,2.040816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Spirochaetes;Spirochaetia;Brachyspirales;Brachyspiraceae;NA;NA;,0,0,2.941176,1.315789,2.857143,0,0,4.166667,0,0,0,2.941176,0,0,2.857143,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;NA;NA;,0,0,0,2.631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;NA;NA;,0,0,0,2.631579,0,0,0,0,0,0,0,0,0,2.173913,0,0,0,0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;NA;NA;,0,0,0,1.315789,2.857143,0,0,0,0,0,0,0,0,0,0,0,3.030303,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;NA;NA;,0,0,0,0,0,0,0,4.166667,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;NA;NA;,0,0,0,0,0,0,0,0,1.666667,0,0,0,0,0,0,0,0,0
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0,2.631579,0,0,2.173913,0,0,3.030303,0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,2.941176,0,0,0,0,0,0
