,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Bacteroidetes;Bacteroidia;NA;NA;NA;NA;,40.251572,43.939392,47.572815,29.885057,48.214287,41.322315,43.820225,47.142857,50.000000,51.923077,53.076923,39.534885,38.197426,47.787609,44.347824,59.574467,60.975613,69.767441
Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA;,15.723270,6.818182,8.737864,6.896552,8.928572,9.090909,16.853933,10.000000,8.593750,7.692308,3.846154,14.728682,18.454937,6.194690,10.434782,9.574469,3.658536,13.953489
Bacteria;Actinobacteria;Actinobacteria;NA;NA;NA;NA;,1.257862,0.757576,0,0,0,0.826446,0,0,0,0,0.769231,0,0.429185,0,0.869565,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA;,1.257862,2.272727,0,2.298851,1.190476,0.826446,0,0,0,0,0,2.325581,1.287554,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA;,1.257862,0.757576,0.970874,0,0,0,1.123595,0,0,0.961538,0,0.775194,1.287554,0.884956,0.869565,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;NA;NA;NA;NA;,0.628931,4.545455,5.825243,2.298851,1.190476,4.958678,5.617978,10.000000,3.906250,0,3.076923,2.325581,0.858369,1.769912,1.739130,3.191489,1.219512,0
Bacteria;Bacteroidetes;Cytophagia;NA;NA;NA;NA;,0.628931,0,0,1.149425,0,0,0,0,0,0,0,0,0,0.884956,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) class,6.918239,14.393939,5.825243,23.563217,11.904762,12.396694,4.494382,7.142858,11.718750,6.730770,11.538462,8.527132,8.154507,11.504425,12.173913,7.446808,13.414635,4.651163
unclassified,32.075471,24.242425,29.126215,31.034482,25.595239,27.272728,28.089887,22.857143,25.781250,30.769232,26.153848,30.232558,30.472103,30.088496,27.826086,19.148937,19.512194,9.302326
Bacteria;Proteobacteria;Betaproteobacteria;NA;NA;NA;NA;,0,0.757576,0.970874,0.574713,0.595238,0,0,0,0,0.961538,0.769231,0,0.429185,0.884956,0,0,0,2.325581
Bacteria;Spirochaetes;Spirochaetia;NA;NA;NA;NA;,0,0.757576,0,2.298851,0,0,0,0,0,0,0.769231,0,0.429185,0,0,1.063830,0,0
Bacteria;Firmicutes;Negativicutes;NA;NA;NA;NA;,0,0.757576,0,0,0.595238,2.479339,0,1.428571,0,0.961538,0,0.775194,0,0,0.869565,0,0,0
Bacteria;Proteobacteria;Epsilonproteobacteria;NA;NA;NA;NA;,0,0,0.970874,0,1.190476,0.826446,0,0,0,0,0,0,0,0,0.869565,0,1.219512,0
Bacteria;Fusobacteria;Fusobacteriia;NA;NA;NA;NA;,0,0,0,0,0.595238,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;NA;NA;NA;NA;,0,0,0,0,0,0,0,1.428571,0,0,0,0.775194,0,0,0,0,0,0
