,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Ruminiclostridium;NA;,10.000000,0,0,0,0,0,0,0,0,0,5.555556,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;,6.666667,0,21.428572,17.391304,5.263158,6.666667,18.181818,28.571430,14.285715,6.250000,22.222223,4.545455,9.677419,0,30.000002,60.000004,0,44.444447
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;NA;,3.333333,0,7.142858,0,5.263158,0,9.090909,0,0,0,0,0,3.225806,7.142858,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;NA;,3.333333,8.333334,0,4.347826,0,6.666667,9.090909,0,0,0,0,0,3.225806,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Marinococcus;NA;,3.333333,0,0,4.347826,5.263158,0,0,0,0,0,0,0,3.225806,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;NA;,3.333333,0,0,4.347826,5.263158,0,9.090909,0,0,0,0,0,0,7.142858,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;NA;,3.333333,0,0,0,0,6.666667,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Amphibacillus;NA;,3.333333,0,0,0,0,0,0,0,0,0,0,0,3.225806,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;NA;,3.333333,0,0,4.347826,0,0,0,0,0,0,11.111112,0,3.225806,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;NA;,3.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;NA;,3.333333,16.666668,0,0,10.526316,6.666667,0,0,0,12.500000,5.555556,9.090909,3.225806,21.428572,0,0,20.000000,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Herbinix;NA;,3.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Schaedlerella;NA;,3.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) genus,40.000000,58.333332,35.714287,34.782608,57.894737,53.333336,27.272728,14.285715,71.428574,62.500000,33.333336,72.727272,38.709675,42.857143,70.000000,40.000000,20.000000,22.222223
