,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA;,37.446808,25.603863,30.635838,34.334763,31.651375,25.663715,34.745762,35.849056,31.746033,34.682079,30.645163,34.328358,37.209301,34.939758,30.081303,27.083334,31.746033,46.835442
Bacteria;Bacteroidetes;Bacteroidia;NA;NA;NA;NA;,20.425531,37.198067,34.682079,33.476395,35.321102,40.707962,38.983051,38.679245,37.301590,43.352600,38.172043,23.383083,31.686047,34.939758,48.780487,48.958336,41.269840,43.037975
Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA;,2.127660,2.415459,1.734104,3.004292,1.376147,1.769912,0,0.943396,3.968254,1.156069,1.075269,1.990050,1.744186,1.807229,2.439024,3.125000,1.587302,1.265823
Bacteria;Verrucomicrobia;Verrucomicrobiae;NA;NA;NA;NA;,1.702128,1.932367,0.578035,1.716738,0.917431,0.884956,0,3.773585,0,1.156069,1.075269,0.497512,0,0,0,3.125000,3.174603,1.265823
Bacteria;Bacteroidetes;Sphingobacteriia;NA;NA;NA;NA;,1.276596,0,0.578035,0.858369,0.458716,0.884956,0,0,1.587302,0.578035,1.075269,0.995025,0.290698,0.602410,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;NA;NA;NA;NA;,0.851064,1.449275,1.734104,1.716738,1.834862,1.769912,1.694915,3.773585,3.174603,0.578035,1.075269,0,0.290698,1.204819,2.439024,3.125000,3.174603,1.265823
Bacteria;Tenericutes;Mollicutes;NA;NA;NA;NA;,0.851064,0,0,0,0,0,0,0,0,0,0,0.497512,1.162791,0,0,0,0,0
Bacteria;Actinobacteria;Coriobacteriia;NA;NA;NA;NA;,0.425532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;NA;NA;NA;NA;,0.425532,0.966184,1.156069,0.858369,1.376147,1.769912,1.694915,0,2.380952,1.156069,0.537634,1.492537,0.581395,1.204819,0.813008,2.083333,0,1.265823
Bacteria;Verrucomicrobia;Spartobacteria;NA;NA;NA;NA;,0.425532,0,0,0.429185,0,0,0,0,0,0.578035,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Eurotiomycetes;NA;NA;NA;NA;,0.425532,0.483092,0,0,0.458716,0,0,0,1.587302,1.156069,0,0,0,0,0,0,0,0
Bacteria;Spirochaetes;Spirochaetia;NA;NA;NA;NA;,0.425532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Erysipelotrichia;NA;NA;NA;NA;,0.425532,0,0,0.429185,0,0,0.847458,0.943396,1.587302,0,1.075269,0.497512,0.290698,1.204819,0,0,3.174603,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) class,11.063829,7.729468,15.606936,6.437768,10.091743,12.389380,11.016950,9.433963,7.142858,8.092485,11.290322,10.945274,9.302325,8.433735,5.691057,7.291667,9.523809,3.797468
unclassified,21.702127,21.256039,12.716763,15.879828,15.137614,12.389380,11.016949,4.716981,8.730159,6.358381,13.978495,22.885571,16.279070,14.457831,9.756097,5.208333,6.349207,1.265823
Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA;,0,0.483092,0,0,0,0,0,0.943396,0,0,0,0.497512,0,0,0,0,0,0
Bacteria;Chloroflexi;Anaerolineae;NA;NA;NA;NA;,0,0.483092,0,0,0.458716,0,0,0.943396,0.793651,0,0,0.497512,0.290698,0.602410,0,0,0,0
Eukaryota;Chlorophyta;Trebouxiophyceae;NA;NA;NA;NA;,0,0,0.578035,0,0,0,0,0,0,0,0,0.497512,0,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;NA;NA;NA;NA;,0,0,0,0.429185,0.458716,0.884956,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;NA;NA;NA;NA;,0,0,0,0.429185,0,0,0,0,0,0,0,0.497512,0,0.602410,0,0,0,0
Eukaryota;NA;Oomycota;NA;NA;NA;NA;,0,0,0,0,0.458716,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Leotiomycetes;NA;NA;NA;NA;,0,0,0,0,0,0.884956,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0.578035,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Sordariomycetes;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0.578035,0,0,0.581395,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0.497512,0,0,0,0,0,0
Bacteria;Lentisphaerae;Lentisphaeria;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0.290698,0,0,0,0,0
