,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA;,13.793103,18.518518,16.666668,9.375000,20.689655,18.181818,17.391304,15.000001,13.333334,13.333334,11.111112,15.000001,19.047619,12.000000,26.315790,17.857143,21.428572,33.333336
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;,10.344828,7.407407,29.166666,12.500000,6.896552,9.090909,17.391304,15.000001,10.000000,23.333334,18.518518,10.000000,14.285715,16.000000,15.789473,10.714286,7.142858,44.444447
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA;,6.896552,0,8.333334,6.250000,3.448276,0,0,0,3.333333,0,7.407407,0,7.142858,4.000000,0,0,7.142858,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA;,3.448276,7.407407,12.500000,9.375000,3.448276,13.636364,4.347826,5.000000,6.666667,10.000000,7.407407,15.000001,4.761905,8.000000,10.526316,7.142858,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenella;NA;,3.448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA;,3.448276,3.703704,0,3.125000,3.448276,4.545455,0,5.000000,3.333333,3.333333,3.703704,5.000000,4.761905,4.000000,0,7.142858,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;NA;,3.448276,3.703704,0,3.125000,0,4.545455,0,5.000000,0,0,0,0,0,0,0,0,0,11.111112
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) genus,55.172413,55.555557,33.333336,53.125000,58.620689,50.000000,60.869564,50.000000,60.000004,50.000000,44.444447,50.000000,47.619049,48.000000,47.368423,50.000000,42.857143,11.111112
unclassified,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;NA;,0,3.703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Fornicata;NA;Diplomonadida;Hexamitidae;Giardia;NA;,0,0,0,3.125000,0,0,0,0,0,0,0,0,0,0,0,3.571429,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;Dysgonomonas;NA;,0,0,0,0,3.448276,0,0,0,0,0,0,0,2.380952,4.000000,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Sanguibacteroides;NA;,0,0,0,0,0,0,0,5.000000,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;NA;,0,0,0,0,0,0,0,0,3.333333,0,0,0,0,0,0,3.571429,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Mailhella;NA;,0,0,0,0,0,0,0,0,0,0,7.407407,0,0,4.000000,0,0,7.142858,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142858,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Mediterranea;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142858,0
