,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;,32.584270,50.000000,53.703701,50.877197,38.461540,48.936169,58.064514,66.250000,33.043476,53.284668,40.000000,51.041668,55.974842,43.902439,57.608692,40.740742,32.432430,68.604652
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;NA;NA;,20.224718,12.195122,12.037037,10.526316,13.846154,8.510638,12.903225,22.500000,22.608696,15.328466,16.363636,4.166667,10.062893,7.317073,5.434783,23.456789,16.216215,11.627908
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;NA;,12.359550,8.536586,14.814815,8.771930,11.538462,19.148937,4.838709,0,12.173913,8.029197,8.181818,16.666668,7.547170,14.634146,16.304348,14.814815,29.729731,12.790698
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;,8.988764,4.878048,5.555556,6.140351,3.846154,0,0,2.500000,1.739130,3.649635,10.000000,9.375000,1.886792,3.658536,2.173913,0,2.702703,1.162791
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA;,8.988764,7.317073,0.925926,5.263158,7.692308,4.255319,6.451612,0,5.217391,3.649635,5.454545,3.125000,2.515723,4.878048,5.434783,1.234568,2.702703,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;NA;NA;,1.123595,1.219512,0,0.877193,0,0,0,0,1.739130,0,0.909091,1.041667,0,0,0,1.234568,1.351351,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;NA;NA;,1.123595,1.219512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Preaxostyla;NA;Oxymonadida;Streblomastigidae;NA;NA;,1.123595,2.439024,0.925926,0,1.538462,0,0,0,0,0,0,1.041667,0,2.439024,1.086957,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;NA;NA;,1.123595,0,1.851852,1.754386,2.307692,0,0,1.250000,2.608696,2.919708,2.727273,0,1.257862,2.439024,1.086957,1.234568,5.405406,2.325581
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;NA;NA;,1.123595,0,0.925926,1.754386,3.076923,0,0,1.250000,1.739130,1.459854,0.909091,1.041667,2.515723,3.658536,2.173913,2.469136,2.702703,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) family,7.865169,10.975610,4.629630,7.017544,10.000000,11.702127,14.516129,3.750000,13.043478,10.218978,10.000000,6.250000,6.289309,7.317073,5.434783,11.111112,5.405406,3.488372
unclassified,3.370786,0.000000,1.851852,2.631579,2.307692,1.063830,0.000000,1.250000,5.217391,0.729927,1.818182,1.041667,1.257862,2.439024,2.173913,0.000000,1.351351,0.000000
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;NA;NA;,0,1.219512,0,0,0.769231,1.063830,1.612903,0,0,0,0.909091,1.041667,1.257862,2.439024,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;NA;NA;,0,0,0.925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;NA;NA;,0,0,0.925926,0,0,1.063830,0,0,0,0,0,0,0,0,0,1.234568,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Catalimonadaceae;NA;NA;,0,0,0.925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;NA;NA;,0,0,0,0.877193,0,0,0,0,0,0,0,0,0.628931,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;NA;NA;,0,0,0,0.877193,0,0,0,0,0,0,0,0,3.144654,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;,0,0,0,0.877193,0,0,1.612903,0,0,0,0,0,0.628931,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;NA;NA;,0,0,0,0.877193,0,0,0,0,0,0,0,0,0.628931,1.219512,0,1.234568,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;,0,0,0,0.877193,0,0,0,0,0,0,0,0,0.628931,0,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NA;NA;,0,0,0,0,0.769231,2.127660,0,0,0,0,0.909091,1.041667,0.628931,0,1.086957,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;NA;NA;,0,0,0,0,0.769231,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;NA;NA;,0,0,0,0,0.769231,0,0,0,0,0,0.909091,2.083333,0,1.219512,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;NA;NA;,0,0,0,0,0.769231,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;NA;NA;,0,0,0,0,0.769231,1.063830,0,0,0,0,0,1.041667,0,1.219512,0,0,0,0
Bacteria;Planctomycetes;Phycisphaerae;Sedimentisphaerales;Anaerohalosphaeraceae;NA;NA;,0,0,0,0,0.769231,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae;NA;NA;,0,0,0,0,0,1.063830,0,0,0.869565,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;NA;NA;,0,0,0,0,0,0,0,1.250000,0,0,0.909091,0,0,1.219512,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0.729927,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,1.886792,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0.628931,0,0,0,0,0
