,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;,15.476191,14.754099,23.333334,27.500000,28.333334,30.434782,23.076923,30.769232,28.571430,25.641027,27.419355,14.285715,15.555556,16.000000,19.047619,51.219513,52.631580,40.909092
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;NA;,3.571429,4.918033,0,1.250000,1.666667,0,0,0,0,0,0,1.785714,0.740741,0,0,2.439024,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;NA;,3.571429,1.639344,1.666667,1.250000,1.666667,4.347826,5.128205,0,0,2.564103,1.612903,5.357143,0,2.000000,2.380952,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA;,2.380952,8.196721,6.666667,6.250000,5.000000,10.869565,0,0,0,3.846154,6.451612,5.357143,1.481481,8.000000,7.142858,4.878048,0,4.545455
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;NA;,2.380952,1.639344,0,1.250000,1.666667,0,0,0,0,0,0,0,0.740741,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;NA;,1.190476,1.639344,0,0,0,0,0,3.846154,0,0,0,1.785714,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;NA;,1.190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter;NA;,1.190476,0,0,0,0,0,0,0,0,0,0,0,0,2.000000,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;NA;,1.190476,1.639344,0,1.250000,0,0,0,3.846154,0,1.282051,0,1.785714,0,0,0,0,0,9.090909
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lacrimispora;NA;,1.190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) genus,22.619047,16.393442,25.000000,22.500000,21.666666,17.391304,25.641027,15.384616,21.428572,17.948719,24.193548,16.071428,20.000000,24.000000,30.952381,14.634146,10.526316,4.545455
unclassified,44.047618,44.262296,26.666668,34.999999,31.666666,30.434781,30.769232,23.076923,38.095239,37.179488,30.645162,41.071430,54.074073,41.999999,33.333334,14.634146,26.315790,9.090909
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;NA;,0,3.278688,3.333333,0,0,0,0,0,0,1.282051,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA;,0,1.639344,1.666667,1.250000,1.666667,0,0,0,0,0,4.838709,0,0.740741,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;NA;,0,0,3.333333,0,0,0,5.128205,0,0,1.282051,0,3.571429,0,0,0,2.439024,5.263158,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;NA;,0,0,1.666667,1.250000,1.666667,2.173913,0,3.846154,0,2.564103,1.612903,1.785714,2.222222,0,0,0,0,4.545455
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;NA;,0,0,1.666667,0,0,2.173913,0,0,0,2.564103,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Mangrovibacterium;NA;,0,0,1.666667,0,0,0,0,0,2.380952,0,0,0,0.740741,0,0,0,5.263158,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;NA;,0,0,1.666667,0,1.666667,0,7.692308,11.538462,7.142858,1.282051,0,0,0.740741,2.000000,0,2.439024,0,13.636364
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;NA;,0,0,1.666667,0,0,0,0,3.846154,0,0,1.612903,0,0.740741,2.000000,0,2.439024,0,0
