,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;NA;,25.000000,55.000000,42.105263,33.333336,43.333332,31.250000,46.666668,50.000000,58.823532,31.578945,55.882351,25.000000,35.616440,51.351349,48.387096,64.285713,62.500000,77.777779
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;NA;,17.500000,15.000001,26.315790,22.222223,16.666668,21.875000,20.000000,16.666668,17.647058,21.052631,17.647058,40.000000,27.397261,8.108108,12.903225,7.142858,12.500000,11.111112
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NA;NA;NA;,2.500000,0,2.631579,0,0,0,0,0,5.882353,0,2.941176,0,1.369863,2.702703,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;NA;NA;NA;,2.500000,2.500000,0,0,3.333333,0,0,0,0,0,5.882353,0,1.369863,0,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) order,7.500000,2.500000,2.631579,8.888889,6.666667,9.375000,6.666667,8.333334,0.000000,10.526316,0.000000,0.000000,1.369863,5.405406,16.129032,7.142858,0.000000,0.000000
unclassified,44.999999,22.499999,26.315790,33.333334,30.000001,34.375000,26.666668,25.000000,17.647059,36.842105,17.647059,34.999999,32.876712,32.432431,22.580644,21.428572,25.000000,11.111111
Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA;NA;,0,2.500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;NA;NA;NA;,0,0,0,2.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Thermotogae;Thermotogae;Petrotogales;NA;NA;NA;,0,0,0,0,0,3.125000,0,0,0,0,0,0,0,0,0,0,0,0
