,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;,7.568807,12.597200,17.896679,9.216590,14.525993,12.692308,13.975904,16.620499,15.677966,16.550524,15.586691,7.673569,12.300469,12.810707,16.945606,18.469658,13.945578,26.829269
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;NA;,4.472477,2.332815,2.398524,3.456221,2.446483,6.153846,3.855422,2.216066,2.330508,2.090592,1.225919,4.628502,4.319249,3.632887,2.928870,2.638522,3.401361,0.487805
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;NA;,2.408257,2.332815,2.214022,1.958525,1.223242,0.769231,2.650602,2.216066,2.330508,1.916376,1.401051,2.436054,1.032864,1.529637,1.046025,2.110818,1.020408,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;NA;,2.178899,1.866252,2.583026,2.880184,1.070336,1.730769,0.240964,0.831025,0.635593,1.742160,1.401051,1.583435,1.877934,1.529637,2.928870,0.527704,1.360544,5.853659
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;NA;,1.949541,1.555210,1.291513,0.576037,0.917431,2.115385,1.445783,1.662050,1.271186,1.045296,1.926445,1.339829,1.126760,1.720841,0.418410,1.846966,0.340136,0.487805
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;NA;,1.720183,1.399689,1.107011,1.382488,0.458716,0.576923,1.204819,1.939058,1.906780,1.219512,0.875657,1.218027,1.314554,1.529637,1.046025,0.527704,0.340136,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;NA;,1.490826,0.466563,0.553506,1.036866,1.070336,0.961538,0.722892,0.554017,0.423729,0.348432,0.875657,1.339829,1.690141,1.338432,1.046025,0.791557,0.340136,0.975610
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Gemmiger;NA;,1.376147,0.466563,0.553506,0.806452,0.458716,0.384615,0.240964,0.831025,0.423729,0.696864,0.875657,1.339829,0.938967,0.764818,0.627615,0.263852,0.340136,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;NA;,1.261468,0.155521,0.738007,1.267281,0.611621,0.576923,0.481928,1.108033,0.423729,0.522648,1.401051,1.339829,1.126760,1.529637,0.418410,0.263852,0.340136,0.975610
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Murimonas;NA;,1.261468,0.311042,0.184502,1.152074,0.152905,0.384615,1.927711,0.831025,0.635593,0.522648,0.700525,0.852619,0.657277,0.382409,0,0.263852,0.340136,0.975610
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA;,1.146789,2.332815,2.029520,1.267281,1.834862,1.923077,0.481928,0.554017,1.271186,1.916376,2.977233,1.096224,1.408451,2.294455,2.301255,0.791557,1.360544,0.975610
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;NA;,1.032110,1.555210,1.291513,1.843318,1.529052,0.576923,1.686747,1.662050,0.847458,0.696864,0.700525,1.339829,0.938967,1.147228,0.627615,1.055409,1.020408,1.951220
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;NA;,1.032110,1.399689,2.214022,1.612903,2.752294,1.538462,2.650602,3.324100,2.542373,1.916376,3.327496,1.583435,1.877934,1.147228,2.092050,1.055409,2.040816,1.951220
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;NA;,0.917431,1.088647,1.291513,1.267281,0.917431,0.769231,2.891566,1.385041,0.847458,1.567944,1.050788,0.487211,0.469484,0.191205,0.627615,0,2.040816,4.390244
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA;,0.802752,0.311042,1.845018,0.921659,1.376147,0.961538,1.204819,1.662050,1.694915,1.393728,1.576182,0.487211,0.751174,0.382409,0.836820,3.166227,1.360544,2.439024
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;NA;,0.688073,0.933126,0.553506,0.576037,0.305810,0.576923,0,0.831025,0.847458,1.393728,0.525394,1.096224,0.469484,0.956023,0.836820,0.527704,2.380952,0.975610
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA;,0.573394,1.710731,2.029520,1.843318,2.446483,1.923077,1.686747,0.831025,2.966102,0.871080,1.225919,1.461632,1.126760,0.956023,3.138075,3.693932,3.061224,5.365854
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Neglecta;NA;,0.573394,0,0.184502,0.230415,0.152905,0.576923,1.445783,0,0,0,0,0.609013,0.657277,0,0,0.263852,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Kineothrix;NA;,0.573394,0.311042,0.184502,0.460829,0.611621,1.153846,0.240964,0.831025,0.211864,0.174216,0.350263,0.974422,0.657277,0.382409,0.627615,0.791557,0.340136,0.487805
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Schaedlerella;NA;,0.573394,1.244168,1.107011,0.921659,0.917431,0.192308,1.204819,1.385041,1.059322,0.696864,0.875657,0.365408,0.751174,0.573614,0.418410,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;NA;,0.458716,0.777605,0.738007,0.921659,0.764526,1.153846,0.481928,0.277008,0.847458,1.219512,0.175131,0.852619,0.657277,0.382409,1.255230,0.263852,0.340136,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;NA;,0.458716,0.622084,1.107011,1.612903,0.764526,0.769231,0.722892,0.277008,0.847458,0.871080,0.525394,0.730816,0.563380,0.764818,0.209205,1.319261,1.700680,0.487805
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;NA;,0.458716,0.311042,0.184502,0.230415,0.305810,0.384615,0.240964,0.554017,0.423729,0,0.175131,0.365408,0.469484,0.191205,0.418410,0.527704,0.340136,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Robinsoniella;NA;,0.458716,0.311042,0.369004,0.230415,0.458716,0.192308,0.481928,0.831025,0.847458,0.871080,0.700525,0.609013,0.281690,0.191205,0.209205,0.263852,0,8.292684
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Flavonifractor;NA;,0.458716,0.466563,0.184502,0.230415,0.764526,0.769231,1.445783,0.277008,0.211864,0.174216,0.175131,0.609013,0.469484,0,0,0.791557,0.680272,0.487805
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnotalea;NA;,0.458716,0.311042,0.369004,0.691244,0.917431,0.192308,0.240964,0.554017,0.635593,0.522648,0.350263,0.487211,0.187793,0.191205,0,0.263852,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;NA;,0.344037,0.622084,0,0.230415,0.305810,0.192308,0.481928,0.277008,0.211864,0,0,0.243605,0.093897,0.573614,0,0.527704,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;NA;,0.344037,0.155521,0,0.115207,0.152905,0,0.722892,0.277008,0.423729,0.174216,0,0.365408,0.469484,0.191205,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;NA;,0.344037,0.311042,0,0,0.152905,0.192308,0.481928,0.554017,0.211864,0.174216,0.175131,0.487211,0,0,0.418410,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus;NA;,0.344037,0.311042,0.184502,0.345622,0.611621,0.192308,0.240964,0.554017,0.423729,0.522648,0.175131,0,0.375587,0,0,0.527704,0.680272,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Pseudobutyrivibrio;NA;,0.344037,0.155521,0.184502,0.115207,0.152905,0.192308,0.240964,0,0,0.174216,0,0.243605,0.187793,0.382409,0,0.263852,0.340136,0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;NA;,0.344037,0.622084,0.369004,0.230415,0.152905,0.192308,0.481928,0,0.211864,0.522648,0.175131,0.365408,0.187793,0.382409,0.627615,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;NA;,0.344037,0.155521,0.184502,0,0.152905,0.384615,0.240964,0,0.211864,0,0,0.365408,0.187793,0.382409,0.418410,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA;,0.344037,0.155521,0.369004,0.115207,0.152905,0.192308,0,0,0.423729,0.174216,0.175131,0.121803,0.281690,0.191205,0.418410,0.263852,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cellulosilyticum;NA;,0.344037,0.155521,0,0.115207,0.152905,0.384615,0.240964,0,0.211864,0,0.175131,0.243605,0.187793,0.382409,0,0,0.340136,0
