,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;,60.000004,0,0,8.333334,20.000000,20.000000,0,0,0,8.333334,0,0,0,33.333336,20.000000,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;,20.000000,33.333336,14.285715,33.333336,20.000000,0,0,0,0,8.333334,0,50.000000,8.333334,0,20.000000,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) family,20.000000,33.333336,0.000000,0.000000,0.000000,0.000000,0.000000,50.000000,25.000000,16.666668,33.333336,0.000000,16.666668,0.000000,0.000000,66.666672,0.000000,0.000000
unclassified,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.333334,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;,0,33.333336,28.571430,41.666664,0,0,0,50.000000,0,8.333334,0,0,0,33.333336,0,0,100.000000,100.000000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;,0,0,28.571430,16.666668,40.000000,20.000000,50.000000,0,25.000000,16.666668,0,0,41.666664,33.333336,40.000000,33.333336,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;NA;NA;,0,0,14.285715,0,0,0,0,0,25.000000,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;,0,0,14.285715,0,20.000000,0,0,0,0,0,0,0,0,0,20.000000,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;NA;NA;,0,0,0,0,0,20.000000,0,0,0,0,0,0,8.333334,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;NA;NA;,0,0,0,0,0,20.000000,0,0,0,8.333334,33.333336,0,8.333334,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA;,0,0,0,0,0,20.000000,50.000000,0,25.000000,0,0,50.000000,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Glycomycetales;Glycomycetaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0,33.333336,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,8.333334,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,8.333334,0,0,0,0,0
