,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA;,100.000000,100.000000,42.857143,83.333328,40.000000,40.000000,0,100.000000,25.000000,25.000000,33.333336,50.000000,33.333336,66.666672,40.000000,66.666672,100.000000,100.000000
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) class,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.666668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
unclassified,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.333334,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Bacteria;Bacteroidetes;Bacteroidia;NA;NA;NA;NA;,0,0,42.857143,16.666668,60.000004,40.000000,100.000000,0,50.000000,16.666668,0,50.000000,50.000000,33.333336,60.000004,33.333336,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;NA;NA;NA;NA;,0,0,14.285715,0,0,0,0,0,25.000000,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA;,0,0,0,0,0,20.000000,0,0,0,8.333334,33.333336,0,8.333334,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,33.333336,0,8.333334,0,0,0,0,0
