,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Bacteroidetes;Bacteroidia;NA;NA;NA;NA;,91.011238,90.243896,92.592590,89.473686,88.461533,94.680855,91.935486,96.250000,87.826088,96.350365,92.727272,88.541672,86.163521,85.365852,94.565216,97.674416,92.592590,95.945946
Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA;,1.123595,1.219512,0,0.877193,0,0,0,0,0,0.729927,0,0,3.144654,0,0,0,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;NA;NA;NA;NA;,1.123595,1.219512,0,0.877193,0,0,0,0,1.739130,0,0.909091,1.041667,0,0,0,0,1.234568,1.351351
Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA;,1.123595,0,0,2.631579,0,0,1.612903,0,0,0,0,0,2.515723,1.219512,0,1.162791,1.234568,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) class,2.247191,4.878048,1.851852,2.631579,3.846154,1.063830,4.838709,2.500000,4.347826,2.189781,0.909091,5.208333,1.886792,7.317073,2.173913,0.000000,2.469136,1.351351
unclassified,3.370786,0.000000,1.851852,2.631579,2.307692,1.063830,0.000000,1.250000,5.217391,0.729927,1.818182,1.041667,1.257862,2.439024,2.173913,0.000000,0.000000,1.351351
Bacteria;Bacteroidetes;Flavobacteriia;NA;NA;NA;NA;,0,1.219512,0,0,1.538462,2.127660,0,0,0.869565,0,0.909091,1.041667,1.257862,0,1.086957,1.162791,1.234568,0
Bacteria;Bacteroidetes;Cytophagia;NA;NA;NA;NA;,0,1.219512,0.925926,0,2.307692,1.063830,1.612903,0,0,0,0.909091,1.041667,1.257862,2.439024,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA;,0,0,0.925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;NA;NA;NA;NA;,0,0,0.925926,0.877193,0,0,0,0,0,0,0,0,0.628931,0,0,0,0,0
Bacteria;Thermotogae;Thermotogae;NA;NA;NA;NA;,0,0,0.925926,0,0,0,0,0,0,0,0.909091,0,0,0,0,0,0,0
Bacteria;Planctomycetes;Phycisphaerae;NA;NA;NA;NA;,0,0,0,0,0.769231,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Chitinophagia;NA;NA;NA;NA;,0,0,0,0,0.769231,0,0,0,0,0,0.909091,2.083333,0,1.219512,0,0,0,0
Bacteria;Firmicutes;Erysipelotrichia;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,1.886792,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteriia;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234568,0
