,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Bacteroidetes;NA;NA;NA;NA;NA;,92.134834,93.902435,93.518517,90.350876,93.846153,97.872337,93.548386,96.250000,91.304352,96.350365,96.363632,94.791672,89.308182,89.024391,96.739128,98.837212,95.061729,98.648651
Bacteria;Firmicutes;NA;NA;NA;NA;NA;,2.247191,1.219512,0,4.385965,0,0,1.612903,0,0,0.729927,0,0,7.547170,1.219512,0,1.162791,1.234568,0
Eukaryota;Preaxostyla;NA;NA;NA;NA;NA;,1.123595,2.439024,0.925926,0,1.538462,0,0,0,0,0,0,1.041667,0,2.439024,1.086957,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) phylum,1.123595,2.439024,0.925926,1.754386,1.538462,1.063830,4.838709,2.500000,3.478261,2.189781,0.909091,3.125000,1.257862,4.878048,0.000000,0.000000,2.469136,0.000000
unclassified,3.370786,0.000000,1.851852,2.631579,2.307692,1.063830,0.000000,1.250000,5.217391,0.729927,1.818182,1.041667,1.257862,2.439024,2.173913,0.000000,0.000000,1.351351
Bacteria;Proteobacteria;NA;NA;NA;NA;NA;,0,0,0.925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Thermotogae;NA;NA;NA;NA;NA;,0,0,0.925926,0,0,0,0,0,0,0,0.909091,0,0,0,0,0,0,0
Bacteria;Actinobacteria;NA;NA;NA;NA;NA;,0,0,0.925926,0.877193,0,0,0,0,0,0,0,0,0.628931,0,0,0,0,0
Bacteria;Planctomycetes;NA;NA;NA;NA;NA;,0,0,0,0,0.769231,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Acidobacteria;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234568,0
