,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;,4.680851,14.009662,13.294798,10.300429,12.385322,18.584070,18.644068,18.867926,6.349207,20.809248,10.752688,10.945274,15.697675,9.036144,21.951220,15.625000,14.285715,18.987341
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA;,3.829787,6.280193,5.780347,3.862661,3.669725,4.424779,2.542373,1.886792,4.761905,4.624277,4.301075,1.990050,1.744186,7.831326,3.252032,2.083333,3.174603,2.531646
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;NA;,3.404255,0.966184,1.156069,1.716738,0.917431,0.884956,0.847458,0.943396,0,0.578035,0.537634,2.487562,1.162791,1.807229,0.813008,0,3.174603,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;NA;,2.978724,1.932367,3.468208,3.862661,2.752294,3.539823,3.389831,0.943396,2.380952,2.312139,2.688172,1.990050,3.488372,1.807229,6.504065,1.041667,1.587302,11.392405
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA;,2.553191,1.449275,0.578035,1.716738,0.917431,0.884956,1.694915,2.830189,3.968254,1.734104,2.688172,0.995025,0.872093,1.807229,0.813008,3.125000,1.587302,6.329114
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;NA;,2.127660,0.966184,0,2.575107,1.376147,0,2.542373,3.773585,0.793651,1.734104,1.075269,1.492537,1.453488,1.204819,0,3.125000,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;NA;,1.702128,1.449275,4.624277,3.004292,1.376147,0.884956,2.542373,3.773585,1.587302,1.734104,3.763441,0.995025,1.453488,1.204819,4.878048,1.041667,3.174603,2.531646
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;NA;,1.276596,0,0.578035,1.716738,1.376147,0,0,0,0,0,2.688172,2.487562,1.162791,1.807229,0.813008,1.041667,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA;,1.276596,0.966184,2.890173,1.287554,0.917431,1.769912,3.389831,0.943396,2.380952,1.734104,4.301075,0.497512,0.581395,1.204819,1.626016,6.250000,1.587302,6.329114
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;NA;,1.276596,1.449275,0.578035,1.716738,0.458716,0.884956,0,2.830189,0,0,0.537634,0.497512,0,0,0,3.125000,1.587302,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eisenbergiella;NA;,1.276596,0.483092,0.578035,0.858369,0.458716,0,0,0,0,0.578035,1.075269,0.497512,0.290698,0,0.813008,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;NA;,0.851064,0.966184,0.578035,0.429185,0,0,0.847458,0.943396,0,1.156069,0.537634,0.995025,0.872093,0.602410,0.813008,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;NA;,0.851064,1.449275,0.578035,0.858369,1.376147,0,1.694915,0.943396,0.793651,2.890173,0.537634,2.487562,0.581395,2.409638,0,0,0,1.265823
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;NA;,0.851064,0,0,0,0,0,0,0,0,0,0,0.497512,1.162791,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA;,0.851064,1.449275,1.156069,1.287554,1.834862,0.884956,1.694915,0,1.587302,1.156069,1.612903,0,0.872093,0.602410,0.813008,3.125000,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Robinsoniella;NA;,0.851064,0.483092,0,0,0.917431,0,0,0,0,0,0.537634,0.497512,0.290698,1.204819,0,0,1.587302,17.721519
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;NA;,0.851064,0.966184,0.578035,0.429185,0.917431,0,0.847458,0.943396,0.793651,1.734104,0.537634,0,0.872093,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acutalibacter;NA;,0.851064,0,0,0,0.458716,0,0,0,0,0,0,0.497512,0.290698,0,0,0,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pararcticibacter;NA;,0.851064,0,0,0,0,0,0,0,0,0.578035,0,0,0.290698,0,0,0,0,0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;NA;,0.425532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;NA;,0.425532,0.966184,0.578035,2.145923,0,1.769912,0,0,2.380952,0,0.537634,0.497512,0.581395,1.204819,0.813008,1.041667,0,0
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;NA;,0.425532,0.483092,0.578035,0,0.458716,0,1.694915,2.830189,2.380952,0.578035,0,0,0,0.602410,0.813008,2.083333,1.587302,0
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;NA;,0.425532,0.483092,0,0,0,0.884956,0,0,0,0,0,0,0.290698,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Heliobacteriaceae;Heliobacterium;NA;,0.425532,0,0,0,0,0,0,0,0,0.578035,0.537634,0,1.162791,0,0,0,0,0
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces;NA;,0.425532,0,0,0,0,0,0,0,0,0.578035,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Pseudobutyrivibrio;NA;,0.425532,0,0,0,0.458716,0.884956,0,0.943396,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;NA;,0.425532,0,0,0,0,0.884956,0,0,0.793651,0,0,0.497512,0,0,0,0,0,0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Coprobacillus;NA;,0.425532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;NA;,0.425532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;Dysgonomonas;NA;,0.425532,0.966184,0.578035,0.429185,0,0.884956,0.847458,0,0,0.578035,0,0,0,0,0.813008,0,1.587302,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopococcus;NA;,0.425532,0,0,0,0,0,0,0,0,0,0,0.497512,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;NA;,0.425532,0,0,0,0,0,0,0,0,0,0,0,0.872093,0,0,0,0,1.265823
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella;NA;,0.425532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritalea;NA;,0.425532,0.483092,0,0,0.458716,0,0,0.943396,0,1.156069,0.537634,0,0,0,0,0,1.587302,1.265823
Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Desmospora;NA;,0.425532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cellulosilyticum;NA;,0.425532,0,0,0,0.917431,0,0,0,0,0,1.075269,0,0.290698,0,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavivirga;NA;,0.425532,0,0.578035,0.429185,0.917431,0.884956,1.694915,0,0.793651,0.578035,0.537634,0.995025,0.581395,0.602410,0.813008,1.041667,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;NA;,0.425532,0.966184,0.578035,0,0,0,0,0,0,0.578035,0,0.497512,0.290698,0,0.813008,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Ruminiclostridium;NA;,0.425532,0,1.156069,0.429185,0.458716,0.884956,0,0,0,0,0,0,0.290698,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;NA;,0.425532,0,0.578035,0.858369,0,0,0.847458,0.943396,0.793651,0.578035,0,0,0.290698,0,0,3.125000,9.523809,5.063291
Bacteria;Verrucomicrobia;Spartobacteria;NA;NA;Terrimicrobium;NA;,0.425532,0,0,0.429185,0,0,0,0,0,0.578035,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Herbinix;NA;,0.425532,0,0.578035,0,0,0.884956,0,0,0,0.578035,0.537634,0.497512,0.872093,1.807229,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerosacchariphilus;NA;,0.425532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lacrimispora;NA;,0.425532,0,0,0,0,0,0,0,0,0,0,0,0.290698,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Enterocloster;NA;,0.425532,0,0,0,0.917431,0,0,0.943396,0,0.578035,0,0,0,0,0,1.041667,0,1.265823
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) genus,34.042553,31.884060,38.150291,37.339054,38.532112,41.592918,38.135593,42.452831,48.412697,36.416183,37.096775,33.830845,35.755814,36.144577,38.211380,43.750000,39.682541,17.721519
unclassified,21.702127,21.256039,12.716763,15.879828,15.137614,12.389380,11.016949,4.716981,8.730159,6.358381,13.978495,22.885571,16.279070,14.457831,9.756097,5.208333,6.349207,1.265823
Eukaryota;Preaxostyla;NA;Oxymonadida;Streblomastigidae;Streblomastix;NA;,0,1.449275,0,0,0.458716,0,0,0,0,0,0,0,0,1.204819,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;NA;,0,0.966184,0.578035,0.429185,0.917431,0,0,0,0.793651,0.578035,0,0.497512,0.581395,0.602410,0.813008,0,1.587302,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;NA;,0,0.483092,0,0.429185,0.458716,0.884956,0,0,0,0,0,0,0,0,0,0,1.587302,0
Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;NA;,0,0.483092,0,0,0,0,0.847458,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;NA;,0,0.483092,0,0,0,0,0,0,0.793651,0.578035,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;NA;,0,0.483092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacter;NA;,0,0.483092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Alkalibacterium;NA;,0,0.483092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;NA;,0,0.483092,0.578035,0.429185,0.917431,0,0,0,0.793651,0.578035,0,0.497512,0,0.602410,0,0,0,1.265823
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Drancourtella;NA;,0,0.483092,1.156069,0.429185,0.458716,0,0,0,0,0,0,0,0.290698,0.602410,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Neglecta;NA;,0,0.483092,0,0,0,0,0,0,0,0,0,0,1.453488,1.807229,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Niameybacter;NA;,0,0.483092,0,0,0,0,0,0,0,0,0,0,0.581395,0,0,0,0,0
