,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Firmicutes;NA;NA;NA;NA;NA;,44.255318,31.400967,39.884396,41.201717,36.697247,29.203541,39.830509,42.452831,38.888889,39.884396,35.483871,40.298508,41.569767,40.963856,34.959351,32.291664,39.682541,49.367088
Bacteria;Bacteroidetes;NA;NA;NA;NA;NA;,22.553192,38.164253,36.416183,35.622318,37.155960,43.362831,40.677963,38.679245,41.269840,45.664742,40.322582,26.865673,32.558140,37.349396,49.593498,51.041668,41.269840,44.303799
Bacteria;Verrucomicrobia;NA;NA;NA;NA;NA;,2.127660,1.932367,0.578035,2.145923,0.917431,0.884956,0,3.773585,0,1.734104,1.075269,0.497512,0,0,0,3.125000,3.174603,1.265823
Bacteria;Actinobacteria;NA;NA;NA;NA;NA;,1.276596,1.449275,1.734104,1.716738,1.834862,1.769912,1.694915,3.773585,3.968254,0.578035,1.075269,0,0.581395,1.204819,2.439024,3.125000,3.174603,1.265823
Bacteria;Tenericutes;NA;NA;NA;NA;NA;,0.851064,0,0,0,0,0,0,0,0,0,0,0.497512,1.162791,0,0,0,0,0
Eukaryota;Ascomycota;NA;NA;NA;NA;NA;,0.425532,0.483092,0,0.429185,0.917431,1.769912,0,0,1.587302,1.734104,0,0,0.581395,0,0,0,0,0
Bacteria;Spirochaetes;NA;NA;NA;NA;NA;,0.425532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) phylum,6.382979,2.898551,7.514451,3.004292,5.963303,10.619469,6.779661,4.716981,4.761905,3.468208,7.526882,6.965174,6.104651,4.216867,3.252032,5.208333,6.349207,2.531646
unclassified,21.702127,21.256039,12.716763,15.879828,15.137614,12.389380,11.016949,4.716981,8.730159,6.358381,13.978495,22.885571,16.279070,14.457831,9.756097,5.208333,6.349207,1.265823
Eukaryota;Preaxostyla;NA;NA;NA;NA;NA;,0,1.449275,0,0,0.458716,0,0,0,0,0,0,0,0,1.204819,0,0,0,0
Bacteria;Proteobacteria;NA;NA;NA;NA;NA;,0,0.483092,0,0,0,0,0,0.943396,0,0.578035,0,0.995025,0,0,0,0,0,0
Bacteria;Chloroflexi;NA;NA;NA;NA;NA;,0,0.483092,0,0,0.917431,0,0,0.943396,0.793651,0,0,0.497512,0.581395,0.602410,0,0,0,0
Eukaryota;Chlorophyta;NA;NA;NA;NA;NA;,0,0,0.578035,0,0,0,0,0,0,0,0,0.497512,0,0,0,0,0,0
Eukaryota;Parabasalia;NA;NA;NA;NA;NA;,0,0,0.578035,0,0,0,0,0,0,0,0.537634,0,0,0,0,0,0,0
Bacteria;Lentisphaerae;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0.290698,0,0,0,0,0
Bacteria;Candidatus Aerophobetes;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0.290698,0,0,0,0,0
