"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W20","S.W36","S.W37"
"100","Eukaryota;Rhodophyta;Florideophyceae;NA;NA;NA;NA;","0.000174","0.000283","0.000368","0.000288","0.000195","0.000138","0.000239","0.000438","8e-05","0.000153","0.000133","0.000313","9.1e-05","0.000343","0.000139","0.000103","0.000218","0.000147"
"101","Eukaryota;Ciliophora;Oligohymenophorea;NA;NA;NA;NA;","0.000171","0.000403","0.000469","0.000211","0.000379","0.000115","0.000404","0.000142","0.000217","5.2e-05","0.000175","0.000283","4e-05","0.000578","0.00015","6.9e-05","1e-04","3.8e-05"
"102","Bacteria;Acidobacteria;Blastocatellia;NA;NA;NA;NA;","0.000171","0.000162","0.000403","0.000547","0.000217","0.000131","0.00043","0.000792","0.000775","0.000171","0.00022","0.000172","0.000216","0.000126","9.1e-05","0.000269","0.000941","0.000688"
"103","Bacteria;Rhodothermaeota;Rhodothermia;NA;NA;NA;NA;","0.000171","0.000175","0.000171","0.000542","0.000144","0.000117","9.2e-05","0.000191","0.000237","0.000116","0.000318","0.000175","0.000265","0.000239","0.000102","9e-06","0.000392","0.000339"
"104","Archaea;Crenarchaeota;Thermoprotei;NA;NA;NA;NA;","0.000169","0.000141","0.000236","0.000266","8.6e-05","0.000181","0.000213","8.6e-05","0.000299","0.000434","0.000126","0.000199","0.000235","0.000209","0.000257","2.8e-05","0.00017","0.000227"
"105","Bacteria;Dictyoglomi;Dictyoglomia;NA;NA;NA;NA;","0.000169","0.000228","9.6e-05","0.000235","0.000185","0.000256","0.00032","0.000102","0.000282","0.000308","0.000154","0.000502","0.000292","0.000239","9.1e-05","3.4e-05","0.000196","0.00014"
"106","Eukaryota;Basidiomycota;Tremellomycetes;NA;NA;NA;NA;","0.000155","0.000186","0.000215","4.8e-05","0.000164","8.7e-05","0.000147","3.1e-05","5.1e-05","4.3e-05","5.2e-05","0.000178","4.8e-05","0.000256","7.2e-05","5.3e-05","4.5e-05","4.5e-05"
"107","Bacteria;Chloroflexi;Candidatus Thermofonsia;NA;NA;NA;NA;","0.000153","0.000555","0.000206","0.000154","7.8e-05","0.000166","5.5e-05","0.00012","7.4e-05","0.000114","0.000105","0.00034","0.000214","7.5e-05","7.8e-05","6e-06","5.8e-05","4.5e-05"
"108","Eukaryota;NA;Choanoflagellata;NA;NA;NA;NA;","0.000137","0.000401","0.000429","0.000278","0.000225","6.3e-05","0.000206","0.000105","6e-05","6.8e-05","0.000178","0.000292","2.9e-05","0.000515","0.000105","4.7e-05","8.7e-05","3.5e-05"
"109","Eukaryota;Bacillariophyta;Coscinodiscophyceae;NA;NA;NA;NA;","0.000134","0.000259","0.000219","0.000109","0.00021","7.5e-05","0.000151","2.8e-05","7.7e-05","4.3e-05","0.000108","0.000232","7e-05","0.000511","9.4e-05","4.4e-05","3.2e-05","6.3e-05"
"110","Eukaryota;Zoopagomycota;Basidiobolomycetes;NA;NA;NA;NA;","0.000132","0.000204","0.000184","7e-06","2.5e-05","5.9e-05","5.5e-05","7.7e-05","1.1e-05","2.3e-05","2.4e-05","9.6e-05","1.6e-05","0.000109","2.4e-05","1.3e-05","3e-06","1.7e-05"
"111","Eukaryota;NA;Cryptophyceae;NA;NA;NA;NA;","0.000127","0.000291","0.000193","0.000119","0.00021","8.4e-05","0.000228","0.00028","0.000123","2.1e-05","0.000126","0.000226","6.7e-05","0.00049","8.9e-05","4.1e-05","9e-05","0.000115"
"112","Eukaryota;Bacillariophyta;Bacillariophyceae;NA;NA;NA;NA;","0.000127","0.000333","0.000355","9.5e-05","0.000203","8.9e-05","0.000202","0.000105","4e-05","5.7e-05","9.4e-05","0.00025","2.9e-05","0.000352","0.000148","3.8e-05","5.1e-05","7.7e-05"
"113","Bacteria;Chloroflexi;Ardenticatenia;NA;NA;NA;NA;","0.000127","0.000113","0.000162","0.000209","7.4e-05","6.3e-05","0.00011","0.000777","0.000191","0.000347","0.000154","0.000114","0.000128","0.000138","7e-05","0.000113","0.000109","0.000185"
"114","Bacteria;Chloroflexi;Thermomicrobia;NA;NA;NA;NA;","0.000125","0.000147","0.000149","0.000133","0.000234","0.000122","8.8e-05","0.000268","0.000219","6.6e-05","9.8e-05","0.000208","0.000193","0.000147","7.2e-05","6.6e-05","0.000193","0.000157"
"115","Eukaryota;Evosea;Variosea;NA;NA;NA;NA;","0.000125","0.000183","0.000263","0.000102","0.000166","5.4e-05","0.000261","0.000737","3.4e-05","7.8e-05","5.9e-05","0.000187","8e-06","0.000323","4.8e-05","5e-05","8e-05","0.000136"
"116","Eukaryota;Ciliophora;Heterotrichea;NA;NA;NA;NA;","0.000123","0.00016","0.000232","5.9e-05","0.000102","3.5e-05","0.000107","3.7e-05","2.9e-05","2.1e-05","5.6e-05","0.000165","3e-06","0.000318","5.1e-05","2.8e-05","3.5e-05","3.8e-05"
"117","Bacteria;Fibrobacteres;Chitinivibrionia;NA;NA;NA;NA;","0.00012","7.6e-05","3.5e-05","5.9e-05","4.4e-05","1.9e-05","2.6e-05","0.000348","5.1e-05","8.9e-05","6.3e-05","3.9e-05","3.5e-05","6.7e-05","5e-06","7.2e-05","6.4e-05","0.000161"
"118","Bacteria;Firmicutes;Limnochordia;NA;NA;NA;NA;","0.00012","0.000113","0.000101","9.3e-05","7.8e-05","0.000108","7.4e-05","0.00057","0.000131","9.6e-05","5.2e-05","6.9e-05","7e-05","0.000138","0.000107","0.000109","0.000222","0.000234"
"119","Eukaryota;Ascomycota;Pezizomycetes;NA;NA;NA;NA;","0.000111","6e-05","0.00018","3.3e-05","4.4e-05","1.6e-05","7e-05","2.2e-05","5.7e-05","0.000568","9.1e-05","8.1e-05","0.000171","0.000121","1.3e-05","1.9e-05","0.000161","0"
"120","Eukaryota;Zoopagomycota;Harpellomycetes;NA;NA;NA;NA;","0.000109","0.000194","0.000276","0.000128","0.000103","8.2e-05","0.000151","0.000243","0.000114","1.4e-05","5.2e-05","0.000132","3.4e-05","0.000335","0.000126","5e-05","0.000141","2.4e-05"
"121","Eukaryota;NA;Glaucocystophyceae;NA;NA;NA;NA;","0.000106","0.000262","0.000101","7e-06","1.2e-05","3e-05","1.5e-05","0","1.1e-05","5e-06","3.5e-05","0.00012","1.1e-05","2.1e-05","1.9e-05","0","0","3e-06"
"122","Bacteria;Verrucomicrobia;Methylacidiphilae;NA;NA;NA;NA;","0.000104","0.000181","0.000407","0.000121","3.2e-05","7.7e-05","0.000173","0.000284","0.000197","4.1e-05","8.4e-05","0.00015","5.4e-05","5.4e-05","1.6e-05","9.7e-05","0.000128","6.6e-05"
"123","Eukaryota;NA;Phaeophyceae;NA;NA;NA;NA;","8.8e-05","7.6e-05","0.000144","7.1e-05","5.9e-05","2.3e-05","9.9e-05","0.000237","2.9e-05","0.000112","6.6e-05","9.6e-05","6.4e-05","0.000151","3e-05","1.9e-05","6.4e-05","2.8e-05"
"124","Bacteria;Caldiserica;Caldisericia;NA;NA;NA;NA;","8.8e-05","0.000165","0.00025","0.000131","4.6e-05","0.000166","3.7e-05","3.1e-05","0.00063","9.1e-05","7.3e-05","9.9e-05","4.2e-05","6.3e-05","0.000185","3e-06","5.1e-05","0.000531"
"125","Bacteria;Nitrospinae;Nitrospinia;NA;NA;NA;NA;","8.6e-05","9.4e-05","0.000118","0.000128","0.00011","0.000176","3.3e-05","0.000441","0.000314","0.000103","8.4e-05","0.000135","9.7e-05","8.4e-05","8e-05","5.3e-05","0.000122","0.00014"
"126","Bacteria;Proteobacteria;Candidatus Lambdaproteobacteria;NA;NA;NA;NA;","8.6e-05","0.000175","4.4e-05","3.1e-05","7.3e-05","9.4e-05","8.1e-05","0.000293","0.00016","6.2e-05","6.6e-05","6.9e-05","0.000115","0.000268","4.3e-05","2.2e-05","5.1e-05","0.000129"
"127","Bacteria;Abditibacteriota;Abditibacteria;NA;NA;NA;NA;","8.3e-05","1.3e-05","0.000184","5.2e-05","2.5e-05","0.000129","2.2e-05","9.2e-05","4.3e-05","1.6e-05","1.7e-05","4.2e-05","2.4e-05","4e-06","1.1e-05","5.3e-05","3.2e-05","3.5e-05"
"128","Eukaryota;Blastocladiomycota;Blastocladiomycetes;NA;NA;NA;NA;","7.6e-05","0.000136","0.000206","3.3e-05","6.6e-05","2.3e-05","8.5e-05","2.8e-05","3.7e-05","2.1e-05","4.2e-05","0.000111","1.1e-05","0.000218","5.1e-05","3e-06","1.9e-05","1.7e-05"
"129","Eukaryota;Basidiomycota;Exobasidiomycetes;NA;NA;NA;NA;","7.6e-05","0.00021","0.000171","8.1e-05","7.8e-05","4.7e-05","0.000118","2.5e-05","2.3e-05","5e-06","3.8e-05","0.000162","2.4e-05","0.000281","5.9e-05","2.5e-05","4.5e-05","7e-06"
"130","Bacteria;Candidatus Margulisbacteria;Candidatus Riflemargulisbacteria;NA;NA;NA;NA;","7.6e-05","8.9e-05","0.000241","0.000152","5.8e-05","4.9e-05","0.000151","7.1e-05","0.00012","6.8e-05","0.000126","0.000117","0.000225","0.00013","5.4e-05","3.8e-05","0.000128","5.9e-05"
"131","Eukaryota;Zoopagomycota;Zoopagomycetes;NA;NA;NA;NA;","7.6e-05","0.000128","0.000114","2.6e-05","9e-05","3.8e-05","8.8e-05","9e-06","2.9e-05","1.6e-05","4.9e-05","0.000105","1e-05","0.00018","2.4e-05","2.8e-05","1.9e-05","1.7e-05"
"132","Archaea;Euryarchaeota;Candidatus Methanofastidiosa;NA;NA;NA;NA;","7.4e-05","0.000189","0.000136","0.000107","0.000168","8e-05","1.1e-05","0.000191","0.000103","1.6e-05","4.5e-05","0.000181","0.000141","0.000126","9.9e-05","9e-06","3.5e-05","5.6e-05"
"133","Archaea;Euryarchaeota;Methanonatronarchaeia;NA;NA;NA;NA;","7.2e-05","0","0","0","5e-06","7e-06","4e-06","3e-06","6e-06","2e-06","3e-06","1.2e-05","0","0","1.3e-05","0","0","0"
"134","Eukaryota;Chytridiomycota;Monoblepharidomycetes;NA;NA;NA;NA;","6.7e-05","5.2e-05","9.6e-05","2.4e-05","6.6e-05","1.2e-05","0.000103","3e-06","9e-06","9e-06","3.1e-05","4.5e-05","6e-06","5.9e-05","2.4e-05","3e-06","2.9e-05","3e-06"
"135","Bacteria;Acidobacteria;Thermoanaerobaculia;NA;NA;NA;NA;","6.7e-05","5e-05","0.000131","0.000107","4.9e-05","3.8e-05","5.1e-05","0.00017","9.4e-05","4.6e-05","0.000119","5.1e-05","3.4e-05","1.7e-05","1.3e-05","0.000109","3.5e-05","3.1e-05"
"136","Eukaryota;Chlorophyta;Chloropicophyceae;NA;NA;NA;NA;","6.5e-05","9.4e-05","0.000144","4.8e-05","6.9e-05","2.6e-05","0.000103","7.7e-05","8.3e-05","2.3e-05","3.8e-05","9.9e-05","3e-05","9.2e-05","3.5e-05","6.6e-05","3.5e-05","6.3e-05"
"137","Eukaryota;Basidiomycota;Ustilaginomycetes;NA;NA;NA;NA;","6.2e-05","3.7e-05","6.6e-05","6.7e-05","8.8e-05","5.2e-05","7e-05","2.5e-05","1.4e-05","3e-05","3.8e-05","7.2e-05","7.7e-05","0.000138","3.2e-05","2.8e-05","4.2e-05","3e-06"
"138","Eukaryota;Basidiomycota;Microbotryomycetes;NA;NA;NA;NA;","5.8e-05","9.7e-05","0.000127","4e-05","7.3e-05","6.8e-05","9.6e-05","0.00016","7.4e-05","1.1e-05","3.8e-05","0.000108","1.6e-05","0.000105","1.6e-05","2.2e-05","3.2e-05","2.4e-05"
"139","Bacteria;Cyanobacteria;Gloeobacteria;NA;NA;NA;NA;","5.3e-05","0.000131","4.4e-05","7.6e-05","0.000157","9.1e-05","7.7e-05","0.000373","0.000114","7.5e-05","0.000119","0.000238","0.000137","0.000138","0.000115","9e-06","7.7e-05","0.000175"
"140","Bacteria;Coprothermobacterota;Coprothermobacteria;NA;NA;NA;NA;","5.3e-05","0.000165","5.3e-05","9e-05","4.2e-05","0.00015","0.000165","0.000324","0.000185","4.8e-05","2.8e-05","0.000114","7.2e-05","4.6e-05","0.000145","3e-06","0.000132","0.000115"
"141","Eukaryota;Basidiomycota;Pucciniomycetes;NA;NA;NA;NA;","4.6e-05","0.000113","0.000144","5.5e-05","8.6e-05","7e-06","1.5e-05","6e-06","2.9e-05","0.000103","0.000108","0.000144","0.00012","0.000281","2.4e-05","3e-06","0","7e-06"
"142","Bacteria;Chloroflexi;Thermoflexia;NA;NA;NA;NA;","4.6e-05","2.1e-05","3.5e-05","8.3e-05","3.2e-05","3.5e-05","7.7e-05","9.6e-05","5.7e-05","7e-06","2.1e-05","6.6e-05","5.1e-05","5.4e-05","1.9e-05","9e-06","9e-05","5.9e-05"
"143","Eukaryota;NA;Eustigmatophyceae;NA;NA;NA;NA;","4.4e-05","7.1e-05","0.000101","5.9e-05","5.6e-05","2.8e-05","0.000103","1.8e-05","2.3e-05","3e-05","8e-05","5.4e-05","3.2e-05","0.000134","2.4e-05","3e-06","7.1e-05","4.9e-05"
"144","Eukaryota;Basidiomycota;Dacrymycetes;NA;NA;NA;NA;","4.4e-05","8.9e-05","7e-05","8.8e-05","3.2e-05","3.5e-05","0.00057","2.2e-05","0.000752","7e-06","5.6e-05","8.1e-05","6.1e-05","0.000163","6.4e-05","3e-06","0.000209","0.000608"
"145","Bacteria;Candidatus Riflebacteria;Candidatus Ozemobacteria;NA;NA;NA;NA;","4.4e-05","1.3e-05","2.6e-05","1.9e-05","5.1e-05","4.5e-05","3.7e-05","3.1e-05","4.8e-05","4.1e-05","1.7e-05","6.9e-05","5.9e-05","7.5e-05","3.5e-05","3.1e-05","0.000161","0.001128"
"146","Archaea;Euryarchaeota;Archaeoglobi;NA;NA;NA;NA;","3.9e-05","2.9e-05","7e-05","4.8e-05","5.6e-05","5.9e-05","5.1e-05","6.8e-05","8.3e-05","4.8e-05","2.4e-05","5.4e-05","4.2e-05","9.6e-05","1.1e-05","3e-06","2.9e-05","4.5e-05"
"147","Eukaryota;NA;Pelagophyceae;NA;NA;NA;NA;","3.7e-05","0.00011","0.000149","5.5e-05","4.2e-05","6.6e-05","8.5e-05","6.2e-05","5.1e-05","1.8e-05","3.8e-05","7.2e-05","4.2e-05","0.000163","4.3e-05","6e-06","3.2e-05","6.3e-05"
"148","Bacteria;Acidobacteria;Vicinamibacteria;NA;NA;NA;NA;","3.7e-05","1.3e-05","0.000118","7.4e-05","2.4e-05","4.7e-05","5.1e-05","5.5e-05","0.000108","2.5e-05","5.6e-05","7.5e-05","2.6e-05","5e-05","4e-05","3e-06","1.9e-05","9.1e-05"
"149","Eukaryota;Mucoromycota;Mortierellomycetes;NA;NA;NA;NA;","3.7e-05","0.000102","7.4e-05","5e-05","6.1e-05","4.9e-05","7.4e-05","6e-06","7.7e-05","1.1e-05","5.6e-05","6e-05","1e-05","5e-05","4.8e-05","1.6e-05","2.9e-05","9.8e-05"
"150","Eukaryota;Chlorophyta;Ulvophyceae;NA;NA;NA;NA;","3.5e-05","2.6e-05","1.8e-05","2.6e-05","1.5e-05","9e-06","1.5e-05","3.1e-05","0","2.1e-05","2.8e-05","4.5e-05","2.2e-05","4e-06","1.3e-05","0","7.1e-05","1e-05"
"151","Eukaryota;Ascomycota;Orbiliomycetes;NA;NA;NA;NA;","3.5e-05","1.8e-05","1.8e-05","0","1.9e-05","7e-06","1.1e-05","0","9e-06","1.1e-05","4.5e-05","3.3e-05","0.000125","2.5e-05","0","0","6e-06","0"
"152","Bacteria;Armatimonadetes;Fimbriimonadia;NA;NA;NA;NA;","3.5e-05","4.5e-05","0","5.5e-05","4.2e-05","2.3e-05","2.2e-05","1.2e-05","3.1e-05","7.1e-05","2.4e-05","3.6e-05","2.1e-05","0.000117","5e-06","9e-06","6.4e-05","7e-06"
"153","Eukaryota;Mucoromycota;Endogonomycetes;NA;NA;NA;NA;","3.2e-05","8.4e-05","0.000127","1.2e-05","3.7e-05","2.1e-05","2.9e-05","0.000579","4.6e-05","0.00016","5.2e-05","5.1e-05","5.4e-05","9.2e-05","1.3e-05","2.2e-05","2.9e-05","5.6e-05"
"154","Eukaryota;Zoopagomycota;Dimargaritomycetes;NA;NA;NA;NA;","3.2e-05","6.5e-05","3.5e-05","1.7e-05","6.1e-05","2.3e-05","4e-05","1.5e-05","1.4e-05","1.6e-05","1.4e-05","4.8e-05","1.3e-05","9.6e-05","1.6e-05","3e-06","1e-05","1e-05"
"155","Archaea;Euryarchaeota;Hadesarchaea;NA;NA;NA;NA;","3e-05","5e-06","5.3e-05","1.2e-05","2.7e-05","7.3e-05","0","3.1e-05","9e-06","7.1e-05","7e-06","3.3e-05","2.6e-05","1.3e-05","1.3e-05","6e-06","1.9e-05","3e-06"
"156","Bacteria;Proteobacteria;Candidatus Muproteobacteria;NA;NA;NA;NA;","3e-05","2.9e-05","6.6e-05","6.2e-05","2.9e-05","2.8e-05","4.4e-05","0.00041","6.8e-05","6.4e-05","1.4e-05","4.2e-05","3.2e-05","1.7e-05","3e-05","9.4e-05","6.4e-05","0.000122"
"157","Archaea;Euryarchaeota;Candidatus Methanoliparia;NA;NA;NA;NA;","3e-05","7.6e-05","3.5e-05","3.6e-05","2.7e-05","2.3e-05","4e-06","1.2e-05","2e-05","1.4e-05","7e-06","4.5e-05","3.7e-05","4.2e-05","3.2e-05","0","3.5e-05","0.000112"
"158","Eukaryota;Zoopagomycota;Kickxellomycetes;NA;NA;NA;NA;","2.8e-05","5e-05","4.8e-05","4.3e-05","3.6e-05","1.6e-05","2.2e-05","1.8e-05","0","1.1e-05","4.5e-05","5.4e-05","8e-06","6.7e-05","1.1e-05","3.1e-05","2.6e-05","1e-05"
"159","Eukaryota;Ascomycota;Schizosaccharomycetes;NA;NA;NA;NA;","2.5e-05","4.7e-05","5.3e-05","2.1e-05","1.9e-05","3.5e-05","5.5e-05","0","3e-06","2.1e-05","4.2e-05","3e-05","1.9e-05","7.1e-05","1.6e-05","6e-06","2.6e-05","1.4e-05"
"160","Eukaryota;Euglenozoa;Euglenida;NA;NA;NA;NA;","2.1e-05","3.4e-05","9e-06","3.8e-05","1.4e-05","1.9e-05","4e-06","3.4e-05","2e-05","5e-06","1e-05","6e-06","2.6e-05","3.4e-05","8.9e-05","0","7.4e-05","0.000251"
"161","Eukaryota;Ciliophora;Litostomatea;NA;NA;NA;NA;","1.9e-05","4.2e-05","5.7e-05","7e-06","2.4e-05","1.4e-05","1.5e-05","4.3e-05","3.1e-05","1.1e-05","2.8e-05","1.5e-05","1.6e-05","1.7e-05","3.8e-05","2.8e-05","1.9e-05","3e-06"
"162","Eukaryota;Ascomycota;Pneumocystidomycetes;NA;NA;NA;NA;","1.9e-05","7.1e-05","4.8e-05","1.2e-05","2.5e-05","1.2e-05","4e-05","3e-06","3e-06","7e-06","7e-06","4.5e-05","3e-06","5e-05","3e-05","3e-06","1.6e-05","0"
"163","Eukaryota;Basidiomycota;Wallemiomycetes;NA;NA;NA;NA;","1.9e-05","1e-05","1.3e-05","4.8e-05","4.1e-05","9e-06","1.1e-05","6e-06","1.1e-05","0","3.1e-05","4.8e-05","1e-05","4.2e-05","3e-06","1.3e-05","3e-06","3e-06"
"164","Eukaryota;Zoopagomycota;Entomophthoromycetes;NA;NA;NA;NA;","1.9e-05","6.5e-05","4.8e-05","7e-06","4.1e-05","9e-06","1.5e-05","1.2e-05","2.3e-05","0","1.4e-05","3.3e-05","2e-06","8.4e-05","2.1e-05","6e-06","0","0"
"165","Eukaryota;Basidiomycota;Malasseziomycetes;NA;NA;NA;NA;","1.9e-05","8.9e-05","0.00014","1.7e-05","2.9e-05","3e-05","4.8e-05","1.2e-05","9e-06","1.1e-05","1.4e-05","9.9e-05","2.7e-05","0.000117","7e-05","1.6e-05","3e-06","7e-06"
"166","Eukaryota;Ascomycota;Taphrinomycetes;NA;NA;NA;NA;","1.6e-05","2.9e-05","1.3e-05","1e-05","1.7e-05","1.4e-05","7e-06","0.000247","0","2.1e-05","2.8e-05","1.5e-05","5e-06","2.5e-05","1.6e-05","2.5e-05","6e-06","3.1e-05"
"167","Eukaryota;Basidiomycota;Mixiomycetes;NA;NA;NA;NA;","1.6e-05","1.6e-05","3.1e-05","2e-06","1.9e-05","7e-06","7e-06","0","3e-06","2e-06","1.4e-05","2.7e-05","6e-06","1.3e-05","3e-06","3e-06","0","3e-06"
"168","Bacteria;Chloroflexi;Tepidiformia;NA;NA;NA;NA;","1.6e-05","3.7e-05","3.9e-05","3.1e-05","2.4e-05","2.1e-05","4e-06","9e-06","9e-06","7e-06","3e-06","6.3e-05","6e-06","4e-06","1.6e-05","6e-06","3e-06","1e-05"
"169","Eukaryota;Chlorophyta;Pedinophyceae;NA;NA;NA;NA;","1.4e-05","0","0","3.3e-05","0","5e-06","0","0","0","2e-06","1e-05","9e-06","1.3e-05","0","0","0","0","3e-06"
"170","Bacteria;Candidatus Sumerlaeota;Candidatus Sumerlaeia;NA;NA;NA;NA;","1.2e-05","0","9e-06","1.4e-05","8e-06","5e-06","5.5e-05","3.1e-05","3.4e-05","2e-06","7e-06","0","1.3e-05","1.3e-05","3e-06","5e-05","3.9e-05","3.1e-05"
"171","Eukaryota;Ascomycota;Neolectomycetes;NA;NA;NA;NA;","9e-06","2.4e-05","2.2e-05","2e-06","1.7e-05","5e-06","1.1e-05","6e-06","6e-06","7e-06","3e-06","1.5e-05","6e-06","9.2e-05","1.1e-05","9e-06","0","7e-06"
"172","Eukaryota;Bacillariophyta;Mediophyceae;NA;NA;NA;NA;","9e-06","1e-05","8.8e-05","2e-06","0","2e-06","4.4e-05","3e-06","0","0","3e-06","0","2e-06","4e-06","0","3e-06","0","0"
"173","Eukaryota;Cercozoa;Chlorarachniophyceae;NA;NA;NA;NA;","7e-06","2.4e-05","2.2e-05","2e-06","1e-05","9e-06","7e-06","3e-06","6e-06","2e-06","1.7e-05","2.7e-05","0","2.5e-05","5e-06","3e-06","1e-05","0"
"174","Eukaryota;Haptista;Centroplasthelida;NA;NA;NA;NA;","7e-06","5e-06","1.3e-05","0","2e-06","0","0","0","3e-06","0","0","0","0","4e-06","0","0","6e-06","0"
"175","Eukaryota;Ascomycota;Archaeorhizomycetes;NA;NA;NA;NA;","7e-06","3e-06","0","0","2e-06","0","0","0","0","5e-06","3e-06","6e-06","0","8e-06","0","0","3e-06","0"
"176","Archaea;Thaumarchaeota;Nitrososphaeria;NA;NA;NA;NA;","7e-06","1.3e-05","3.9e-05","7e-06","1.2e-05","0","1.8e-05","2.2e-05","1.4e-05","1.8e-05","3e-06","1.2e-05","6e-06","8e-06","8e-06","6e-06","2.6e-05","7e-06"
"177","Bacteria;Candidatus Mcinerneyibacteriota;Candidatus Mcinerneyibacteria;NA;NA;NA;NA;","7e-06","1.6e-05","4e-06","4.3e-05","1.2e-05","2.3e-05","1.1e-05","9e-06","1.1e-05","1.8e-05","1.4e-05","2.1e-05","3.2e-05","3.4e-05","1.3e-05","0","2.2e-05","5.9e-05"
"178","Eukaryota;Ciliophora;Armophorea;NA;NA;NA;NA;","5e-06","0","0","0","0","0","0","0","0","0","0","3e-06","0","0","0","0","3e-06","0"
"179","Eukaryota;Chlorophyta;Chlorodendrophyceae;NA;NA;NA;NA;","5e-06","3e-06","9e-06","1.7e-05","5e-06","0","0","4.3e-05","9e-06","0","1e-05","1.2e-05","0","1.7e-05","8e-06","0","6e-06","7e-06"
"180","Archaea;Euryarchaeota;Theionarchaea;NA;NA;NA;NA;","5e-06","1.6e-05","4e-06","1.7e-05","3.2e-05","2.1e-05","2.2e-05","6e-06","3.1e-05","1.1e-05","7e-06","6.6e-05","3.4e-05","1.3e-05","1.1e-05","6e-06","1e-05","2.4e-05"
"181","Eukaryota;NA;Xanthophyceae;NA;NA;NA;NA;","2e-06","1e-05","9e-06","2e-06","3e-06","0","0","3e-06","0","0","2.8e-05","9e-06","1e-05","8e-06","0","0","0","0"
"183","Eukaryota;NA;Raphidophyceae;NA;NA;NA;NA;","2e-06","0","0","2e-06","2e-05","0","0","6e-06","0","1.4e-05","3e-06","0","0","4e-06","0","0","3e-06","0"
"184","Eukaryota;NA;Polycystinea;NA;NA;NA;NA;","2e-06","6.3e-05","2.6e-05","1.9e-05","2e-06","5e-06","2.2e-05","0","6e-06","0","0","2.7e-05","0","3.4e-05","1.6e-05","0","1e-05","0"
"185","Eukaryota;NA;Bolidophyceae;NA;NA;NA;NA;","2e-06","0","4e-06","0","2e-06","0","0","3e-06","0","0","0","6e-06","2e-06","0","0","0","0","0"
"186","Archaea;Euryarchaeota;Nanohaloarchaea;NA;NA;NA;NA;","2e-06","0","1.3e-05","2e-06","2e-06","0","4e-06","9e-06","6e-06","7e-06","3e-06","3e-06","2e-06","0","3e-06","3e-06","0","0"
"187","Eukaryota;Ascomycota;Xylonomycetes;NA;NA;NA;NA;","2e-06","8e-06","2.6e-05","5e-06","1e-05","0","4e-06","0","0","0","3e-06","1.8e-05","0","2.1e-05","5e-06","0","0","0"
"188","Archaea;Candidatus Verstraetearchaeota;Candidatus Methanomethylia;NA;NA;NA;NA;","2e-06","3e-06","0","0","3e-06","0","0","0","0","0","3e-06","0","2e-06","0","0","0","0","0"
"189","Eukaryota;Chlorophyta;Palmophyllophyceae;NA;NA;NA;NA;","2e-06","0","0","7e-06","0","0","4e-06","0","3e-06","1.4e-05","0","3e-06","0","0","0","0","3e-06","0"
"190","Eukaryota;Tubulinea;Corycida;NA;NA;NA;NA;","2e-06","0","0","2e-06","0","0","0","0","0","0","0","0","0","1.7e-05","0","0","0","0"
"191","Eukaryota;Tubulinea;Elardia;NA;NA;NA;NA;","2e-06","0","1.3e-05","2e-06","0","0","0","0","0","0","0","9e-06","0","0","0","3e-06","0","0"
"192","Eukaryota;Chlorophyta;Picocystophyceae;NA;NA;NA;NA;","2e-06","3e-06","0","0","2e-06","0","0","0","0","2e-06","3e-06","3e-06","2e-06","0","0","0","0","0"
"193","Viruses","0.006613","0.00637","0.008223","0.003626","0.003303","0.004372","0.004974","0.009609","0.002192","0.008031","0.00622","0.007709","0.009947","0.008578","0.00258","0.001738","0.007538","0.002074"
"196","Eukaryota;Mucoromycota;Umbelopsidomycetes;NA;NA;NA;NA;","0","1.6e-05","0","0","5e-06","0","0","0","0","0","0","6e-06","0","0","0","0","3e-06","0"
"197","Eukaryota;NA;Synurophyceae;NA;NA;NA;NA;","0","8e-06","0","5e-06","0","0","0","0","0","0","3e-06","0","2e-06","4e-06","0","0","0","7e-06"
"198","Eukaryota;Endomyxa;Ascetosporea;NA;NA;NA;NA;","0","8e-06","4e-06","0","3e-06","0","0","0","0","0","0","6e-06","0","0","0","0","0","0"
"199","Bacteria;NA;Candidatus Babeliae;NA;NA;NA;NA;","0","8e-06","0","2e-06","2e-06","0","0","0","0","2e-06","3e-06","3e-06","0","0","0","0","6e-06","3e-06"
"200","Eukaryota;NA;Chrysophyceae;NA;NA;NA;NA;","0","3e-06","0","0","0","0","0","0","0","2e-06","0","3e-06","0","0","0","0","0","0"
"201","Eukaryota;Ciliophora;Karyorelictea;NA;NA;NA;NA;","0","3e-06","0","0","2e-06","0","4e-06","3e-06","0","0","3e-06","0","0","1.3e-05","0","0","0","0"
"203","Eukaryota;NA;Dictyochophyceae;NA;NA;NA;NA;","0","3e-06","4e-06","0","7e-06","7e-06","7e-06","0","1.4e-05","7e-06","7e-06","0","8e-06","0","0","0","1e-05","0"
"204","Eukaryota;Ascomycota;Lecanoromycetes;NA;NA;NA;NA;","0","3e-06","0","2e-06","3e-06","2e-06","4e-06","0","6e-06","2e-06","3e-06","0","3e-06","4e-06","3e-06","3e-06","0","3e-06"
"205","Eukaryota;NA;Breviatea;NA;NA;NA;NA;","0","3e-06","0","2e-06","3e-06","0","4e-06","0","0","0","0","6e-06","0","0","0","0","0","0"
