"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W20","S.W36","S.W37"
"91","Bacteria;Candidatus Kuenenbacteria;NA;NA;NA;NA;NA;","0.000167","2.4e-05","2.6e-05","0.000147","2e-06","2.1e-05","2.2e-05","0.000108","2.3e-05","0.000103","0.000213","3.6e-05","6.2e-05","4.6e-05","8e-06","6e-06","3.2e-05","2.4e-05"
"92","Archaea;Candidatus Thorarchaeota;NA;NA;NA;NA;NA;","0.00016","0.000207","9.6e-05","9.5e-05","0.000185","7e-05","0.000107","0.000253","0.000308","9.6e-05","0.000203","0.000202","0.000166","0.000184","0.000148","4.7e-05","0.000141","0.000115"
"93","Bacteria;Candidatus Kerfeldbacteria;NA;NA;NA;NA;NA;","0.000157","0.000215","0.000184","0.000166","0.000185","0.000122","9.9e-05","0.000394","6e-05","4.1e-05","0.00021","0.000265","0.00016","0.000134","0.000177","9e-06","0.000315","4.9e-05"
"94","Bacteria;Candidatus Nealsonbacteria;NA;NA;NA;NA;NA;","0.000157","7.3e-05","0.00014","2e-04","0.000146","0.000105","0.000103","0.00012","6.6e-05","9.6e-05","9.8e-05","0.000226","0.000208","0.000126","1.3e-05","6.6e-05","0.000392","0.000154"
"95","Bacteria;Candidatus Desantisbacteria;NA;NA;NA;NA;NA;","0.000155","0.000162","8.8e-05","0.000157","0.000142","0.000117","0.000276","0.000166","3.7e-05","9.1e-05","5.9e-05","8.1e-05","0.00011","0.000147","0.000282","1.3e-05","9.3e-05","0.000171"
"96","Bacteria;Candidatus Hydrogenedentes;NA;NA;NA;NA;NA;","0.000153","0.000215","0.00032","0.000269","0.000112","8.4e-05","8.1e-05","0.001261","0.000208","0.000313","0.000217","0.000241","8.8e-05","0.000201","0.000142","0.000156","0.000138","0.000283"
"97","Eukaryota;Discosea;NA;NA;NA;NA;NA;","0.000143","0.000199","0.000158","6.9e-05","0.000157","7e-05","8.8e-05","9.9e-05","3.1e-05","1.4e-05","6.6e-05","0.00015","1.6e-05","0.000339","6.2e-05","2.2e-05","5.5e-05","3.8e-05"
"98","Bacteria;Candidatus Sumerlaeota;NA;NA;NA;NA;NA;","0.000134","0.000241","0.000149","0.000333","7.3e-05","5.6e-05","0.000129","0.000321","0.000168","7.1e-05","9.1e-05","0.000138","0.000149","0.000134","6.4e-05","0.000278","0.000193","0.000182"
"99","Bacteria;Candidatus Levybacteria;NA;NA;NA;NA;NA;","0.000134","0.000157","7e-05","0.000105","7.4e-05","9.4e-05","7.7e-05","9.2e-05","3.7e-05","0.000119","0.000175","4.5e-05","0.000163","5e-05","3.8e-05","9e-06","9.3e-05","0.000119"
"100","Archaea;Candidatus Woesearchaeota;NA;NA;NA;NA;NA;","0.000134","0.000194","0.000398","0.000192","0.000188","0.000143","0.000324","0.000262","0.000718","0.00018","0.000171","0.000184","0.000192","0.000402","6.4e-05","5e-05","0.000218","0.000768"
"101","Archaea;Thaumarchaeota;NA;NA;NA;NA;NA;","0.000132","0.000388","0.000267","0.000143","0.000127","8.7e-05","0.000136","0.000277","0.000191","6.8e-05","0.000105","0.00025","0.000217","0.000117","5.4e-05","5.3e-05","0.000177","0.000164"
"102","Bacteria;Candidatus Schekmanbacteria;NA;NA;NA;NA;NA;","0.000132","0.000134","6.6e-05","1e-04","7.1e-05","6.1e-05","9.2e-05","0.000576","9.1e-05","0.000121","0.000269","0.000172","0.000241","8.4e-05","7.2e-05","7.8e-05","0.000267","0.000147"
"103","Bacteria;Candidatus Gracilibacteria;NA;NA;NA;NA;NA;","0.00013","0.000115","8.3e-05","0.00019","3.6e-05","0.000778","4.4e-05","0.000176","0.000182","0.00013","9.8e-05","0.000132","0.000131","0.000134","6.4e-05","2.2e-05","9e-05","0.00014"
"104","Bacteria;Candidatus Roizmanbacteria;NA;NA;NA;NA;NA;","0.00013","0.000149","0.000241","0.000292","0.000164","8e-05","0.000239","0.000413","0.000673","0.000135","0.00014","0.000259","0.000189","0.000335","8.6e-05","8.8e-05","0.000389","0.000667"
"105","Bacteria;Candidatus Eisenbacteria;NA;NA;NA;NA;NA;","0.00013","0.000223","0.000105","0.000176","0.000115","6.6e-05","9.2e-05","0.000302","0.000143","0.000103","0.000175","0.000135","0.000137","0.00036","0.000177","4.7e-05","0.000167","0.000171"
"106","Bacteria;Candidatus Buchananbacteria;NA;NA;NA;NA;NA;","0.00013","0.000217","0.000315","0.000128","4.2e-05","8.2e-05","6.2e-05","0.000145","0.000154","9.1e-05","0.000185","9.9e-05","0.000582","0.000138","5.1e-05","0.000213","7.4e-05","0.000126"
"107","Bacteria;candidate division NC10;NA;NA;NA;NA;NA;","0.000125","0.000194","0.000245","0.000126","0.000132","0.000171","0.000228","0.000684","0.000225","0.000256","0.000157","0.000169","0.000155","0.000121","7.2e-05","0.000113","0.000135","0.000171"
"108","Bacteria;Candidatus Abyssubacteria;NA;NA;NA;NA;NA;","0.000123","7.9e-05","5.7e-05","9.3e-05","8.1e-05","4.7e-05","0.00011","0.000311","1e-04","7.3e-05","0.000154","9.6e-05","0.000182","0.000121","3e-05","2.5e-05","0.000231","7.7e-05"
"109","Bacteria;Candidatus Hydrothermae;NA;NA;NA;NA;NA;","0.00012","0.000215","0.00021","0.000135","0.000166","0.000199","7.7e-05","0.00037","6.6e-05","5.7e-05","5.6e-05","0.000277","0.00022","0.000239","8e-05","1.3e-05","0.000125","0.000133"
"110","Bacteria;Candidatus Shapirobacteria;NA;NA;NA;NA;NA;","0.000116","0.000175","9.6e-05","7.6e-05","0.000142","7.3e-05","3.3e-05","0.000431","0.000188","3.2e-05","4.5e-05","0.000232","0.000182","0.00013","9.7e-05","9e-06","3.9e-05","0.000119"
"111","Bacteria;Candidatus Firestonebacteria;NA;NA;NA;NA;NA;","0.000116","5.2e-05","9.2e-05","0.000181","6.6e-05","3.5e-05","0.000121","0.000111","4.8e-05","1.8e-05","6.6e-05","0.000277","0.000225","0.000113","3.5e-05","3.1e-05","3.5e-05","4.2e-05"
"112","Eukaryota;Perkinsozoa;NA;NA;NA;NA;NA;","0.000111","0.000207","9.2e-05","5.9e-05","0.000144","0.000211","0.000202","3.7e-05","8.3e-05","5.9e-05","0.000185","8.7e-05","3.2e-05","0.000787","7.8e-05","0.000116","8e-05","1e-05"
"113","Bacteria;Candidatus Daviesbacteria;NA;NA;NA;NA;NA;","0.000109","8.9e-05","0.000228","0.000181","5.8e-05","6.1e-05","9.6e-05","3.4e-05","4.6e-05","7.8e-05","8.4e-05","0.000114","0.000155","0.000147","6.2e-05","5.3e-05","4.2e-05","5.9e-05"
"114","Bacteria;Candidatus Nomurabacteria;NA;NA;NA;NA;NA;","0.000106","0.00023","0.000372","0.000126","0.000811","0.000134","9.9e-05","0.000435","6.8e-05","0.000274","0.000126","0.00049","0.000216","0.000335","0.000231","5.6e-05","0.000385","0.000164"
"115","Bacteria;Candidatus Zambryskibacteria;NA;NA;NA;NA;NA;","0.000106","0.000736","7.9e-05","0.000102","6.6e-05","1.6e-05","3.3e-05","0.000237","3.7e-05","3.4e-05","5.9e-05","0.000379","4.5e-05","4.2e-05","6.2e-05","1.6e-05","8e-05","4.2e-05"
"116","Bacteria;Candidatus Berkelbacteria;NA;NA;NA;NA;NA;","0.000104","7.3e-05","0.00028","0.000145","9e-05","0.000181","6.2e-05","0.000188","8e-05","0.000112","0.000105","0.000111","0.000168","3.8e-05","6.7e-05","0.000122","9.6e-05","7e-05"
"117","Bacteria;Candidatus Yanofskybacteria;NA;NA;NA;NA;NA;","0.000104","8.9e-05","0.000101","0.000143","0.000129","4.5e-05","4.4e-05","0.000373","0.000134","7.5e-05","0.000178","9.3e-05","0.000161","0.000117","0.000115","2.8e-05","6.7e-05","0.000133"
"118","Bacteria;Candidatus Harrisonbacteria;NA;NA;NA;NA;NA;","0.000104","0.000707","4.8e-05","0.000145","1.5e-05","3.8e-05","2.6e-05","0.000111","9.1e-05","8e-05","7e-05","0.000358","8e-05","8.4e-05","5.9e-05","1.3e-05","1.9e-05","1.4e-05"
"119","Bacteria;Candidatus Wolfebacteria;NA;NA;NA;NA;NA;","0.000102","5e-05","0.000123","0.000326","7.1e-05","4.7e-05","2.2e-05","3.7e-05","2.6e-05","3.7e-05","5.6e-05","0.00028","0.000246","5.4e-05","2.1e-05","3e-06","5.1e-05","7e-06"
"120","Bacteria;Candidatus Pacebacteria;NA;NA;NA;NA;NA;","9.5e-05","0.000267","7.4e-05","7.4e-05","6.9e-05","8.9e-05","8.1e-05","0.000305","5.4e-05","4.8e-05","0.000203","0.000199","5.8e-05","9.2e-05","0.000118","3e-06","0.000183","6.3e-05"
"121","Bacteria;candidate division WOR-3;NA;NA;NA;NA;NA;","9e-05","0.000262","0.000131","0.000269","0.00014","0.000129","0.000228","0.000394","0.000154","0.000244","0.000154","0.000274","0.000192","0.000222","0.000107","0.000338","0.000305","0.000196"
"122","Bacteria;Candidatus Delongbacteria;NA;NA;NA;NA;NA;","9e-05","0.000155","8.8e-05","0.000126","4.4e-05","0.000129","5.1e-05","0.000253","8e-05","7.8e-05","3.5e-05","6e-05","5.1e-05","4.6e-05","0.000102","2.8e-05","0.000231","8.7e-05"
"123","Bacteria;Candidatus Gottesmanbacteria;NA;NA;NA;NA;NA;","8.6e-05","0.000168","0.000206","9.5e-05","0.000146","0.000307","0.000158","0.000354","0.000191","8.2e-05","0.000175","0.000114","0.000145","0.000276","5.4e-05","4.1e-05","0.000122","0.000168"
"124","Bacteria;Abditibacteriota;NA;NA;NA;NA;NA;","8.3e-05","1.3e-05","0.000184","5.2e-05","2.5e-05","0.000129","2.2e-05","9.2e-05","4.3e-05","1.6e-05","1.7e-05","4.2e-05","2.4e-05","4e-06","1.1e-05","5.3e-05","3.2e-05","3.5e-05"
"125","Bacteria;Candidatus Woesebacteria;NA;NA;NA;NA;NA;","7.9e-05","0.000157","0.000162","0.000152","8.8e-05","9.4e-05","0.000202","0.000154","0.000134","0.000167","0.000136","0.000159","0.000118","0.000226","3.5e-05","0","9e-05","7e-05"
"126","Eukaryota;Blastocladiomycota;NA;NA;NA;NA;NA;","7.6e-05","0.000136","0.000206","3.3e-05","6.6e-05","2.3e-05","8.5e-05","2.8e-05","3.7e-05","2.1e-05","4.2e-05","0.000111","1.1e-05","0.000218","5.1e-05","3e-06","1.9e-05","1.7e-05"
"127","Bacteria;candidate division CPR3;NA;NA;NA;NA;NA;","7.6e-05","1.6e-05","3.9e-05","8.8e-05","1.2e-05","1.6e-05","2.2e-05","2.2e-05","2.3e-05","1.6e-05","3.1e-05","1.2e-05","1.3e-05","3.8e-05","1.3e-05","0","5.8e-05","0"
"128","Bacteria;Candidatus Eremiobacteraeota;NA;NA;NA;NA;NA;","7.2e-05","8.6e-05","4.8e-05","3.8e-05","4.6e-05","4.9e-05","0.000147","0.000669","5.7e-05","0.000114","9.1e-05","9.3e-05","5.9e-05","3.4e-05","3.8e-05","2.8e-05","0.000122","0.000122"
"129","Archaea;Candidatus Micrarchaeota;NA;NA;NA;NA;NA;","7.2e-05","4.2e-05","5.3e-05","7.6e-05","4.9e-05","5.6e-05","3.7e-05","0.000139","4.3e-05","5e-05","6.3e-05","0.000138","3.4e-05","2.5e-05","8.6e-05","3e-06","4.2e-05","3.8e-05"
"130","Bacteria;Candidatus Wallbacteria;NA;NA;NA;NA;NA;","7.2e-05","0.000175","0.000285","0.000223","9.8e-05","6.1e-05","0.000169","0.001073","0.000117","0.000199","0.000182","0.000223","0.000128","5e-05","0.000131","5.6e-05","0.000183","0.000206"
"131","Eukaryota;Foraminifera;NA;NA;NA;NA;NA;","6.9e-05","9.2e-05","0.000101","2.9e-05","6.6e-05","2.8e-05","7e-05","1.2e-05","3.4e-05","1.1e-05","3.1e-05","8.4e-05","2.2e-05","0.000205","5.4e-05","6e-06","3.5e-05","2.1e-05"
"132","Eukaryota;Cryptomycota;NA;NA;NA;NA;NA;","6.9e-05","0.000183","0.000158","5.5e-05","9.3e-05","3.8e-05","0.000132","4.9e-05","5.7e-05","2.3e-05","8.4e-05","0.000129","1.3e-05","0.000373","6.4e-05","9.1e-05","3.2e-05","7e-06"
"133","Bacteria;Candidatus Beckwithbacteria;NA;NA;NA;NA;NA;","6.2e-05","4.2e-05","8.8e-05","6.4e-05","3.7e-05","4.2e-05","7e-06","6e-06","1.7e-05","2.7e-05","4.5e-05","4.8e-05","3.8e-05","2.5e-05","8e-06","3e-06","4.5e-05","5.6e-05"
"134","Bacteria;Candidatus Ryanbacteria;NA;NA;NA;NA;NA;","6.2e-05","9.4e-05","3.9e-05","5.9e-05","7.1e-05","4.2e-05","9.2e-05","0.000102","4.3e-05","5e-06","2.8e-05","9.3e-05","4e-05","2.1e-05","4.3e-05","1.6e-05","0.000263","1.7e-05"
"135","Bacteria;Candidatus Sungbacteria;NA;NA;NA;NA;NA;","6.2e-05","5.5e-05","3.5e-05","1.4e-05","1e-05","4e-05","5.9e-05","9.9e-05","3.1e-05","9.8e-05","2.8e-05","7.8e-05","1.8e-05","2.5e-05","2.4e-05","1.3e-05","1.3e-05","5.9e-05"
"136","Archaea;Candidatus Altiarchaeota;NA;NA;NA;NA;NA;","6e-05","6.8e-05","2.2e-05","7.4e-05","5.8e-05","2.6e-05","8.5e-05","0.000314","0.000143","5.9e-05","0.000161","8.1e-05","0.000401","0.000126","1.6e-05","1.3e-05","0.000202","0.000251"
"137","Bacteria;Candidatus Portnoybacteria;NA;NA;NA;NA;NA;","5.6e-05","6.5e-05","2.6e-05","0.000131","8e-06","1.4e-05","5.1e-05","4.6e-05","8.8e-05","2.7e-05","9.1e-05","6.6e-05","3.5e-05","9.6e-05","3.2e-05","3e-06","9e-05","2.1e-05"
"138","Bacteria;Candidatus Spechtbacteria;NA;NA;NA;NA;NA;","5.6e-05","7.3e-05","2.6e-05","1.2e-05","0","3.8e-05","4e-06","6e-06","6e-06","9e-06","4.9e-05","5.7e-05","3e-06","2.1e-05","0","0","1.9e-05","3e-06"
"139","Eukaryota;Endomyxa;NA;NA;NA;NA;NA;","5.6e-05","0.000162","0.000127","1.9e-05","0.000125","6.1e-05","6.2e-05","1.2e-05","1.4e-05","1.6e-05","3.5e-05","0.000138","1.6e-05","0.000209","3.2e-05","2.8e-05","1.6e-05","7e-06"
"140","Bacteria;Candidatus Campbellbacteria;NA;NA;NA;NA;NA;","5.3e-05","8.6e-05","1.8e-05","0.000135","2.2e-05","9.6e-05","4e-06","0.000182","3e-06","3e-05","7e-05","1.8e-05","7.3e-05","8e-06","0.000118","0","3e-06","7.3e-05"
"141","Bacteria;Coprothermobacterota;NA;NA;NA;NA;NA;","5.3e-05","0.000165","5.3e-05","9e-05","4.2e-05","0.00015","0.000165","0.000324","0.000185","4.8e-05","2.8e-05","0.000114","7.2e-05","4.6e-05","0.000145","3e-06","0.000132","0.000115"
"142","Bacteria;candidate division CPR2;NA;NA;NA;NA;NA;","5.1e-05","3.7e-05","7.9e-05","0.000252","3.9e-05","3.8e-05","0.000103","0.000151","4e-05","4.3e-05","9.4e-05","8.4e-05","0.000104","0.000101","7.2e-05","9.1e-05","0.000867","0.000276"
"143","Bacteria;Candidatus Edwardsbacteria;NA;NA;NA;NA;NA;","5.1e-05","8.1e-05","2.2e-05","3.3e-05","6.8e-05","6.1e-05","0.000158","0.000102","3.7e-05","4.6e-05","8e-05","3.6e-05","4.6e-05","4.2e-05","2.1e-05","9e-06","0.000106","5.9e-05"
"144","Bacteria;candidate division KD3-62;NA;NA;NA;NA;NA;","4.9e-05","2.1e-05","4.8e-05","0.000107","3e-05","9e-06","2.2e-05","8e-05","0.000125","2.1e-05","6.3e-05","3.6e-05","4e-05","1.7e-05","3.2e-05","3.8e-05","6.4e-05","0.000101"
"145","Bacteria;Candidatus Raymondbacteria;NA;NA;NA;NA;NA;","4.9e-05","0.000207","3.9e-05","0.000154","4.2e-05","8.9e-05","3.7e-05","0.000376","0.000123","5.9e-05","0.000192","0.000132","0.000174","7.5e-05","2.7e-05","1.6e-05","0.000122","0.000105"
"146","Bacteria;candidate division LCP-89;NA;NA;NA;NA;NA;","4.9e-05","2.1e-05","0.000166","4.8e-05","4.1e-05","2e-06","4e-05","6.5e-05","7.4e-05","1.4e-05","2.4e-05","5.7e-05","4.3e-05","2.9e-05","1.1e-05","7.5e-05","6.4e-05","7.3e-05"
"147","Bacteria;Candidatus Curtissbacteria;NA;NA;NA;NA;NA;","4.6e-05","1e-05","1.8e-05","5.5e-05","1.9e-05","2.3e-05","2.6e-05","6e-06","9e-06","1.6e-05","1.7e-05","4.2e-05","3e-05","2.1e-05","1.9e-05","0","3.2e-05","3e-06"
"148","Bacteria;Candidatus Yonathbacteria;NA;NA;NA;NA;NA;","4.6e-05","2.6e-05","2.6e-05","2.9e-05","7e-06","1.4e-05","3.7e-05","2.5e-05","2.3e-05","7e-06","2.4e-05","1.2e-05","1.9e-05","3.4e-05","1.3e-05","0","4.5e-05","3e-06"
"149","Bacteria;Candidatus Handelsmanbacteria;NA;NA;NA;NA;NA;","4.2e-05","2.9e-05","0.00014","5e-05","0.000354","4.5e-05","0.00011","0.000398","0.000162","0.000114","8.4e-05","4.2e-05","3.7e-05","6.3e-05","1.6e-05","1e-04","0.000244","0.000147"
"150","Bacteria;Candidatus Vogelbacteria;NA;NA;NA;NA;NA;","4.2e-05","2.4e-05","5.7e-05","0.000102","4.4e-05","4.5e-05","0.000397","0.000237","0.000507","1.4e-05","3.5e-05","7.5e-05","4.2e-05","0.000159","6.2e-05","3.4e-05","0.000231","0.000367"
"151","Bacteria;Candidatus Taylorbacteria;NA;NA;NA;NA;NA;","3.9e-05","0.000236","0.000219","4.3e-05","0.000723","4.9e-05","2.2e-05","0.000524","2.3e-05","3e-05","2.4e-05","0.000385","0.000227","0.000117","0.000126","3e-06","8.4e-05","0.000196"
"152","Bacteria;Candidatus Dormibacteraeota;NA;NA;NA;NA;NA;","3.9e-05","5.5e-05","3.1e-05","0.000116","1.4e-05","4.2e-05","0.00011","4.3e-05","0.000111","4.8e-05","4.2e-05","7.5e-05","7e-05","4.2e-05","2.1e-05","3.1e-05","8.7e-05","2.8e-05"
"153","Bacteria;Candidatus Aureabacteria;NA;NA;NA;NA;NA;","3.9e-05","5.5e-05","7e-05","2.9e-05","4.2e-05","6.6e-05","1.5e-05","0.000925","2.3e-05","9.1e-05","4.5e-05","3.6e-05","3.8e-05","1.7e-05","9.9e-05","1.9e-05","1.3e-05","0.000126"
"154","Bacteria;Candidatus Niyogibacteria;NA;NA;NA;NA;NA;","3.7e-05","5e-06","0","5e-06","0","9e-06","0","3e-06","3e-06","9e-06","0","9e-06","2.1e-05","4e-06","0","0","0","7e-06"
"155","Archaea;Candidatus Korarchaeota;NA;NA;NA;NA;NA;","3.5e-05","3.7e-05","2.2e-05","0.000105","2.9e-05","1.4e-05","2.2e-05","9.2e-05","5.4e-05","5.9e-05","2.1e-05","2.4e-05","3.4e-05","9.6e-05","1.3e-05","3.8e-05","5.1e-05","4.5e-05"
"156","Bacteria;Candidatus Coatesbacteria;NA;NA;NA;NA;NA;","3.5e-05","5e-05","5.7e-05","7.1e-05","3.6e-05","4.2e-05","4.4e-05","0.000222","6.3e-05","6.2e-05","5.9e-05","5.1e-05","5.1e-05","5.4e-05","5.1e-05","1.6e-05","8e-05","7e-05"
"157","Bacteria;Candidatus Andersenbacteria;NA;NA;NA;NA;NA;","3.5e-05","1.8e-05","1.3e-05","5.5e-05","2e-06","1.2e-05","3.3e-05","2.8e-05","1.4e-05","2e-06","3.8e-05","3.9e-05","1.3e-05","1.3e-05","2.7e-05","0","3.5e-05","3e-06"
"158","Bacteria;Candidatus Glassbacteria;NA;NA;NA;NA;NA;","3.2e-05","8e-06","2.6e-05","2.9e-05","1.5e-05","1.4e-05","3.7e-05","3e-06","1.4e-05","3.2e-05","3.8e-05","3.6e-05","5e-05","1.7e-05","1.6e-05","3e-06","1.6e-05","3.8e-05"
"159","Bacteria;Candidatus Lloydbacteria;NA;NA;NA;NA;NA;","3.2e-05","3.4e-05","4.4e-05","1.2e-05","8e-06","1.4e-05","2.9e-05","1.8e-05","3.7e-05","1.1e-05","4.9e-05","9.6e-05","1.8e-05","8.4e-05","0.000121","3.4e-05","3.2e-05","4.5e-05"
"160","Bacteria;Candidatus Wildermuthbacteria;NA;NA;NA;NA;NA;","3.2e-05","7.9e-05","3.1e-05","1.9e-05","8e-06","6.3e-05","1.1e-05","5.5e-05","1.4e-05","7e-06","7e-06","1.5e-05","2.4e-05","0","5.9e-05","0","2.2e-05","7e-06"
"161","Bacteria;Candidatus Staskawiczbacteria;NA;NA;NA;NA;NA;","3e-05","5e-05","5.7e-05","0.000209","2.7e-05","2.6e-05","2.6e-05","0.000287","5.7e-05","8.4e-05","7e-05","0.000262","0.00026","6.3e-05","1.9e-05","9e-06","0.000395","0.000223"
"162","Bacteria;Candidatus Lindowbacteria;NA;NA;NA;NA;NA;","2.8e-05","2.6e-05","1.8e-05","2.6e-05","1.5e-05","7e-06","2.9e-05","3.1e-05","9e-06","3e-05","7e-06","9e-06","3.2e-05","2.9e-05","1.6e-05","0","3.2e-05","1.7e-05"
"163","Bacteria;Candidatus Chisholmbacteria;NA;NA;NA;NA;NA;","2.8e-05","3e-06","3.5e-05","0","8e-06","1.6e-05","1.1e-05","9e-06","9e-06","9e-06","3e-06","3e-06","8e-06","8e-06","8e-06","3e-06","3e-06","0"
"164","Bacteria;Candidatus Liptonbacteria;NA;NA;NA;NA;NA;","2.8e-05","8e-06","0.000109","2.1e-05","1e-05","1.9e-05","7e-05","1.2e-05","3e-06","2e-06","1.4e-05","2.7e-05","1.4e-05","1.3e-05","1.9e-05","0","4.2e-05","1e-05"
"165","Bacteria;Candidatus Blackburnbacteria;NA;NA;NA;NA;NA;","2.5e-05","1.3e-05","3.1e-05","6.4e-05","2.2e-05","5e-06","1.1e-05","6e-06","9e-06","1.4e-05","3.1e-05","9e-06","2.1e-05","3.8e-05","0","5.6e-05","3.2e-05","1.4e-05"
"166","Bacteria;Candidatus Woykebacteria;NA;NA;NA;NA;NA;","2.5e-05","0.00011","4.8e-05","4e-05","4.4e-05","2.6e-05","4.8e-05","0.000151","3.4e-05","3.4e-05","4.2e-05","6.9e-05","5e-05","5e-05","1.9e-05","2.5e-05","2.6e-05","5.2e-05"
"167","Bacteria;Candidatus Collierbacteria;NA;NA;NA;NA;NA;","2.3e-05","3.1e-05","3.5e-05","4.5e-05","1.9e-05","1.6e-05","1.1e-05","6e-06","1.7e-05","4.3e-05","2.4e-05","3.3e-05","7.8e-05","4e-06","1.1e-05","9.1e-05","0.000257","4.5e-05"
"168","Bacteria;Candidatus Jacksonbacteria;NA;NA;NA;NA;NA;","2.3e-05","0","1.3e-05","1e-05","7e-06","7e-06","1.5e-05","9e-06","0","9e-06","1e-05","3e-06","0","2.1e-05","3e-06","0","1.3e-05","0"
"169","Eukaryota;Imbricatea;NA;NA;NA;NA;NA;","2.1e-05","2.9e-05","1.8e-05","1.9e-05","5.1e-05","3.5e-05","7e-06","5.9e-05","2e-05","7e-06","1e-05","2.4e-05","1.8e-05","1.7e-05","3.5e-05","0","2.6e-05","1.4e-05"
"170","Bacteria;Candidatus Wirthbacteria;NA;NA;NA;NA;NA;","2.1e-05","1.3e-05","3.5e-05","2.6e-05","1.4e-05","5e-06","2.6e-05","0.000136","1.4e-05","2.7e-05","1.4e-05","1.8e-05","1.3e-05","8e-06","3e-06","3.1e-05","1.9e-05","3.5e-05"
"171","Bacteria;Candidatus Microgenomates;NA;NA;NA;NA;NA;","1.9e-05","0.000126","1.8e-05","7.6e-05","1.5e-05","2e-06","1.5e-05","3.4e-05","2.9e-05","9e-06","3.1e-05","3.3e-05","5.6e-05","1.7e-05","5e-06","6e-06","2.2e-05","7e-05"
"172","Bacteria;Candidatus Adlerbacteria;NA;NA;NA;NA;NA;","1.9e-05","1.3e-05","0","1.4e-05","3e-06","2e-06","1.1e-05","0","2e-05","0","1.7e-05","9e-06","1.6e-05","0","8e-06","0","3e-06","1.7e-05"
"173","Bacteria;Candidatus Giovannonibacteria;NA;NA;NA;NA;NA;","1.9e-05","5.2e-05","6.1e-05","0.000164","2.5e-05","2.1e-05","7e-06","8.9e-05","3.4e-05","2.5e-05","7e-06","0.000144","7e-05","3.4e-05","2.4e-05","0","7.4e-05","5.6e-05"
"174","Bacteria;Candidatus Azambacteria;NA;NA;NA;NA;NA;","1.9e-05","1e-05","4e-06","1.9e-05","1.5e-05","2.3e-05","7e-06","3e-06","2.3e-05","2.1e-05","7e-06","4.8e-05","5.1e-05","7.5e-05","8e-06","0","1.3e-05","3e-06"
"175","Bacteria;Candidatus Tagabacteria;NA;NA;NA;NA;NA;","1.9e-05","3.1e-05","1.3e-05","3.1e-05","7e-06","1.2e-05","0","6e-06","3e-06","7e-06","2.4e-05","9e-06","1.1e-05","8e-06","0","0","6e-06","7e-06"
"176","Bacteria;Candidatus Jorgensenbacteria;NA;NA;NA;NA;NA;","1.6e-05","1e-05","5.3e-05","5.5e-05","3.6e-05","1.9e-05","1.8e-05","0.000166","4e-05","2e-06","4.2e-05","6.3e-05","2.7e-05","6.3e-05","6.2e-05","3e-06","1.3e-05","7.3e-05"
"177","Bacteria;Candidatus Fischerbacteria;NA;NA;NA;NA;NA;","1.4e-05","5e-06","0","9.3e-05","2e-06","1.9e-05","4e-06","1.8e-05","0","1.1e-05","1.4e-05","2.7e-05","1.9e-05","8e-06","2.4e-05","0","0.000267","0.000108"
"178","Bacteria;Candidatus Colwellbacteria;NA;NA;NA;NA;NA;","1.4e-05","3.7e-05","2.2e-05","2.1e-05","1.5e-05","4.2e-05","4e-06","9e-06","4.6e-05","9e-06","1.4e-05","9e-06","1.8e-05","1.7e-05","5e-06","1.9e-05","1.6e-05","1e-05"
"179","Eukaryota;Cercozoa;NA;NA;NA;NA;NA;","1.2e-05","2.9e-05","5.7e-05","5e-06","2.7e-05","1.2e-05","7e-06","3e-06","6e-06","5e-06","2.4e-05","3e-05","2e-06","2.9e-05","5e-06","3e-06","1.3e-05","0"
"180","Archaea;Candidatus Aenigmarchaeota;NA;NA;NA;NA;NA;","1.2e-05","5.5e-05","9.2e-05","5e-05","1.5e-05","1.9e-05","5.5e-05","0.000493","1.1e-05","7.1e-05","4.2e-05","2.1e-05","1.8e-05","4.2e-05","1.1e-05","2.8e-05","2.2e-05","9.8e-05"
"181","Bacteria;Candidatus Amesbacteria;NA;NA;NA;NA;NA;","1.2e-05","1.6e-05","0.000123","0.000192","4.6e-05","2.3e-05","7e-06","4e-05","2e-05","3.2e-05","2.1e-05","5.1e-05","2.9e-05","1.3e-05","3.5e-05","1.9e-05","3.2e-05","7e-06"
"182","Bacteria;Candidatus Terrybacteria;NA;NA;NA;NA;NA;","1.2e-05","0","3.5e-05","2.9e-05","1.5e-05","9e-06","4.8e-05","6e-06","3.1e-05","5e-06","7e-06","1.2e-05","5e-06","2.1e-05","3e-06","0","1e-05","0"
"183","Archaea;Candidatus Verstraetearchaeota;NA;NA;NA;NA;NA;","9e-06","1.6e-05","4e-06","5e-06","2e-05","2e-06","7e-06","3e-06","6e-06","1.1e-05","1.4e-05","3.9e-05","1.4e-05","4e-06","3e-06","3e-06","1e-05","7e-06"
"184","Archaea;Candidatus Diapherotrites;NA;NA;NA;NA;NA;","7e-06","1e-05","2.6e-05","1e-05","7e-06","7e-06","4e-06","3e-06","3e-06","2e-06","1.4e-05","6e-06","5e-06","1.3e-05","1.9e-05","3e-06","0","3e-06"
