,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;,28.571430,3.571429,15.384616,23.529411,19.354837,6.250000,16.666668,5.263158,16.666668,15.789473,13.636364,19.230770,15.555556,14.285715,14.285715,20.000000,0,20.000000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;,14.285715,35.714287,30.769232,8.823529,16.129032,31.250000,27.777779,52.631580,38.888889,28.947369,18.181818,7.692308,24.444445,9.523809,61.904762,40.000000,11.111112,60.000004
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA;,14.285715,17.857143,3.846154,11.764706,6.451612,6.250000,33.333336,21.052631,11.111112,10.526316,31.818182,11.538462,15.555556,19.047619,9.523809,0,33.333336,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;,7.142858,10.714286,3.846154,8.823529,0,0,0,0,5.555556,0,0,3.846154,2.222222,0,0,10.000000,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;,7.142858,10.714286,15.384616,8.823529,25.806450,6.250000,5.555556,5.263158,5.555556,7.894736,9.090909,7.692308,6.666667,9.523809,0,0,11.111112,0
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;NA;NA;,3.571429,0,3.846154,2.941176,0,12.500000,5.555556,0,5.555556,0,0,3.846154,2.222222,4.761905,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) family,17.857143,10.714286,19.230770,26.470589,22.580645,18.750000,5.555556,5.263158,11.111112,13.157895,18.181818,34.615387,20.000000,23.809525,9.523809,0.000000,11.111112,20.000000
unclassified,7.142857,3.571429,3.846154,2.941176,3.225806,6.250000,5.555556,0.000000,0.000000,7.894737,9.090909,7.692308,2.222222,19.047619,0.000000,5.000000,22.222222,0.000000
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;NA;NA;,0,3.571429,0,0,0,0,0,0,0,5.263158,0,0,2.222222,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;NA;NA;,0,3.571429,0,0,0,0,0,0,0,2.631579,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;NA;,0,0,3.846154,0,3.225806,6.250000,0,0,5.555556,2.631579,0,0,6.666667,0,4.761905,20.000000,11.111112,0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;NA;NA;,0,0,0,5.882353,0,0,0,10.526316,0,2.631579,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;NA;NA;,0,0,0,0,3.225806,6.250000,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;NA;NA;,0,0,0,0,0,0,0,0,0,2.631579,0,0,0,0,0,0,0,0
Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,3.846154,2.222222,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.000000,0,0
