,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA;,42.857143,21.428572,23.076923,44.117649,25.806450,6.250000,22.222223,10.526316,22.222223,23.684212,22.727274,34.615387,24.444445,23.809525,14.285715,30.000002,0,20.000000
Bacteria;Bacteroidetes;Bacteroidia;NA;NA;NA;NA;,35.714287,64.285713,61.538464,32.352943,58.064514,56.250000,66.666672,78.947372,66.666672,52.631580,63.636364,30.769232,53.333336,47.619049,76.190475,60.000004,66.666672,60.000004
Bacteria;Bacteroidetes;Chitinophagia;NA;NA;NA;NA;,3.571429,0,3.846154,2.941176,0,12.500000,5.555556,0,5.555556,0,0,3.846154,2.222222,4.761905,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) class,10.714286,10.714286,7.692308,11.764706,9.677419,12.500000,0.000000,0.000000,5.555556,10.526316,4.545455,19.230770,15.555556,4.761905,9.523809,0.000000,11.111112,20.000000
unclassified,7.142857,3.571429,3.846154,2.941176,3.225806,6.250000,5.555556,0.000000,0.000000,7.894737,9.090909,7.692308,2.222222,19.047619,0.000000,5.000000,22.222222,0.000000
Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA;,0,0,0,5.882353,3.225806,6.250000,0,10.526316,0,2.631579,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,2.631579,0,0,0,0,0,0,0,0
Bacteria;Tenericutes;Mollicutes;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,3.846154,2.222222,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.000000,0,0
