RelTime,Delta,CO2
-1,-21.6,1.13
-0.616666667,-21.66,0.98
-0.25,-21.27,0.82
0,NA,NA
0.216666667,-23.12,1.04
0.666666667,-21.68,0.92
1,-20.89,0.11
1.383333333,-20.97,1.28
1.833333333,-20.84,0.89
2.166666667,-20.85,0.8
2.466666667,-19.96,1.14
2.85,-20.45,0.8
,,
