RelTime,Delta,CO2
-1.066666667,-24.25,0.59
-0.8,-25.44,0.55
-0.55,-25.52,1.14
0,NA,NA
0.283333333,-24.99,0.68
0.55,-20.94,0.35
0.8,-25.27,1.07
1.1,-25.15,0.96
1.4,-24.92,0.62
1.666666667,-25.1,0.63
1.933333333,-24.52,0.64
2.216666667,-24.92,0.55
2.466666667,-24.64,0.61
2.716666667,-24.23,0.72
