RelTime,Delta,CO2
-1.116666667,-22.86,0.59
-0.85,-22.75,0.88
-0.5,-22.23,0.97
0,NA,NA
0.633333333,-23.7,0.73
0.666666667,-22.67,1.2
1.033333333,-22.44,1.06
1.366666667,-23.28,0.87
1.683333333,-23,0.93
2,-22.27,1.08
2.35,-22.67,1.07
2.683333333,-22.43,1
,,
