RelTime,Delta,CO2
-0.75,-24.56,0.7
-0.483333333,-24.27,0.69
-0.216666667,-23.89,0.74
0,NA,NA
0.133333333,-29.56,0.73
0.4,-24.83,1.04
0.766666667,-23.37,1.15
1.033333333,-21.87,0.78
1.316666667,-20.71,0.9
1.6,-18.73,0.89
1.883333333,-17.31,0.88
2.166666667,-16.13,0.56
2.433333333,-14.4,0.73
2.783333333,-12.92,0.83
3.066666667,-14.51,1.26
