RelTime,Delta,CO2
-0.55,-25.14,0.9
-0.316666667,-25.56,0.89
-0.05,-25.32,0.95
0,NA,NA
0.216666667,-25.11,0.88
0.45,-25.21,0.98
0.716666667,-26.04,0.67
0.933333333,-26.12,0.78
1.183333333,-25.38,1.06
1.45,-26.08,0.6
1.7,-26.23,0.79
1.966666667,-24.74,1.01
2.233333333,-25.37,0.74
2.5,-25.17,0.89
2.783333333,-25.2,1.16
3.066666667,-24.97,0.79
